L 1589.7395, -449.0106, -415.2947,  1589.7395, -449.0106, -415.2947,  0, 0, 0
P 800.0000, 4200.0000, 0.0000,  127, 64, 0,  2,  7._Flight_Master_Hak`ouz_-_PH=a_flight_coordinator
P 800.0000, 4400.0000, 0.0000,  127, 64, 0,  2,  8._Factured_Shard_-_PH=a_magic_tear
P 800.0000, 4600.0000, 0.0000,  127, 64, 0,  2,  9._Grand_Advisor_Zum`uul_-_PH=a_Shai`din_scribe
P 800.0000, 4800.0000, 0.0000,  127, 64, 0,  2,  10._Grand_Herbalist_Mak`ha_-_PH=a_Di`zok_herb_gardener,_a_chokidai_herbdigger
P 800.0000, 5000.0000, 0.0000,  127, 64, 0,  2,  11._Kennel_Master_Al`ele_-_PH=a_kennel_mucker
P 800.0000, 5200.0000, 0.0000,  127, 64, 0,  2,  12._Observer_Aq`touz_-_PH=a_Di`zok_watcher
P 800.0000, 5400.0000, 0.0000,  127, 64, 0,  2,  13._Observer_Dal`guur_-_PH=a_Di`zok_foreman,_a_Di`zok_slavemaster
P 800.0000, 5600.0000, 0.0000,  127, 64, 0,  2,  14._Queen_Velazul's_Aide_-_PH=royal_escort
P 800.0000, 5800.0000, 0.0000,  127, 64, 0,  2,  15._Royal_Guard_Kakator_(On_Behest_of_the_Emperor_HA)
P 800.0000, 6000.0000, 0.0000,  127, 64, 0,  2,  16._Selrach's_Regent_-_PH=royal_guard
P 800.0000, 6200.0000, 0.0000,  127, 64, 0,  2,  17._Shai`din_Warmaster_Roh`ki_-_PH=a_Di`zok_strategist
P 800.0000, 6400.0000, 0.0000,  127, 64, 0,  2,  28._The_Sokotar_Matron_-_PH=a_sokokar_consort,_a_sokokar_welpling
P 800.0000, 6600.0000, 0.0000,  127, 64, 0,  2,  29._Watch_Captain_Hir`roul_-_PH=a_Di`zok_watchman
P 389.9095, -242.0996, -10.2067,  127, 64, 0,  2,  Observer_Aq'touz_(Hunter)
P 1334.6144, 252.2698, -247.1405,  127, 64, 0,  2,  The_Bridge_Keeper_(Hunter)
P 1409.4229, 332.0446, -243.7966,  127, 64, 0,  2,  The_Bridge_Keeper_(Hunter)
P 1284.8378, 331.1512, -243.7893,  127, 64, 0,  2,  The_Bridge_Keeper_(Hunter)
P 1309.4730, 240.6739, -245.0509,  127, 64, 0,  2,  Watch_Captain_Hir`roul_(Hunter)
P 1441.9669, 411.9809, -245.5950,  127, 64, 0,  2,  Watch_Captain_Hir`roul_(Hunter)
P 1400.6344, 446.3802, -245.5936,  127, 64, 0,  2,  Watch_Captain_Hir`roul_(Hunter)
P 1215.6235, 60.3116, -419.7012,  127, 64, 0,  2,  Grand_Herbalist_Mak`ha_(Hunter)
P 1213.0507, -51.4730, -414.7901,  127, 64, 0,  2,  Grand_Herbalist_Mak`ha_(Hunter)
P 1176.0338, 350.9813, -243.7435,  127, 64, 0,  2,  Battle_Master_Ska`tu_(Hunter)
P 1032.7496, 292.9369, -244.1688,  127, 64, 0,  2,  Battle_Master_Ska`tu_(Hunter)
P 951.6406, 504.4397, -253.3647,  127, 64, 0,  2,  Battle_Master_Ska`tu_(Hunter)
P 322.7058, 711.7391, -273.1133,  127, 64, 0,  2,  Grand_Advisor_Zum`uul_(Hunter)
P -227.5524, 356.4777, -272.9222,  127, 64, 0,  2,  Grand_Advisor_Zum`uul_(Hunter)
P 1351.9935, -741.8039, -450.6571,  127, 64, 0,  2,  Fractured_Shard_(Hunter)
P 1174.2574, -867.1035, -450.6330,  127, 64, 0,  2,  Fractured_Shard_(Hunter)
P 1366.5708, -967.1039, -454.9872,  127, 64, 0,  2,  Fractured_Shard_(Hunter)
P -349.5767, 485.8235, -272.9086,  127, 64, 0,  2,  Queen_Velazul`s_Aide_(Hunter)
P -344.6823, 417.7004, -263.2717,  127, 64, 0,  2,  Selrach`s_Regent_(Hunter)
P 379.7335, -249.4375, -11.0822,  127, 64, 0,  2,  Observer_Aq`touz_(Hunter)
P 1144.6193, -170.0244, -64.1672,  127, 64, 0,  2,  Observer_Aq'touz_(Hunter,Roam)
P 1762.5361, -28.4225, -415.5629,  127, 64, 0,  2,  Overseer_Dal'guur_(Hunter)
P 170.8761, 631.9415, -242.9716,  127, 64, 0,  2,  Royal_Guard_Kakator_(Hunter,On_Behest_of_the_Emperor)
P 787.4302, -0.4111, -433.1618,  127, 64, 0,  2,  Kennel_Master_Al'ele_(Hunter,Roam)
P 700.4749, 15.7090, -434.0164,  127, 64, 0,  2,  Kenel_Master_Al'ele_(Hunter)
P 671.4128, 1046.0669, -335.0634,  240, 240, 0,  1,  .
P 1373.1847, -998.3430, -456.5905,  240, 240, 0,  1,  .
P 927.5093, 248.6448, -395.8346,  240, 240, 240,  1,  .
P 1211.8928, 286.1614, -471.0367,  240, 240, 240,  1,  .
P 1172.7488, 74.3908, -472.6994,  240, 240, 240,  1,  .
P 1046.8583, 246.9732, -394.5835,  240, 240, 240,  1,  .
P 1605.6725, 639.1959, -275.1025,  127, 64, 0,  2,  Battle_Master_Ska'tu_(Hunter)
P 186.0589, 570.1754, -243.9479,  0, 127, 127,  2,  Gwizilwerkz_(Quests)
P 980.0684, 161.2850, -424.5044,  240, 240, 240,  2,  Night_Garden_Water_Supply
P 960.7012, -110.3485, -285.2099,  240, 240, 240,  2,  The_Undergrotto
P 998.4523, 118.7708, -237.2397,  240, 240, 240,  2,  Crossroads
P 1589.7395, -449.0106, -415.2947,  127, 64, 0,  2,  Crackjaw_(Named)
P 1109.8617, -193.2159, -410.4439,  127, 64, 0,  2,  Dry_Rot_(Hunter,Roam)
P 926.5055, -57.5783, -427.7078,  127, 64, 0,  2,  Dry_Rot_(Hunter)
P 1039.5490, -317.3929, -414.1748,  127, 64, 0,  2,  Dry_Rot_(Hunter)
