P 1100, 1400, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P 1100, 1600, 0, 0, 0, 0, 2, http://www.eqmaps.info
P 1100, 1800, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
L 1484, 617, -88, 1502, 611, -88, 0, 0, 0
L 1476, 620, -88, 1484, 617, -88, 0, 0, 0
L 1452, 620, -88, 1476, 620, -88, 0, 0, 0
L 1440, 617, -87, 1452, 620, -88, 0, 0, 0
L 1435, 614, -83, 1440, 617, -87, 0, 0, 0
L 1427, 609, -84, 1435, 614, -83, 0, 0, 0
L 1420, 605, -88, 1427, 609, -84, 0, 0, 0
L 1416, 598, -88, 1420, 605, -88, 0, 0, 0
L 1412, 582, -88, 1416, 598, -88, 0, 0, 0
L 1409, 577, -88, 1412, 582, -88, 0, 0, 0
L 1403, 574, -87, 1409, 577, -88, 0, 0, 0
L 1397, 573, -86, 1403, 574, -87, 0, 0, 0
L 1387, 573, -87, 1397, 573, -86, 0, 0, 0
L 1384, 573, -88, 1387, 573, -87, 0, 0, 0
L 1367, 576, -91, 1384, 573, -88, 0, 0, 0
L 1361, 581, -93, 1367, 576, -91, 0, 0, 0
L 1353, 588, -91, 1361, 581, -93, 0, 0, 0
L 1350, 594, -93, 1353, 588, -91, 0, 0, 0
L 1349, 603, -94, 1350, 594, -93, 0, 0, 0
L 1350, 614, -92, 1349, 603, -94, 0, 0, 0
L 1351, 623, -88, 1350, 614, -92, 0, 0, 0
L 1352, 624, -87, 1351, 623, -88, 0, 0, 0
L 1351, 628, -91, 1352, 624, -87, 0, 0, 0
L 1349, 630, -94, 1351, 628, -91, 0, 0, 0
L 1347, 631, -94, 1349, 630, -94, 0, 0, 0
L 1333, 631, -96, 1347, 631, -94, 0, 0, 0
L 1323, 629, -95, 1333, 631, -96, 0, 0, 0
L 1319, 627, -94, 1323, 629, -95, 0, 0, 0
L 1319, 626, -94, 1319, 627, -94, 0, 0, 0
L 1315, 620, -94, 1319, 626, -94, 0, 0, 0
L 1315, 592, -95, 1315, 620, -94, 0, 0, 0
L 1315, 584, -95, 1315, 592, -95, 0, 0, 0
L 1316, 576, -94, 1315, 584, -95, 0, 0, 0
L 1316, 570, -95, 1316, 576, -94, 0, 0, 0
L 1318, 557, -95, 1316, 570, -95, 0, 0, 0
L 1319, 545, -95, 1318, 557, -95, 0, 0, 0
L 1319, 537, -95, 1319, 545, -95, 0, 0, 0
L 1320, 515, -95, 1319, 537, -95, 0, 0, 0
L 1320, 475, -94, 1320, 515, -95, 0, 0, 0
L 1317, 462, -95, 1320, 475, -94, 0, 0, 0
L 1315, 457, -94, 1317, 462, -95, 0, 0, 0
L 1314, 453, -93, 1315, 457, -94, 0, 0, 0
L 1312, 450, -94, 1314, 453, -93, 0, 0, 0
L 1309, 448, -94, 1312, 450, -94, 0, 0, 0
L 1306, 446, -93, 1309, 448, -94, 0, 0, 0
L 1303, 445, -93, 1306, 446, -93, 0, 0, 0
L 1291, 443, -94, 1303, 445, -93, 0, 0, 0
L 1281, 442, -93, 1291, 443, -94, 0, 0, 0
L 1271, 441, -95, 1281, 442, -93, 0, 0, 0
L 1251, 439, -92, 1271, 441, -95, 0, 0, 0
L 1247, 439, -91, 1251, 439, -92, 0, 0, 0
L 1224, 437, -83, 1247, 439, -91, 0, 0, 0
L 1215, 437, -83, 1224, 437, -83, 0, 0, 0
L 1205, 436, -82, 1215, 437, -83, 0, 0, 0
L 1199, 437, -81, 1205, 436, -82, 0, 0, 0
L 1188, 439, -83, 1199, 437, -81, 0, 0, 0
L 1176, 442, -82, 1188, 439, -83, 0, 0, 0
L 1175, 443, -82, 1176, 442, -82, 0, 0, 0
L 1168, 449, -82, 1175, 443, -82, 0, 0, 0
L 1162, 461, -83, 1168, 449, -82, 0, 0, 0
L 1161, 462, -83, 1162, 461, -83, 0, 0, 0
L 1160, 472, -81, 1161, 462, -83, 0, 0, 0
L 1162, 489, -83, 1160, 472, -81, 0, 0, 0
L 1164, 494, -82, 1162, 489, -83, 0, 0, 0
L 1164, 534, -82, 1164, 494, -82, 0, 0, 0
L 1165, 603, -82, 1164, 534, -82, 0, 0, 0
L 1164, 630, -82, 1165, 603, -82, 0, 0, 0
L 1164, 682, -95, 1164, 630, -82, 0, 0, 0
L 1163, 688, -97, 1164, 682, -95, 0, 0, 0
L 1161, 700, -102, 1163, 688, -97, 0, 0, 0
L 1158, 717, -108, 1161, 700, -102, 0, 0, 0
L 1158, 748, -107, 1158, 717, -108, 0, 0, 0
L 1163, 758, -107, 1158, 748, -107, 0, 0, 0
L 1171, 766, -104, 1163, 758, -107, 0, 0, 0
L 1172, 767, -104, 1171, 766, -104, 0, 0, 0
L 1178, 771, -105, 1172, 767, -104, 0, 0, 0
L 1185, 774, -107, 1178, 771, -105, 0, 0, 0
L 1275, 775, -107, 1185, 774, -107, 0, 0, 0
L 1307, 776, -107, 1275, 775, -107, 0, 0, 0
L 1326, 774, -107, 1307, 776, -107, 0, 0, 0
L 1336, 775, -108, 1326, 774, -107, 0, 0, 0
L 1349, 778, -108, 1336, 775, -108, 0, 0, 0
L 1357, 785, -108, 1349, 778, -108, 0, 0, 0
L 1361, 791, -109, 1357, 785, -108, 0, 0, 0
L 1364, 796, -108, 1361, 791, -109, 0, 0, 0
L 1365, 808, -108, 1364, 796, -108, 0, 0, 0
L 1363, 820, -108, 1365, 808, -108, 0, 0, 0
L 1363, 825, -107, 1363, 820, -108, 0, 0, 0
L 1362, 829, -107, 1363, 825, -107, 0, 0, 0
L 1362, 836, -107, 1362, 829, -107, 0, 0, 0
L 1361, 844, -108, 1362, 836, -107, 0, 0, 0
L 1360, 851, -108, 1361, 844, -108, 0, 0, 0
L 1360, 858, -108, 1360, 851, -108, 0, 0, 0
L 1359, 867, -112, 1360, 858, -108, 0, 0, 0
L 1360, 878, -115, 1359, 867, -112, 0, 0, 0
L 1362, 892, -120, 1360, 878, -115, 0, 0, 0
L 1367, 899, -119, 1362, 892, -120, 0, 0, 0
L 1369, 901, -119, 1367, 899, -119, 0, 0, 0
L 1377, 907, -120, 1369, 901, -119, 0, 0, 0
L 1389, 910, -119, 1377, 907, -120, 0, 0, 0
L 1398, 911, -120, 1389, 910, -119, 0, 0, 0
L 1407, 912, -120, 1398, 911, -120, 0, 0, 0
L 1451, 912, -120, 1407, 912, -120, 0, 0, 0
L 1466, 909, -120, 1451, 912, -120, 0, 0, 0
L 1468, 902, -115, 1466, 909, -120, 0, 0, 0
L 1469, 896, -115, 1468, 902, -115, 0, 0, 0
L 1470, 891, -115, 1469, 896, -115, 0, 0, 0
L 1474, 885, -115, 1470, 891, -115, 0, 0, 0
L 1479, 877, -113, 1474, 885, -115, 0, 0, 0
L 1483, 870, -113, 1479, 877, -113, 0, 0, 0
L 1484, 861, -112, 1483, 870, -113, 0, 0, 0
L 1482, 851, -112, 1484, 861, -112, 0, 0, 0
L 1470, 845, -113, 1482, 851, -112, 0, 0, 0
L 1464, 840, -114, 1470, 845, -113, 0, 0, 0
L 1461, 820, -113, 1464, 840, -114, 0, 0, 0
L 1459, 812, -113, 1461, 820, -113, 0, 0, 0
L 1458, 802, -113, 1459, 812, -113, 0, 0, 0
L 1459, 787, -113, 1458, 802, -113, 0, 0, 0
L 1461, 767, -113, 1459, 787, -113, 0, 0, 0
L 1462, 742, -113, 1461, 767, -113, 0, 0, 0
L 1460, 720, -113, 1462, 742, -113, 0, 0, 0
L 1460, 712, -113, 1460, 720, -113, 0, 0, 0
L 1462, 712, -113, 1460, 712, -113, 0, 0, 0
L 1479, 711, -113, 1462, 712, -113, 0, 0, 0
L 1498, 709, -113, 1479, 711, -113, 0, 0, 0
L 1517, 711, -113, 1498, 709, -113, 0, 0, 0
L 1519, 715, -112, 1517, 711, -113, 0, 0, 0
L 1520, 718, -111, 1519, 715, -112, 0, 0, 0
L 1520, 720, -111, 1520, 718, -111, 0, 0, 0
L 1521, 726, -113, 1520, 720, -111, 0, 0, 0
L 1521, 733, -113, 1521, 726, -113, 0, 0, 0
L 1520, 747, -113, 1521, 733, -113, 0, 0, 0
L 1519, 763, -112, 1520, 747, -113, 0, 0, 0
L 1520, 773, -113, 1519, 763, -112, 0, 0, 0
L 1522, 790, -113, 1520, 773, -113, 0, 0, 0
L 1528, 819, -113, 1522, 790, -113, 0, 0, 0
L 1527, 826, -113, 1528, 819, -113, 0, 0, 0
L 1522, 827, -113, 1527, 826, -113, 0, 0, 0
L 1500, 829, -113, 1522, 827, -113, 0, 0, 0
L 1499, 854, -112, 1500, 829, -113, 0, 0, 0
L 1500, 866, -113, 1499, 854, -112, 0, 0, 0
L 1501, 885, -117, 1500, 866, -113, 0, 0, 0
L 1501, 886, -117, 1501, 885, -117, 0, 0, 0
L 1507, 896, -118, 1501, 886, -117, 0, 0, 0
L 1508, 897, -118, 1507, 896, -118, 0, 0, 0
L 1515, 904, -118, 1508, 897, -118, 0, 0, 0
L 1516, 905, -118, 1515, 904, -118, 0, 0, 0
L 1521, 909, -120, 1516, 905, -118, 0, 0, 0
L 1673, 909, -119, 1521, 909, -120, 0, 0, 0
L 1685, 909, -118, 1673, 909, -119, 0, 0, 0
L 1708, 912, -120, 1685, 909, -118, 0, 0, 0
L 1719, 914, -120, 1708, 912, -120, 0, 0, 0
L 1729, 915, -120, 1719, 914, -120, 0, 0, 0
L 1752, 914, -121, 1729, 915, -120, 0, 0, 0
L 1753, 914, -121, 1752, 914, -121, 0, 0, 0
L 1758, 910, -121, 1753, 914, -121, 0, 0, 0
L 1760, 906, -121, 1758, 910, -121, 0, 0, 0
L 1764, 895, -121, 1760, 906, -121, 0, 0, 0
L 1765, 867, -121, 1764, 895, -121, 0, 0, 0
L 1764, 849, -121, 1765, 867, -121, 0, 0, 0
L 1762, 840, -121, 1764, 849, -121, 0, 0, 0
L 1762, 830, -121, 1762, 840, -121, 0, 0, 0
L 1765, 816, -121, 1762, 830, -121, 0, 0, 0
L 1769, 810, -121, 1765, 816, -121, 0, 0, 0
L 1772, 808, -121, 1769, 810, -121, 0, 0, 0
L 1790, 801, -121, 1772, 808, -121, 0, 0, 0
L 1798, 801, -121, 1790, 801, -121, 0, 0, 0
L 1802, 802, -121, 1798, 801, -121, 0, 0, 0
L 1812, 804, -121, 1802, 802, -121, 0, 0, 0
L 1823, 807, -121, 1812, 804, -121, 0, 0, 0
L 1831, 806, -121, 1823, 807, -121, 0, 0, 0
L 1840, 802, -121, 1831, 806, -121, 0, 0, 0
L 1841, 802, -121, 1840, 802, -121, 0, 0, 0
L 1847, 796, -121, 1841, 802, -121, 0, 0, 0
L 1864, 790, -121, 1847, 796, -121, 0, 0, 0
L 1866, 786, -121, 1864, 790, -121, 0, 0, 0
L 1866, 769, -121, 1866, 786, -121, 0, 0, 0
L 1864, 757, -121, 1866, 769, -121, 0, 0, 0
L 1864, 750, -121, 1864, 757, -121, 0, 0, 0
L 1872, 717, -121, 1864, 750, -121, 0, 0, 0
L 1873, 712, -121, 1872, 717, -121, 0, 0, 0
L 1873, 709, -121, 1873, 712, -121, 0, 0, 0
L 1862, 705, -121, 1873, 709, -121, 0, 0, 0
L 1872, 702, -121, 1862, 705, -121, 0, 0, 0
L 1905, 694, -121, 1872, 702, -121, 0, 0, 0
L 1909, 695, -121, 1905, 694, -121, 0, 0, 0
L 1913, 696, -121, 1909, 695, -121, 0, 0, 0
L 1930, 704, -121, 1913, 696, -121, 0, 0, 0
L 1941, 708, -121, 1930, 704, -121, 0, 0, 0
L 1944, 697, -121, 1941, 708, -121, 0, 0, 0
L 1954, 702, -120, 1944, 697, -121, 0, 0, 0
L 1960, 699, -121, 1954, 702, -120, 0, 0, 0
L 1969, 694, -122, 1960, 699, -121, 0, 0, 0
L 1978, 690, -122, 1969, 694, -122, 0, 0, 0
L 1983, 688, -122, 1978, 690, -122, 0, 0, 0
L 1995, 690, -122, 1983, 688, -122, 0, 0, 0
L 1996, 690, -122, 1995, 690, -122, 0, 0, 0
L 2001, 695, -121, 1996, 690, -122, 0, 0, 0
L 2009, 699, -121, 2001, 695, -121, 0, 0, 0
L 2016, 699, -121, 2009, 699, -121, 0, 0, 0
L 2024, 701, -121, 2016, 699, -121, 0, 0, 0
L 2033, 699, -121, 2024, 701, -121, 0, 0, 0
L 2042, 693, -121, 2033, 699, -121, 0, 0, 0
L 2057, 693, -121, 2042, 693, -121, 0, 0, 0
L 2060, 694, -121, 2057, 693, -121, 0, 0, 0
L 2071, 695, -121, 2060, 694, -121, 0, 0, 0
L 2084, 699, -121, 2071, 695, -121, 0, 0, 0
L 2098, 699, -121, 2084, 699, -121, 0, 0, 0
L 2102, 714, -121, 2098, 699, -121, 0, 0, 0
L 2104, 729, -121, 2102, 714, -121, 0, 0, 0
L 2104, 744, -121, 2104, 729, -121, 0, 0, 0
L 2100, 770, -121, 2104, 744, -121, 0, 0, 0
L 2101, 774, -121, 2100, 770, -121, 0, 0, 0
L 2105, 784, -121, 2101, 774, -121, 0, 0, 0
L 2109, 783, -121, 2105, 784, -121, 0, 0, 0
L 2114, 785, -121, 2109, 783, -121, 0, 0, 0
L 2118, 790, -121, 2114, 785, -121, 0, 0, 0
L 2122, 802, -121, 2118, 790, -121, 0, 0, 0
L 2136, 802, -121, 2122, 802, -121, 0, 0, 0
L 2146, 799, -121, 2136, 802, -121, 0, 0, 0
L 2154, 796, -121, 2146, 799, -121, 0, 0, 0
L 2167, 796, -121, 2154, 796, -121, 0, 0, 0
L 2172, 797, -121, 2167, 796, -121, 0, 0, 0
L 2177, 798, -121, 2172, 797, -121, 0, 0, 0
L 2180, 799, -121, 2177, 798, -121, 0, 0, 0
L 2197, 808, -121, 2180, 799, -121, 0, 0, 0
L 2199, 807, -121, 2197, 808, -121, 0, 0, 0
L 2200, 799, -121, 2199, 807, -121, 0, 0, 0
L 2201, 800, -121, 2200, 799, -121, 0, 0, 0
L 2204, 804, -121, 2201, 800, -121, 0, 0, 0
L 2205, 805, -121, 2204, 804, -121, 0, 0, 0
L 2211, 853, -121, 2205, 805, -121, 0, 0, 0
L 2210, 858, -121, 2211, 853, -121, 0, 0, 0
L 2208, 864, -121, 2210, 858, -121, 0, 0, 0
L 2207, 871, -121, 2208, 864, -121, 0, 0, 0
L 2208, 884, -121, 2207, 871, -121, 0, 0, 0
L 2208, 898, -121, 2208, 884, -121, 0, 0, 0
L 2212, 910, -122, 2208, 898, -121, 0, 0, 0
L 2215, 917, -123, 2212, 910, -122, 0, 0, 0
L 2219, 932, -121, 2215, 917, -123, 0, 0, 0
L 2223, 929, -121, 2223, 930, -121, 0, 0, 0
L 2225, 925, -122, 2225, 927, -122, 0, 0, 0
L 2225, 916, -122, 2225, 925, -122, 0, 0, 0
L 2225, 920, -122, 2225, 916, -122, 0, 0, 0
L 2223, 929, -121, 2225, 920, -122, 0, 0, 0
L 2223, 930, -121, 2225, 927, -122, 0, 0, 0
L 2208, 942, -121, 2219, 932, -121, 0, 0, 0
L 2207, 958, -121, 2208, 942, -121, 0, 0, 0
L 2209, 973, -121, 2207, 958, -121, 0, 0, 0
L 2211, 985, -121, 2209, 973, -121, 0, 0, 0
L 2212, 990, -121, 2211, 985, -121, 0, 0, 0
L 2210, 996, -121, 2212, 990, -121, 0, 0, 0
L 2205, 1009, -121, 2210, 996, -121, 0, 0, 0
L 2205, 1020, -121, 2205, 1009, -121, 0, 0, 0
L 2209, 1032, -121, 2205, 1020, -121, 0, 0, 0
L 2210, 1038, -121, 2209, 1032, -121, 0, 0, 0
L 2191, 1043, -121, 2210, 1038, -121, 0, 0, 0
L 2187, 1045, -121, 2191, 1043, -121, 0, 0, 0
L 2182, 1047, -121, 2187, 1045, -121, 0, 0, 0
L 2164, 1047, -121, 2182, 1047, -121, 0, 0, 0
L 2142, 1043, -121, 2164, 1047, -121, 0, 0, 0
L 2135, 1043, -121, 2142, 1043, -121, 0, 0, 0
L 2129, 1045, -121, 2135, 1043, -121, 0, 0, 0
L 2123, 1047, -121, 2129, 1045, -121, 0, 0, 0
L 2107, 1058, -121, 2123, 1047, -121, 0, 0, 0
L 2105, 1061, -121, 2107, 1058, -121, 0, 0, 0
L 2104, 1072, -121, 2105, 1061, -121, 0, 0, 0
L 2107, 1089, -121, 2104, 1072, -121, 0, 0, 0
L 2111, 1116, -121, 2107, 1089, -121, 0, 0, 0
L 2109, 1121, -121, 2111, 1116, -121, 0, 0, 0
L 2103, 1130, -121, 2109, 1121, -121, 0, 0, 0
L 2104, 1136, -121, 2103, 1130, -121, 0, 0, 0
L 2094, 1140, -121, 2104, 1136, -121, 0, 0, 0
L 2083, 1152, -121, 2094, 1140, -121, 0, 0, 0
L 2061, 1152, -121, 2083, 1152, -121, 0, 0, 0
L 2056, 1151, -121, 2061, 1152, -121, 0, 0, 0
L 2044, 1150, -121, 2056, 1151, -121, 0, 0, 0
L 2034, 1147, -121, 2044, 1150, -121, 0, 0, 0
L 2029, 1147, -121, 2034, 1147, -121, 0, 0, 0
L 2019, 1144, -121, 2029, 1147, -121, 0, 0, 0
L 2015, 1144, -121, 2019, 1144, -121, 0, 0, 0
L 2009, 1147, -121, 2015, 1144, -121, 0, 0, 0
L 2003, 1151, -121, 2009, 1147, -121, 0, 0, 0
L 1998, 1155, -122, 2003, 1151, -121, 0, 0, 0
L 1995, 1154, -123, 1998, 1155, -122, 0, 0, 0
L 1984, 1156, -122, 1995, 1154, -123, 0, 0, 0
L 1976, 1158, -122, 1984, 1156, -122, 0, 0, 0
L 1972, 1152, -122, 1976, 1158, -122, 0, 0, 0
L 1970, 1147, -122, 1972, 1152, -122, 0, 0, 0
L 1949, 1146, -121, 1970, 1147, -122, 0, 0, 0
L 1935, 1146, -121, 1949, 1146, -121, 0, 0, 0
L 1913, 1149, -121, 1935, 1146, -121, 0, 0, 0
L 1901, 1150, -121, 1913, 1149, -121, 0, 0, 0
L 1879, 1144, -121, 1901, 1150, -121, 0, 0, 0
L 1873, 1152, -121, 1879, 1144, -121, 0, 0, 0
L 1869, 1147, -121, 1873, 1152, -121, 0, 0, 0
L 1869, 1144, -121, 1869, 1147, -121, 0, 0, 0
L 1868, 1141, -121, 1869, 1144, -121, 0, 0, 0
L 1866, 1126, -121, 1868, 1141, -121, 0, 0, 0
L 1862, 1117, -121, 1866, 1126, -121, 0, 0, 0
L 1862, 1114, -121, 1862, 1117, -121, 0, 0, 0
L 1861, 1100, -121, 1862, 1114, -121, 0, 0, 0
L 1863, 1093, -121, 1861, 1100, -121, 0, 0, 0
L 1869, 1076, -121, 1863, 1093, -121, 0, 0, 0
L 1867, 1071, -121, 1869, 1076, -121, 0, 0, 0
L 1867, 1068, -121, 1867, 1071, -121, 0, 0, 0
L 1860, 1060, -121, 1867, 1068, -121, 0, 0, 0
L 1848, 1049, -121, 1860, 1060, -121, 0, 0, 0
L 1847, 1048, -121, 1848, 1049, -121, 0, 0, 0
L 1843, 1044, -121, 1847, 1048, -121, 0, 0, 0
L 1839, 1041, -121, 1843, 1044, -121, 0, 0, 0
L 1831, 1040, -121, 1839, 1041, -121, 0, 0, 0
L 1831, 1048, -121, 1831, 1040, -121, 0, 0, 0
L 1808, 1048, -121, 1831, 1048, -121, 0, 0, 0
L 1774, 1040, -121, 1808, 1048, -121, 0, 0, 0
L 1769, 1045, -121, 1774, 1040, -121, 0, 0, 0
L 1766, 1038, -121, 1769, 1045, -121, 0, 0, 0
L 1765, 1029, -120, 1766, 1038, -121, 0, 0, 0
L 1765, 1021, -121, 1765, 1029, -120, 0, 0, 0
L 1765, 1013, -121, 1765, 1021, -121, 0, 0, 0
L 1766, 1004, -121, 1765, 1013, -121, 0, 0, 0
L 1763, 995, -121, 1766, 1004, -121, 0, 0, 0
L 1763, 974, -121, 1763, 995, -121, 0, 0, 0
L 1762, 950, -121, 1763, 974, -121, 0, 0, 0
L 1761, 942, -121, 1762, 950, -121, 0, 0, 0
L 1756, 939, -121, 1761, 942, -121, 0, 0, 0
L 1756, 934, -121, 1756, 939, -121, 0, 0, 0
L 1752, 934, -120, 1756, 934, -121, 0, 0, 0
L 1745, 934, -120, 1752, 934, -120, 0, 0, 0
L 1700, 935, -120, 1745, 934, -120, 0, 0, 0
L 1680, 935, -119, 1700, 935, -120, 0, 0, 0
L 1670, 935, -120, 1680, 935, -119, 0, 0, 0
L 1646, 932, -121, 1670, 935, -120, 0, 0, 0
L 1641, 932, -120, 1646, 932, -121, 0, 0, 0
L 1636, 932, -120, 1641, 932, -120, 0, 0, 0
L 1623, 936, -120, 1636, 932, -120, 0, 0, 0
L 1620, 937, -120, 1623, 936, -120, 0, 0, 0
L 1618, 939, -119, 1620, 937, -120, 0, 0, 0
L 1617, 941, -119, 1618, 939, -119, 0, 0, 0
L 1615, 945, -116, 1617, 941, -119, 0, 0, 0
L 1611, 952, -117, 1615, 945, -116, 0, 0, 0
L 1611, 954, -117, 1611, 952, -117, 0, 0, 0
L 1603, 963, -116, 1611, 954, -117, 0, 0, 0
L 1600, 973, -113, 1603, 963, -116, 0, 0, 0
L 1595, 984, -113, 1600, 973, -113, 0, 0, 0
L 1595, 992, -112, 1595, 984, -113, 0, 0, 0
L 1596, 999, -112, 1595, 992, -112, 0, 0, 0
L 1602, 999, -113, 1596, 999, -112, 0, 0, 0
L 1608, 1004, -113, 1602, 999, -113, 0, 0, 0
L 1614, 1006, -113, 1608, 1004, -113, 0, 0, 0
L 1624, 1007, -113, 1614, 1006, -113, 0, 0, 0
L 1631, 1007, -113, 1624, 1007, -113, 0, 0, 0
L 1642, 1004, -113, 1631, 1007, -113, 0, 0, 0
L 1657, 1004, -113, 1642, 1004, -113, 0, 0, 0
L 1683, 1006, -113, 1657, 1004, -113, 0, 0, 0
L 1687, 1001, -113, 1683, 1006, -113, 0, 0, 0
L 1690, 1011, -114, 1687, 1001, -113, 0, 0, 0
L 1692, 1027, -114, 1690, 1011, -114, 0, 0, 0
L 1693, 1032, -114, 1692, 1027, -114, 0, 0, 0
L 1692, 1037, -114, 1693, 1032, -114, 0, 0, 0
L 1691, 1044, -114, 1692, 1037, -114, 0, 0, 0
L 1692, 1050, -114, 1691, 1044, -114, 0, 0, 0
L 1691, 1055, -114, 1692, 1050, -114, 0, 0, 0
L 1691, 1062, -114, 1691, 1055, -114, 0, 0, 0
L 1692, 1068, -114, 1691, 1062, -114, 0, 0, 0
L 1692, 1076, -114, 1692, 1068, -114, 0, 0, 0
L 1691, 1084, -114, 1692, 1076, -114, 0, 0, 0
L 1686, 1103, -114, 1691, 1084, -114, 0, 0, 0
L 1686, 1104, -114, 1686, 1103, -114, 0, 0, 0
L 1687, 1118, -114, 1686, 1104, -114, 0, 0, 0
L 1686, 1125, -114, 1687, 1118, -114, 0, 0, 0
L 1686, 1128, -114, 1686, 1125, -114, 0, 0, 0
L 1691, 1133, -113, 1686, 1128, -114, 0, 0, 0
L 1694, 1136, -113, 1691, 1133, -113, 0, 0, 0
L 1691, 1138, -113, 1694, 1136, -113, 0, 0, 0
L 1643, 1135, -113, 1691, 1138, -113, 0, 0, 0
L 1624, 1135, -113, 1643, 1135, -113, 0, 0, 0
L 1614, 1136, -113, 1624, 1135, -113, 0, 0, 0
L 1611, 1136, -113, 1614, 1136, -113, 0, 0, 0
L 1598, 1133, -114, 1611, 1136, -113, 0, 0, 0
L 1558, 1140, -113, 1598, 1133, -114, 0, 0, 0
L 1557, 1140, -113, 1558, 1140, -113, 0, 0, 0
L 1556, 1041, -113, 1557, 1140, -113, 0, 0, 0
L 1554, 1036, -113, 1556, 1041, -113, 0, 0, 0
L 1554, 1016, -113, 1554, 1036, -113, 0, 0, 0
L 1583, 1004, -113, 1554, 1016, -113, 0, 0, 0
L 1583, 997, -111, 1583, 1004, -113, 0, 0, 0
L 1582, 992, -112, 1583, 997, -111, 0, 0, 0
L 1581, 984, -112, 1582, 992, -112, 0, 0, 0
L 1580, 976, -114, 1581, 984, -112, 0, 0, 0
L 1579, 959, -118, 1580, 976, -114, 0, 0, 0
L 1578, 957, -119, 1579, 959, -118, 0, 0, 0
L 1574, 950, -119, 1578, 957, -119, 0, 0, 0
L 1568, 943, -119, 1574, 950, -119, 0, 0, 0
L 1557, 941, -119, 1568, 943, -119, 0, 0, 0
L 1550, 939, -119, 1557, 941, -119, 0, 0, 0
L 1389, 942, -119, 1550, 939, -119, 0, 0, 0
L 1382, 943, -118, 1389, 942, -119, 0, 0, 0
L 1373, 945, -116, 1382, 943, -118, 0, 0, 0
L 1362, 945, -115, 1373, 945, -116, 0, 0, 0
