P -400.0000, 800.0000, 0.0000,  0, 0, 0,  2,  The_Shifting_Tower_(TAKB)
P -400.0000, 1000.0000, 0.0000,  0, 0, 0,  2,  Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P -400.0000, 1200.0000, 0.0000,  0, 0, 0,  2,  http://www.eqmaps.info
P -400.0000, 1400.0000, 0.0000,  0, 0, 0,  2,  Return_of_the_Exiled_(www.roteguild.org)
L -452.0000, 459.0000, -8.0000,  -462.0000, 459.0000, -4.0000,  0, 0, 0
L -462.0000, 459.0000, -4.0000,  -468.0000, 459.0000, -4.0000,  0, 0, 0
L -468.0000, 459.0000, -4.0000,  -470.0000, 458.0000, -4.0000,  0, 0, 0
L -470.0000, 458.0000, -4.0000,  -489.0000, 445.0000, -7.0000,  0, 0, 0
L -489.0000, 445.0000, -7.0000,  -489.0000, 443.0000, -7.0000,  0, 0, 0
L -489.0000, 443.0000, -7.0000,  -490.0000, 412.0000, -4.0000,  0, 0, 0
L -490.0000, 412.0000, -4.0000,  -492.0000, 412.0000, -4.0000,  0, 0, 0
L -492.0000, 412.0000, -4.0000,  -493.0000, 411.0000, -6.0000,  0, 0, 0
L -493.0000, 411.0000, -6.0000,  -503.0000, 411.0000, -9.0000,  0, 0, 0
L -503.0000, 411.0000, -9.0000,  -509.0000, 411.0000, -8.0000,  0, 0, 0
L -509.0000, 411.0000, -8.0000,  -509.0000, 381.0000, -8.0000,  0, 0, 0
L -509.0000, 381.0000, -8.0000,  -508.0000, 380.0000, -8.0000,  0, 0, 0
L -508.0000, 380.0000, -8.0000,  -508.0000, 379.0000, -8.0000,  0, 0, 0
L -508.0000, 379.0000, -8.0000,  -507.0000, 375.0000, -9.0000,  0, 0, 0
L -507.0000, 375.0000, -9.0000,  -506.0000, 373.0000, -9.0000,  0, 0, 0
L -506.0000, 373.0000, -9.0000,  -506.0000, 371.0000, -9.0000,  0, 0, 0
L -506.0000, 371.0000, -9.0000,  -507.0000, 363.0000, -4.0000,  0, 0, 0
L -507.0000, 363.0000, -4.0000,  -507.0000, 362.0000, -4.0000,  0, 0, 0
L -507.0000, 362.0000, -4.0000,  -508.0000, 354.0000, -4.0000,  0, 0, 0
L -508.0000, 354.0000, -4.0000,  -509.0000, 352.0000, -4.0000,  0, 0, 0
L -509.0000, 352.0000, -4.0000,  -509.0000, 351.0000, -5.0000,  0, 0, 0
L -509.0000, 351.0000, -5.0000,  -509.0000, 346.0000, -7.0000,  0, 0, 0
L -509.0000, 346.0000, -7.0000,  -507.0000, 346.0000, -6.0000,  0, 0, 0
L -507.0000, 346.0000, -6.0000,  -499.0000, 346.0000, -4.0000,  0, 0, 0
L -499.0000, 346.0000, -4.0000,  -498.0000, 347.0000, -4.0000,  0, 0, 0
L -498.0000, 347.0000, -4.0000,  -496.0000, 347.0000, -4.0000,  0, 0, 0
L -496.0000, 347.0000, -4.0000,  -485.0000, 348.0000, -4.0000,  0, 0, 0
L -485.0000, 348.0000, -4.0000,  -479.0000, 348.0000, -4.0000,  0, 0, 0
L -479.0000, 348.0000, -4.0000,  -475.0000, 346.0000, -4.0000,  0, 0, 0
L -475.0000, 346.0000, -4.0000,  -473.0000, 346.0000, -4.0000,  0, 0, 0
L -473.0000, 346.0000, -4.0000,  -453.0000, 346.0000, -8.0000,  0, 0, 0
L -453.0000, 346.0000, -8.0000,  -444.0000, 346.0000, -8.0000,  0, 0, 0
L -427.0000, 346.0000, -8.0000,  -384.0000, 346.0000, -7.0000,  0, 0, 0
L -384.0000, 346.0000, -7.0000,  -384.0000, 361.0000, -4.0000,  0, 0, 0
L -384.0000, 361.0000, -4.0000,  -388.0000, 370.0000, -4.0000,  0, 0, 0
L -388.0000, 370.0000, -4.0000,  -388.0000, 385.0000, -4.0000,  0, 0, 0
L -388.0000, 385.0000, -4.0000,  -384.0000, 394.0000, -4.0000,  0, 0, 0
L -384.0000, 394.0000, -4.0000,  -384.0000, 404.0000, -4.0000,  0, 0, 0
L -384.0000, 404.0000, -4.0000,  -385.0000, 406.0000, -4.0000,  0, 0, 0
L -385.0000, 406.0000, -4.0000,  -385.0000, 426.0000, -4.0000,  0, 0, 0
L -385.0000, 426.0000, -4.0000,  -384.0000, 432.0000, -4.0000,  0, 0, 0
L -384.0000, 432.0000, -4.0000,  -384.0000, 441.0000, -8.0000,  0, 0, 0
L -384.0000, 441.0000, -8.0000,  -386.0000, 442.0000, -8.0000,  0, 0, 0
L -386.0000, 442.0000, -8.0000,  -392.0000, 449.0000, -4.0000,  0, 0, 0
L -392.0000, 449.0000, -4.0000,  -403.0000, 459.0000, -4.0000,  0, 0, 0
L -403.0000, 459.0000, -4.0000,  -428.0000, 459.0000, -4.0000,  0, 0, 0
L -428.0000, 459.0000, -4.0000,  -430.0000, 458.0000, -4.0000,  0, 0, 0
L -430.0000, 458.0000, -4.0000,  -432.0000, 458.0000, -4.0000,  0, 0, 0
L -432.0000, 458.0000, -4.0000,  -435.0000, 461.0000, -4.0000,  0, 0, 0
L -435.0000, 461.0000, -4.0000,  -435.0000, 471.0000, -4.0000,  0, 0, 0
L -435.0000, 471.0000, -4.0000,  -434.0000, 474.0000, -4.0000,  0, 0, 0
L -434.0000, 474.0000, -4.0000,  -433.0000, 475.0000, -4.0000,  0, 0, 0
L -433.0000, 475.0000, -4.0000,  -430.0000, 475.0000, -4.0000,  0, 0, 0
L -430.0000, 475.0000, -4.0000,  -428.0000, 474.0000, -4.0000,  0, 0, 0
L -428.0000, 474.0000, -4.0000,  -423.0000, 470.0000, -4.0000,  0, 0, 0
L -423.0000, 470.0000, -4.0000,  -417.0000, 470.0000, -4.0000,  0, 0, 0
L -417.0000, 470.0000, -4.0000,  -413.0000, 470.0000, -5.0000,  0, 0, 0
L -413.0000, 470.0000, -5.0000,  -408.0000, 470.0000, -7.0000,  0, 0, 0
L -408.0000, 470.0000, -7.0000,  -408.0000, 472.0000, -8.0000,  0, 0, 0
L -408.0000, 472.0000, -8.0000,  -407.0000, 524.0000, -4.0000,  0, 0, 0
L -407.0000, 524.0000, -4.0000,  -405.0000, 526.0000, -4.0000,  0, 0, 0
L -405.0000, 526.0000, -4.0000,  -402.0000, 526.0000, -4.0000,  0, 0, 0
L -402.0000, 526.0000, -4.0000,  -399.0000, 526.0000, -5.0000,  0, 0, 0
L -399.0000, 526.0000, -5.0000,  -397.0000, 526.0000, -6.0000,  0, 0, 0
L -397.0000, 526.0000, -6.0000,  -384.0000, 526.0000, -11.0000,  0, 0, 0
L -384.0000, 526.0000, -11.0000,  -382.0000, 526.0000, -10.0000,  0, 0, 0
L -382.0000, 526.0000, -10.0000,  -378.0000, 527.0000, -8.0000,  0, 0, 0
L -378.0000, 527.0000, -8.0000,  -376.0000, 528.0000, -7.0000,  0, 0, 0
L -376.0000, 528.0000, -7.0000,  -372.0000, 531.0000, -7.0000,  0, 0, 0
L -372.0000, 531.0000, -7.0000,  -370.0000, 535.0000, -10.0000,  0, 0, 0
L -370.0000, 535.0000, -10.0000,  -372.0000, 536.0000, -9.0000,  0, 0, 0
L -372.0000, 536.0000, -9.0000,  -372.0000, 537.0000, -10.0000,  0, 0, 0
L -372.0000, 537.0000, -10.0000,  -372.0000, 539.0000, -11.0000,  0, 0, 0
L -372.0000, 539.0000, -11.0000,  -372.0000, 549.0000, -9.0000,  0, 0, 0
L -372.0000, 549.0000, -9.0000,  -371.0000, 551.0000, -8.0000,  0, 0, 0
L -371.0000, 551.0000, -8.0000,  -372.0000, 553.0000, -7.0000,  0, 0, 0
L -372.0000, 553.0000, -7.0000,  -373.0000, 554.0000, -7.0000,  0, 0, 0
L -373.0000, 554.0000, -7.0000,  -374.0000, 555.0000, -8.0000,  0, 0, 0
L -374.0000, 555.0000, -8.0000,  -376.0000, 556.0000, -8.0000,  0, 0, 0
L -376.0000, 556.0000, -8.0000,  -378.0000, 558.0000, -7.0000,  0, 0, 0
L -378.0000, 558.0000, -7.0000,  -380.0000, 558.0000, -6.0000,  0, 0, 0
L -380.0000, 558.0000, -6.0000,  -383.0000, 559.0000, -7.0000,  0, 0, 0
L -383.0000, 559.0000, -7.0000,  -388.0000, 559.0000, -8.0000,  0, 0, 0
L -388.0000, 559.0000, -8.0000,  -389.0000, 559.0000, -7.0000,  0, 0, 0
L -432.0000, 346.0000, -8.0000,  -434.0000, 345.0000, -8.0000,  0, 0, 0
L -434.0000, 345.0000, -8.0000,  -435.0000, 341.0000, -8.0000,  0, 0, 0
L -435.0000, 341.0000, -8.0000,  -434.0000, 331.0000, -8.0000,  0, 0, 0
L -434.0000, 331.0000, -8.0000,  -433.0000, 329.0000, -8.0000,  0, 0, 0
L -433.0000, 329.0000, -8.0000,  -431.0000, 329.0000, -8.0000,  0, 0, 0
L -431.0000, 329.0000, -8.0000,  -430.0000, 331.0000, -8.0000,  0, 0, 0
L -430.0000, 331.0000, -8.0000,  -425.0000, 336.0000, -9.0000,  0, 0, 0
L -425.0000, 336.0000, -9.0000,  -423.0000, 336.0000, -10.0000,  0, 0, 0
L -423.0000, 336.0000, -10.0000,  -421.0000, 336.0000, -12.0000,  0, 0, 0
L -421.0000, 336.0000, -12.0000,  -421.0000, 334.0000, -11.0000,  0, 0, 0
L -421.0000, 334.0000, -11.0000,  -421.0000, 316.0000, -12.0000,  0, 0, 0
L -421.0000, 316.0000, -12.0000,  -421.0000, 306.0000, -10.0000,  0, 0, 0
L -421.0000, 306.0000, -10.0000,  -421.0000, 304.0000, -10.0000,  0, 0, 0
L -421.0000, 304.0000, -10.0000,  -420.0000, 301.0000, -9.0000,  0, 0, 0
L -420.0000, 301.0000, -9.0000,  -419.0000, 300.0000, -9.0000,  0, 0, 0
L -419.0000, 300.0000, -9.0000,  -417.0000, 300.0000, -11.0000,  0, 0, 0
L -417.0000, 300.0000, -11.0000,  -407.0000, 300.0000, -11.0000,  0, 0, 0
L -407.0000, 300.0000, -11.0000,  -406.0000, 299.0000, -10.0000,  0, 0, 0
L -406.0000, 299.0000, -10.0000,  -397.0000, 290.0000, -8.0000,  0, 0, 0
L -397.0000, 290.0000, -8.0000,  -399.0000, 289.0000, -8.0000,  0, 0, 0
L -399.0000, 289.0000, -8.0000,  -400.0000, 289.0000, -8.0000,  0, 0, 0
L -400.0000, 289.0000, -8.0000,  -404.0000, 290.0000, -8.0000,  0, 0, 0
L -404.0000, 290.0000, -8.0000,  -407.0000, 290.0000, -8.0000,  0, 0, 0
L -407.0000, 290.0000, -8.0000,  -410.0000, 288.0000, -8.0000,  0, 0, 0
L -410.0000, 288.0000, -8.0000,  -411.0000, 287.0000, -8.0000,  0, 0, 0
L -411.0000, 287.0000, -8.0000,  -411.0000, 278.0000, -8.0000,  0, 0, 0
L -411.0000, 278.0000, -8.0000,  -409.0000, 279.0000, -8.0000,  0, 0, 0
L -409.0000, 279.0000, -8.0000,  -397.0000, 279.0000, -8.0000,  0, 0, 0
L -397.0000, 279.0000, -8.0000,  -398.0000, 278.0000, -8.0000,  0, 0, 0
L -398.0000, 278.0000, -8.0000,  -407.0000, 269.0000, -12.0000,  0, 0, 0
L -407.0000, 269.0000, -12.0000,  -409.0000, 269.0000, -12.0000,  0, 0, 0
L -409.0000, 269.0000, -12.0000,  -408.0000, 270.0000, -12.0000,  0, 0, 0
L -408.0000, 270.0000, -12.0000,  -410.0000, 270.0000, -12.0000,  0, 0, 0
L -410.0000, 270.0000, -12.0000,  -407.0000, 270.0000, -12.0000,  0, 0, 0
L -407.0000, 270.0000, -12.0000,  -409.0000, 271.0000, -12.0000,  0, 0, 0
L -409.0000, 271.0000, -12.0000,  -419.0000, 272.0000, -8.0000,  0, 0, 0
L -419.0000, 272.0000, -8.0000,  -418.0000, 270.0000, -8.0000,  0, 0, 0
L -418.0000, 270.0000, -8.0000,  -421.0000, 267.0000, -8.0000,  0, 0, 0
L -421.0000, 267.0000, -8.0000,  -422.0000, 262.0000, -8.0000,  0, 0, 0
L -422.0000, 262.0000, -8.0000,  -421.0000, 255.0000, -8.0000,  0, 0, 0
L -421.0000, 255.0000, -8.0000,  -421.0000, 251.0000, -8.0000,  0, 0, 0
L -441.0000, 346.0000, -8.0000,  -439.0000, 344.0000, -8.0000,  0, 0, 0
L -439.0000, 344.0000, -8.0000,  -439.0000, 332.0000, -8.0000,  0, 0, 0
L -439.0000, 332.0000, -8.0000,  -441.0000, 331.0000, -8.0000,  0, 0, 0
L -441.0000, 331.0000, -8.0000,  -443.0000, 329.0000, -8.0000,  0, 0, 0
L -443.0000, 329.0000, -8.0000,  -445.0000, 328.0000, -8.0000,  0, 0, 0
L -445.0000, 328.0000, -8.0000,  -446.0000, 329.0000, -8.0000,  0, 0, 0
L -446.0000, 329.0000, -8.0000,  -450.0000, 336.0000, -8.0000,  0, 0, 0
L -450.0000, 336.0000, -8.0000,  -451.0000, 336.0000, -8.0000,  0, 0, 0
L -451.0000, 336.0000, -8.0000,  -452.0000, 335.0000, -8.0000,  0, 0, 0
L -452.0000, 335.0000, -8.0000,  -452.0000, 302.0000, -8.0000,  0, 0, 0
L -452.0000, 333.0000, -8.0000,  -453.0000, 301.0000, -8.0000,  0, 0, 0
L -453.0000, 301.0000, -8.0000,  -454.0000, 300.0000, -8.0000,  0, 0, 0
L -454.0000, 300.0000, -8.0000,  -456.0000, 300.0000, -8.0000,  0, 0, 0
L -456.0000, 300.0000, -8.0000,  -466.0000, 300.0000, -12.0000,  0, 0, 0
L -466.0000, 300.0000, -12.0000,  -467.0000, 299.0000, -12.0000,  0, 0, 0
L -467.0000, 299.0000, -12.0000,  -474.0000, 292.0000, -8.0000,  0, 0, 0
L -474.0000, 292.0000, -8.0000,  -475.0000, 291.0000, -8.0000,  0, 0, 0
L -475.0000, 291.0000, -8.0000,  -474.0000, 289.0000, -8.0000,  0, 0, 0
L -474.0000, 289.0000, -8.0000,  -472.0000, 289.0000, -8.0000,  0, 0, 0
L -472.0000, 289.0000, -8.0000,  -469.0000, 290.0000, -8.0000,  0, 0, 0
L -469.0000, 290.0000, -8.0000,  -466.0000, 290.0000, -8.0000,  0, 0, 0
L -466.0000, 290.0000, -8.0000,  -465.0000, 289.0000, -8.0000,  0, 0, 0
L -465.0000, 289.0000, -8.0000,  -463.0000, 285.0000, -8.0000,  0, 0, 0
L -463.0000, 285.0000, -8.0000,  -463.0000, 283.0000, -8.0000,  0, 0, 0
L -463.0000, 283.0000, -8.0000,  -464.0000, 282.0000, -8.0000,  0, 0, 0
L -464.0000, 282.0000, -8.0000,  -465.0000, 280.0000, -8.0000,  0, 0, 0
L -465.0000, 280.0000, -8.0000,  -466.0000, 279.0000, -8.0000,  0, 0, 0
L -466.0000, 279.0000, -8.0000,  -468.0000, 279.0000, -8.0000,  0, 0, 0
L -468.0000, 279.0000, -8.0000,  -475.0000, 278.0000, -8.0000,  0, 0, 0
L -475.0000, 278.0000, -8.0000,  -467.0000, 270.0000, -8.0000,  0, 0, 0
L -467.0000, 270.0000, -8.0000,  -465.0000, 269.0000, -8.0000,  0, 0, 0
L -465.0000, 269.0000, -8.0000,  -463.0000, 269.0000, -11.0000,  0, 0, 0
L -463.0000, 269.0000, -11.0000,  -465.0000, 270.0000, -11.0000,  0, 0, 0
L -465.0000, 270.0000, -11.0000,  -466.0000, 270.0000, -10.0000,  0, 0, 0
L -466.0000, 270.0000, -10.0000,  -465.0000, 271.0000, -8.0000,  0, 0, 0
L -465.0000, 271.0000, -8.0000,  -464.0000, 272.0000, -11.0000,  0, 0, 0
L -464.0000, 272.0000, -11.0000,  -456.0000, 273.0000, -8.0000,  0, 0, 0
L -456.0000, 273.0000, -8.0000,  -451.0000, 273.0000, -8.0000,  0, 0, 0
L -451.0000, 273.0000, -8.0000,  -450.0000, 271.0000, -8.0000,  0, 0, 0
L -450.0000, 271.0000, -8.0000,  -450.0000, 269.0000, -8.0000,  0, 0, 0
L -450.0000, 269.0000, -8.0000,  -449.0000, 268.0000, -8.0000,  0, 0, 0
L -449.0000, 268.0000, -8.0000,  -452.0000, 262.0000, -8.0000,  0, 0, 0
L -452.0000, 262.0000, -8.0000,  -453.0000, 247.0000, -8.0000,  0, 0, 0
L -453.0000, 247.0000, -8.0000,  -455.0000, 246.0000, -8.0000,  0, 0, 0
L -455.0000, 246.0000, -8.0000,  -456.0000, 246.0000, -8.0000,  0, 0, 0
L -456.0000, 246.0000, -8.0000,  -466.0000, 246.0000, -12.0000,  0, 0, 0
L -466.0000, 246.0000, -12.0000,  -467.0000, 244.0000, -11.0000,  0, 0, 0
L -467.0000, 244.0000, -11.0000,  -476.0000, 236.0000, -8.0000,  0, 0, 0
L -476.0000, 236.0000, -8.0000,  -474.0000, 235.0000, -8.0000,  0, 0, 0
L -474.0000, 235.0000, -8.0000,  -469.0000, 236.0000, -8.0000,  0, 0, 0
L -469.0000, 236.0000, -8.0000,  -461.0000, 236.0000, -8.0000,  0, 0, 0
L -461.0000, 236.0000, -8.0000,  -459.0000, 235.0000, -8.0000,  0, 0, 0
L -459.0000, 235.0000, -8.0000,  -459.0000, 234.0000, -8.0000,  0, 0, 0
L -459.0000, 234.0000, -8.0000,  -460.0000, 225.0000, -8.0000,  0, 0, 0
L -460.0000, 225.0000, -8.0000,  -462.0000, 225.0000, -8.0000,  0, 0, 0
L -462.0000, 225.0000, -8.0000,  -463.0000, 226.0000, -8.0000,  0, 0, 0
L -463.0000, 226.0000, -8.0000,  -465.0000, 226.0000, -8.0000,  0, 0, 0
L -465.0000, 226.0000, -8.0000,  -467.0000, 225.0000, -8.0000,  0, 0, 0
L -467.0000, 225.0000, -8.0000,  -476.0000, 225.0000, -8.0000,  0, 0, 0
L -476.0000, 225.0000, -8.0000,  -474.0000, 224.0000, -8.0000,  0, 0, 0
L -474.0000, 224.0000, -8.0000,  -466.0000, 215.0000, -13.0000,  0, 0, 0
L -466.0000, 215.0000, -13.0000,  -464.0000, 215.0000, -13.0000,  0, 0, 0
L -464.0000, 215.0000, -13.0000,  -461.0000, 215.0000, -11.0000,  0, 0, 0
L -461.0000, 215.0000, -11.0000,  -460.0000, 215.0000, -11.0000,  0, 0, 0
L -460.0000, 215.0000, -11.0000,  -458.0000, 216.0000, -12.0000,  0, 0, 0
L -458.0000, 216.0000, -12.0000,  -457.0000, 218.0000, -11.0000,  0, 0, 0
L -457.0000, 218.0000, -11.0000,  -455.0000, 218.0000, -11.0000,  0, 0, 0
L -455.0000, 218.0000, -11.0000,  -450.0000, 219.0000, -8.0000,  0, 0, 0
L -450.0000, 219.0000, -8.0000,  -450.0000, 217.0000, -8.0000,  0, 0, 0
L -450.0000, 217.0000, -8.0000,  -451.0000, 211.0000, -8.0000,  0, 0, 0
L -451.0000, 211.0000, -8.0000,  -452.0000, 208.0000, -8.0000,  0, 0, 0
L -452.0000, 208.0000, -8.0000,  -453.0000, 193.0000, -8.0000,  0, 0, 0
L -453.0000, 193.0000, -8.0000,  -454.0000, 192.0000, -8.0000,  0, 0, 0
L -454.0000, 192.0000, -8.0000,  -457.0000, 192.0000, -8.0000,  0, 0, 0
L -457.0000, 192.0000, -8.0000,  -459.0000, 192.0000, -11.0000,  0, 0, 0
L -459.0000, 192.0000, -11.0000,  -458.0000, 192.0000, -11.0000,  0, 0, 0
L -458.0000, 192.0000, -11.0000,  -457.0000, 190.0000, -8.0000,  0, 0, 0
L -457.0000, 190.0000, -8.0000,  -460.0000, 187.0000, -8.0000,  0, 0, 0
L -460.0000, 187.0000, -8.0000,  -472.0000, 186.0000, -8.0000,  0, 0, 0
L -472.0000, 186.0000, -8.0000,  -476.0000, 182.0000, -8.0000,  0, 0, 0
L -476.0000, 182.0000, -8.0000,  -466.0000, 182.0000, -8.0000,  0, 0, 0
L -466.0000, 182.0000, -8.0000,  -464.0000, 181.0000, -8.0000,  0, 0, 0
L -464.0000, 181.0000, -8.0000,  -464.0000, 179.0000, -8.0000,  0, 0, 0
L -464.0000, 179.0000, -8.0000,  -465.0000, 174.0000, -8.0000,  0, 0, 0
L -465.0000, 174.0000, -8.0000,  -465.0000, 173.0000, -8.0000,  0, 0, 0
L -465.0000, 173.0000, -8.0000,  -466.0000, 171.0000, -8.0000,  0, 0, 0
L -466.0000, 171.0000, -8.0000,  -468.0000, 171.0000, -8.0000,  0, 0, 0
L -468.0000, 171.0000, -8.0000,  -476.0000, 172.0000, -8.0000,  0, 0, 0
L -476.0000, 172.0000, -8.0000,  -475.0000, 170.0000, -8.0000,  0, 0, 0
L -475.0000, 170.0000, -8.0000,  -474.0000, 169.0000, -8.0000,  0, 0, 0
L -474.0000, 169.0000, -8.0000,  -466.0000, 161.0000, -12.0000,  0, 0, 0
L -466.0000, 161.0000, -12.0000,  -464.0000, 161.0000, -13.0000,  0, 0, 0
L -464.0000, 161.0000, -13.0000,  -463.0000, 161.0000, -11.0000,  0, 0, 0
L -463.0000, 161.0000, -11.0000,  -461.0000, 162.0000, -11.0000,  0, 0, 0
L -461.0000, 162.0000, -11.0000,  -454.0000, 165.0000, -8.0000,  0, 0, 0
L -454.0000, 165.0000, -8.0000,  -452.0000, 161.0000, -8.0000,  0, 0, 0
L -452.0000, 161.0000, -8.0000,  -452.0000, 155.0000, -8.0000,  0, 0, 0
L -452.0000, 155.0000, -8.0000,  -444.0000, 155.0000, -8.0000,  0, 0, 0
L -428.0000, 155.0000, -8.0000,  -421.0000, 155.0000, -11.0000,  0, 0, 0
L -421.0000, 155.0000, -11.0000,  -421.0000, 157.0000, -11.0000,  0, 0, 0
L -421.0000, 157.0000, -11.0000,  -420.0000, 160.0000, -8.0000,  0, 0, 0
L -420.0000, 160.0000, -8.0000,  -415.0000, 163.0000, -8.0000,  0, 0, 0
L -415.0000, 163.0000, -8.0000,  -413.0000, 163.0000, -12.0000,  0, 0, 0
L -413.0000, 163.0000, -12.0000,  -407.0000, 162.0000, -12.0000,  0, 0, 0
L -407.0000, 162.0000, -12.0000,  -405.0000, 163.0000, -11.0000,  0, 0, 0
L -405.0000, 163.0000, -11.0000,  -398.0000, 170.0000, -8.0000,  0, 0, 0
L -398.0000, 170.0000, -8.0000,  -399.0000, 171.0000, -8.0000,  0, 0, 0
L -399.0000, 171.0000, -8.0000,  -401.0000, 171.0000, -8.0000,  0, 0, 0
L -401.0000, 171.0000, -8.0000,  -411.0000, 172.0000, -8.0000,  0, 0, 0
L -411.0000, 172.0000, -8.0000,  -412.0000, 175.0000, -8.0000,  0, 0, 0
L -412.0000, 175.0000, -8.0000,  -412.0000, 177.0000, -8.0000,  0, 0, 0
L -412.0000, 177.0000, -8.0000,  -409.0000, 179.0000, -8.0000,  0, 0, 0
L -409.0000, 179.0000, -8.0000,  -411.0000, 179.0000, -8.0000,  0, 0, 0
L -411.0000, 179.0000, -8.0000,  -409.0000, 180.0000, -8.0000,  0, 0, 0
L -409.0000, 180.0000, -8.0000,  -408.0000, 181.0000, -8.0000,  0, 0, 0
L -408.0000, 181.0000, -8.0000,  -406.0000, 182.0000, -8.0000,  0, 0, 0
L -406.0000, 182.0000, -8.0000,  -401.0000, 184.0000, -8.0000,  0, 0, 0
L -401.0000, 184.0000, -8.0000,  -399.0000, 184.0000, -8.0000,  0, 0, 0
L -399.0000, 184.0000, -8.0000,  -398.0000, 183.0000, -8.0000,  0, 0, 0
L -398.0000, 183.0000, -8.0000,  -399.0000, 184.0000, -8.0000,  0, 0, 0
L -399.0000, 184.0000, -8.0000,  -406.0000, 190.0000, -10.0000,  0, 0, 0
L -406.0000, 190.0000, -10.0000,  -407.0000, 192.0000, -11.0000,  0, 0, 0
L -407.0000, 192.0000, -11.0000,  -408.0000, 192.0000, -12.0000,  0, 0, 0
L -408.0000, 192.0000, -12.0000,  -410.0000, 192.0000, -11.0000,  0, 0, 0
L -410.0000, 192.0000, -11.0000,  -409.0000, 191.0000, -11.0000,  0, 0, 0
L -409.0000, 191.0000, -11.0000,  -407.0000, 191.0000, -11.0000,  0, 0, 0
L -407.0000, 191.0000, -11.0000,  -405.0000, 190.0000, -10.0000,  0, 0, 0
L -405.0000, 190.0000, -10.0000,  -408.0000, 189.0000, -8.0000,  0, 0, 0
L -408.0000, 189.0000, -8.0000,  -409.0000, 189.0000, -11.0000,  0, 0, 0
L -409.0000, 189.0000, -11.0000,  -418.0000, 189.0000, -8.0000,  0, 0, 0
L -418.0000, 189.0000, -8.0000,  -420.0000, 191.0000, -8.0000,  0, 0, 0
L -420.0000, 191.0000, -8.0000,  -420.0000, 193.0000, -8.0000,  0, 0, 0
L -420.0000, 193.0000, -8.0000,  -421.0000, 195.0000, -8.0000,  0, 0, 0
L -421.0000, 195.0000, -8.0000,  -421.0000, 212.0000, -8.0000,  0, 0, 0
L -421.0000, 265.0000, -8.0000,  -420.0000, 247.0000, -8.0000,  0, 0, 0
L -420.0000, 247.0000, -8.0000,  -420.0000, 245.0000, -8.0000,  0, 0, 0
L -420.0000, 245.0000, -8.0000,  -418.0000, 245.0000, -8.0000,  0, 0, 0
L -418.0000, 245.0000, -8.0000,  -417.0000, 245.0000, -11.0000,  0, 0, 0
