P 300, 2000, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P 300, 2200, 0, 0, 0, 0, 2, http://www.eqmaps.info
P 300, 2400, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
L 492.0, 801.0, -105.0, 493.0, 883.0, -72.0, 0, 0, 0
L 493.0, 883.0, -72.0, 497.0, 884.0, -73.0, 0, 0, 0
L 497.0, 884.0, -73.0, 496.0, 919.0, -74.0, 0, 0, 0
L 496.0, 919.0, -74.0, 509.0, 920.0, -70.0, 0, 0, 0
L 509.0, 920.0, -70.0, 509.0, 1119.0, -70.0, 0, 0, 0
L 509.0, 1119.0, -70.0, 501.0, 1119.0, -71.0, 0, 0, 0
L 501.0, 1119.0, -71.0, 499.0, 1132.0, -76.0, 0, 0, 0
L 499.0, 1132.0, -76.0, 511.0, 1132.0, -76.0, 0, 0, 0
L 511.0, 1132.0, -76.0, 511.0, 1142.0, -80.0, 0, 0, 0
L 511.0, 1142.0, -80.0, 620.0, 1143.0, -76.0, 0, 0, 0
L 620.0, 1143.0, -76.0, 620.0, 1388.0, -76.0, 0, 0, 0
L 620.0, 1388.0, -76.0, 512.0, 1388.0, -76.0, 0, 0, 0
L 512.0, 1388.0, -76.0, 511.0, 1400.0, -76.0, 0, 0, 0
L 511.0, 1400.0, -76.0, 499.0, 1400.0, -76.0, 0, 0, 0
L 499.0, 1400.0, -76.0, 501.0, 1412.0, -71.0, 0, 0, 0
L 501.0, 1412.0, -71.0, 509.0, 1412.0, -70.0, 0, 0, 0
L 509.0, 1412.0, -70.0, 509.0, 1662.0, -70.0, 0, 0, 0
L 509.0, 1662.0, -70.0, 178.0, 1662.0, -70.0, 0, 0, 0
L 178.0, 1662.0, -70.0, 178.0, 1654.0, -71.0, 0, 0, 0
L 178.0, 1654.0, -71.0, 165.0, 1652.0, -76.0, 0, 0, 0
L 165.0, 1652.0, -76.0, 165.0, 1664.0, -76.0, 0, 0, 0
L 165.0, 1664.0, -76.0, 155.0, 1664.0, -80.0, 0, 0, 0
L 155.0, 1664.0, -80.0, 154.0, 1741.0, -80.0, 0, 0, 0
L 154.0, 1741.0, -80.0, 1.0, 1715.0, -80.0, 0, 0, 0
L 1.0, 1715.0, -80.0, -40.0, 1677.0, -80.0, 0, 0, 0
L -40.0, 1677.0, -80.0, -67.0, 1620.0, -80.0, 0, 0, 0
L -67.0, 1620.0, -80.0, -66.0, 1498.0, -79.0, 0, 0, 0
L -66.0, 1498.0, -79.0, -52.0, 1473.0, -79.0, 0, 0, 0
L -52.0, 1473.0, -79.0, -19.0, 1454.0, -79.0, 0, 0, 0
L -19.0, 1454.0, -79.0, 35.0, 1441.0, -79.0, 0, 0, 0
L 35.0, 1441.0, -79.0, 117.0, 1485.0, -80.0, 0, 0, 0
L 117.0, 1485.0, -80.0, 154.0, 1564.0, -80.0, 0, 0, 0
L 154.0, 1564.0, -80.0, 155.0, 1600.0, -79.0, 0, 0, 0
L 155.0, 1600.0, -79.0, 166.0, 1600.0, -76.0, 0, 0, 0
L 166.0, 1600.0, -76.0, 166.0, 1612.0, -76.0, 0, 0, 0
L 166.0, 1612.0, -76.0, 178.0, 1610.0, -71.0, 0, 0, 0
L 178.0, 1610.0, -71.0, 178.0, 1602.0, -70.0, 0, 0, 0
L 178.0, 1602.0, -70.0, 446.0, 1602.0, -70.0, 0, 0, 0
L 446.0, 1602.0, -70.0, 449.0, 1599.0, -70.0, 0, 0, 0
L 449.0, 1599.0, -70.0, 449.0, 1419.0, -70.0, 0, 0, 0
L 449.0, 1419.0, -70.0, 464.0, 1416.0, -76.0, 0, 0, 0
L 464.0, 1416.0, -76.0, 459.0, 1400.0, -76.0, 0, 0, 0
L 459.0, 1400.0, -76.0, 447.0, 1400.0, -76.0, 0, 0, 0
L 447.0, 1400.0, -76.0, 447.0, 1389.0, -80.0, 0, 0, 0
L 447.0, 1389.0, -80.0, 367.0, 1388.0, -76.0, 0, 0, 0
L 367.0, 1388.0, -76.0, 367.0, 1143.0, -76.0, 0, 0, 0
L 367.0, 1143.0, -76.0, 447.0, 1142.0, -80.0, 0, 0, 0
L 447.0, 1142.0, -80.0, 447.0, 1131.0, -76.0, 0, 0, 0
L 447.0, 1131.0, -76.0, 459.0, 1131.0, -76.0, 0, 0, 0
L 459.0, 1131.0, -76.0, 457.0, 1119.0, -71.0, 0, 0, 0
L 457.0, 1119.0, -71.0, 449.0, 1119.0, -70.0, 0, 0, 0
L 449.0, 1119.0, -70.0, 449.0, 920.0, -70.0, 0, 0, 0
L 449.0, 920.0, -70.0, 461.0, 920.0, -73.0, 0, 0, 0
L 461.0, 920.0, -73.0, 460.0, 884.0, -72.0, 0, 0, 0
L 460.0, 884.0, -72.0, 463.0, 884.0, -73.0, 0, 0, 0
L 463.0, 884.0, -73.0, 463.0, 872.0, -72.0, 0, 0, 0
L 463.0, 872.0, -72.0, 463.0, 800.0, -105.0, 0, 0, 0
L 463.0, 800.0, -105.0, 459.0, 800.0, -105.0, 0, 0, 0
L 459.0, 800.0, -105.0, 458.0, 803.0, -105.0, 0, 0, 0
L 458.0, 803.0, -105.0, 379.0, 803.0, -105.0, 0, 0, 0
L 379.0, 803.0, -105.0, 379.0, 773.0, -105.0, 0, 0, 0
L 379.0, 773.0, -105.0, 299.0, 773.0, -71.0, 0, 0, 0
L 299.0, 773.0, -71.0, 263.0, 772.0, -74.0, 0, 0, 0
L 263.0, 772.0, -74.0, 263.0, 784.0, -70.0, 0, 0, 0
L 263.0, 784.0, -70.0, 112.0, 784.0, -70.0, 0, 0, 0
L 112.0, 784.0, -70.0, 112.0, 776.0, -71.0, 0, 0, 0
L 112.0, 776.0, -71.0, 100.0, 774.0, -76.0, 0, 0, 0
L 100.0, 774.0, -76.0, 100.0, 786.0, -76.0, 0, 0, 0
L 100.0, 786.0, -76.0, 89.0, 786.0, -80.0, 0, 0, 0
L 89.0, 786.0, -80.0, 88.0, 857.0, -76.0, 0, 0, 0
L 88.0, 857.0, -76.0, 38.0, 890.0, -76.0, 0, 0, 0
L 38.0, 890.0, -76.0, 32.0, 892.0, -76.0, 0, 0, 0
L 32.0, 892.0, -76.0, -24.0, 893.0, -80.0, 0, 0, 0
L -24.0, 893.0, -80.0, -24.0, 904.0, -76.0, 0, 0, 0
L -24.0, 904.0, -76.0, -36.0, 904.0, -76.0, 0, 0, 0
L -36.0, 904.0, -76.0, -40.0, 916.0, -71.0, 0, 0, 0
L -40.0, 916.0, -71.0, -78.0, 925.0, -71.0, 0, 0, 0
L -78.0, 925.0, -71.0, -76.0, 904.0, -76.0, 0, 0, 0
L -76.0, 904.0, -76.0, -88.0, 904.0, -76.0, 0, 0, 0
L -88.0, 904.0, -76.0, -88.0, 893.0, -80.0, 0, 0, 0
L -88.0, 893.0, -80.0, -105.0, 892.0, -76.0, 0, 0, 0
L -105.0, 892.0, -76.0, -158.0, 857.0, -76.0, 0, 0, 0
L -158.0, 857.0, -76.0, -159.0, 786.0, -80.0, 0, 0, 0
L -159.0, 786.0, -80.0, -170.0, 786.0, -76.0, 0, 0, 0
L -170.0, 786.0, -76.0, -170.0, 774.0, -76.0, 0, 0, 0
L -170.0, 774.0, -76.0, -182.0, 776.0, -71.0, 0, 0, 0
L -182.0, 776.0, -71.0, -182.0, 784.0, -70.0, 0, 0, 0
L -182.0, 784.0, -70.0, -244.0, 784.0, -70.0, 0, 0, 0
L -244.0, 784.0, -70.0, -247.0, 787.0, -70.0, 0, 0, 0
L -247.0, 787.0, -70.0, -247.0, 946.0, -70.0, 0, 0, 0
L -247.0, 946.0, -70.0, -420.0, 946.0, -70.0, 0, 0, 0
L -420.0, 946.0, -70.0, -420.0, 938.0, -71.0, 0, 0, 0
L -420.0, 938.0, -71.0, -432.0, 936.0, -76.0, 0, 0, 0
L -432.0, 936.0, -76.0, -432.0, 948.0, -76.0, 0, 0, 0
L -432.0, 948.0, -76.0, -441.0, 948.0, -80.0, 0, 0, 0
L -441.0, 948.0, -80.0, -442.0, 1094.0, -76.0, 0, 0, 0
L -442.0, 1094.0, -76.0, -823.0, 1094.0, -76.0, 0, 0, 0
L -823.0, 1094.0, -76.0, -823.0, 692.0, -76.0, 0, 0, 0
L -823.0, 692.0, -76.0, -442.0, 692.0, -76.0, 0, 0, 0
L -442.0, 692.0, -76.0, -441.0, 884.0, -80.0, 0, 0, 0
L -441.0, 884.0, -80.0, -432.0, 884.0, -76.0, 0, 0, 0
L -432.0, 884.0, -76.0, -432.0, 896.0, -76.0, 0, 0, 0
L -432.0, 896.0, -76.0, -420.0, 894.0, -71.0, 0, 0, 0
L -420.0, 894.0, -71.0, -420.0, 886.0, -70.0, 0, 0, 0
L -420.0, 886.0, -70.0, -310.0, 886.0, -70.0, 0, 0, 0
L -310.0, 886.0, -70.0, -307.0, 883.0, -70.0, 0, 0, 0
L -307.0, 883.0, -70.0, -307.0, 724.0, -70.0, 0, 0, 0
L -307.0, 724.0, -70.0, -190.0, 724.0, -70.0, 0, 0, 0
L -190.0, 724.0, -70.0, -186.0, 738.0, -75.0, 0, 0, 0
L -186.0, 738.0, -75.0, -169.0, 734.0, -76.0, 0, 0, 0
L -169.0, 734.0, -76.0, -169.0, 722.0, -76.0, 0, 0, 0
L -169.0, 722.0, -76.0, -159.0, 722.0, -80.0, 0, 0, 0
L -159.0, 722.0, -80.0, -158.0, 677.0, -76.0, 0, 0, 0
L -158.0, 677.0, -76.0, -123.0, 624.0, -76.0, 0, 0, 0
L -123.0, 624.0, -76.0, -87.0, 623.0, -80.0, 0, 0, 0
L -87.0, 623.0, -80.0, -87.0, 612.0, -76.0, 0, 0, 0
L -87.0, 612.0, -76.0, -75.0, 612.0, -76.0, 0, 0, 0
L -75.0, 612.0, -76.0, -77.0, 600.0, -72.0, 0, 0, 0
L -77.0, 600.0, -72.0, -86.0, 600.0, -70.0, 0, 0, 0
L -86.0, 600.0, -70.0, -86.0, 506.0, -69.0, 0, 0, 0
L -86.0, 506.0, -69.0, -78.0, 506.0, -69.0, 0, 0, 0
L -78.0, 506.0, -69.0, -77.0, 428.0, -103.0, 0, 0, 0
L -77.0, 428.0, -103.0, -101.0, 428.0, -103.0, 0, 0, 0
L -101.0, 428.0, -103.0, -118.0, 410.0, -103.0, 0, 0, 0
L -118.0, 410.0, -103.0, -118.0, 315.0, -103.0, 0, 0, 0
L -118.0, 315.0, -103.0, 2.0, 315.0, -103.0, 0, 0, 0
L 2.0, 315.0, -103.0, 2.0, 410.0, -103.0, 0, 0, 0
L 2.0, 410.0, -103.0, -17.0, 429.0, -103.0, 0, 0, 0
L -17.0, 429.0, -103.0, -37.0, 429.0, -103.0, 0, 0, 0
L -37.0, 429.0, -103.0, -36.0, 506.0, -69.0, 0, 0, 0
L -36.0, 506.0, -69.0, -26.0, 506.0, -69.0, 0, 0, 0
L -26.0, 506.0, -69.0, -26.0, 600.0, -70.0, 0, 0, 0
L -26.0, 600.0, -70.0, -33.0, 600.0, -70.0, 0, 0, 0
L -33.0, 600.0, -70.0, -35.0, 613.0, -76.0, 0, 0, 0
L -35.0, 613.0, -76.0, -23.0, 613.0, -76.0, 0, 0, 0
L -23.0, 613.0, -76.0, -23.0, 623.0, -80.0, 0, 0, 0
L -23.0, 623.0, -80.0, 53.0, 624.0, -76.0, 0, 0, 0
L 53.0, 624.0, -76.0, 88.0, 677.0, -76.0, 0, 0, 0
L 88.0, 677.0, -76.0, 89.0, 722.0, -80.0, 0, 0, 0
L 89.0, 722.0, -80.0, 100.0, 722.0, -76.0, 0, 0, 0
L 100.0, 722.0, -76.0, 100.0, 734.0, -76.0, 0, 0, 0
L 100.0, 734.0, -76.0, 112.0, 732.0, -71.0, 0, 0, 0
L 112.0, 732.0, -71.0, 112.0, 724.0, -70.0, 0, 0, 0
L 112.0, 724.0, -70.0, 263.0, 724.0, -70.0, 0, 0, 0
L 263.0, 724.0, -70.0, 263.0, 736.0, -74.0, 0, 0, 0
L 263.0, 736.0, -74.0, 380.0, 732.0, -105.0, 0, 0, 0
L 380.0, 732.0, -105.0, 380.0, 684.0, -105.0, 0, 0, 0
L 380.0, 684.0, -105.0, 522.0, 684.0, -105.0, 0, 0, 0
L 522.0, 684.0, -105.0, 541.0, 703.0, -105.0, 0, 0, 0
L 541.0, 703.0, -105.0, 541.0, 723.0, -105.0, 0, 0, 0
L 541.0, 723.0, -105.0, 621.0, 723.0, -71.0, 0, 0, 0
L 621.0, 723.0, -71.0, 657.0, 723.0, -73.0, 0, 0, 0
L 657.0, 723.0, -73.0, 657.0, 712.0, -70.0, 0, 0, 0
L 657.0, 712.0, -70.0, 888.0, 712.0, -159.0, 0, 0, 0
L 888.0, 712.0, -159.0, 889.0, 723.0, -163.0, 0, 0, 0
L 889.0, 723.0, -163.0, 928.0, 724.0, -165.0, 0, 0, 0
L 928.0, 724.0, -165.0, 929.0, 710.0, -166.0, 0, 0, 0
L 929.0, 710.0, -166.0, 940.0, 710.0, -169.0, 0, 0, 0
L 940.0, 710.0, -169.0, 941.0, 647.0, -166.0, 0, 0, 0
L 941.0, 647.0, -166.0, 1003.0, 647.0, -166.0, 0, 0, 0
L 1003.0, 647.0, -166.0, 1004.0, 635.0, -166.0, 0, 0, 0
L 1004.0, 635.0, -166.0, 1016.0, 635.0, -166.0, 0, 0, 0
L 1016.0, 635.0, -166.0, 1014.0, 623.0, -161.0, 0, 0, 0
L 1014.0, 623.0, -161.0, 1006.0, 623.0, -160.0, 0, 0, 0
L 1006.0, 623.0, -160.0, 1006.0, 609.0, -160.0, 0, 0, 0
L 1006.0, 609.0, -160.0, 1066.0, 609.0, -160.0, 0, 0, 0
L 1066.0, 609.0, -160.0, 1066.0, 623.0, -160.0, 0, 0, 0
L 1066.0, 623.0, -160.0, 1058.0, 623.0, -160.0, 0, 0, 0
L 1058.0, 623.0, -160.0, 1068.0, 647.0, -170.0, 0, 0, 0
L 1068.0, 647.0, -170.0, 1157.0, 647.0, -166.0, 0, 0, 0
