P 100.0000, 1300.0000, 0.0000,  0, 0, 0,  2,  Original_Map:_Brewall_Rainsinger_(Cazic-Thule/Fennin_Ro)
P 100.0000, 1500.0000, 0.0000,  0, 0, 0,  2,  http://www.eqmaps.info
P 100.0000, 1700.0000, 0.0000,  0, 0, 0,  2,  Return_of_the_Exiled_(www.roteguild.org)
L 573.8336, 856.8876, 41.6135,  579.9980, 862.3793, 41.7018,  0, 0, 0
L 579.9980, 862.3793, 41.7018,  581.0524, 863.9789, 41.7027,  0, 0, 0
L 581.0524, 863.9789, 41.7027,  582.3935, 865.1976, 41.7022,  0, 0, 0
L 582.3935, 865.1976, 41.7022,  589.6116, 872.0026, 41.7021,  0, 0, 0
L 589.6116, 872.0026, 41.7021,  590.8550, 873.2831, 41.7021,  0, 0, 0
L 590.8550, 873.2831, 41.7021,  597.9329, 880.3372, 41.7021,  0, 0, 0
L 597.9329, 880.3372, 41.7021,  603.1902, 885.8046, 41.7020,  0, 0, 0
L 603.1902, 885.8046, 41.7020,  604.2915, 887.2653, 41.7020,  0, 0, 0
L 604.2915, 887.2653, 41.7020,  609.5211, 893.9415, 37.1292,  0, 0, 0
L 609.5211, 893.9415, 37.1292,  610.6586, 895.4858, 37.3609,  0, 0, 0
L 610.6586, 895.4858, 37.3609,  611.5594, 897.1524, 38.9380,  0, 0, 0
L 611.5594, 897.1524, 38.9380,  613.3112, 896.3300, 41.7018,  0, 0, 0
L 613.3112, 896.3300, 41.7018,  614.9636, 897.3521, 41.5486,  0, 0, 0
L 614.9636, 897.3521, 41.5486,  617.2673, 898.6955, 40.4160,  0, 0, 0
L 617.2673, 898.6955, 40.4160,  618.5988, 897.3811, 38.7646,  0, 0, 0
L 618.5988, 897.3811, 38.7646,  619.9925, 896.1110, 41.8087,  0, 0, 0
L 619.9925, 896.1110, 41.8087,  622.8770, 893.3314, 40.0956,  0, 0, 0
L 622.8770, 893.3314, 40.0956,  624.0012, 891.8281, 36.4952,  0, 0, 0
L 624.0012, 891.8281, 36.4952,  625.5450, 890.6327, 36.7347,  0, 0, 0
L 625.5450, 890.6327, 36.7347,  633.3732, 884.6481, 36.8988,  0, 0, 0
L 633.3732, 884.6481, 36.8988,  634.9332, 883.6013, 36.9035,  0, 0, 0
L 634.9332, 883.6013, 36.9035,  643.2643, 878.4150, 36.8964,  0, 0, 0
L 643.2643, 878.4150, 36.8964,  647.3748, 876.0654, 36.5114,  0, 0, 0
L 647.3748, 876.0654, 36.5114,  649.3113, 875.0471, 36.3868,  0, 0, 0
L 649.3113, 875.0471, 36.3868,  651.1244, 874.2340, 36.3781,  0, 0, 0
L 651.1244, 874.2340, 36.3781,  660.2201, 870.3930, 36.3769,  0, 0, 0
L 660.2201, 870.3930, 36.3769,  661.9367, 869.7933, 36.3769,  0, 0, 0
L 661.9367, 869.7933, 36.3769,  671.2563, 866.8324, 36.3759,  0, 0, 0
L 671.2563, 866.8324, 36.3759,  677.3755, 865.1960, 36.3759,  0, 0, 0
L 677.3755, 865.1960, 36.3759,  679.1892, 864.8469, 36.3747,  0, 0, 0
L 679.1892, 864.8469, 36.3747,  689.0056, 863.4475, 37.2785,  0, 0, 0
L 689.0056, 863.4475, 37.2785,  691.5891, 863.6851, 40.2964,  0, 0, 0
L 691.5891, 863.6851, 40.2964,  690.0783, 862.5177, 40.2958,  0, 0, 0
L 690.0783, 862.5177, 40.2958,  688.3621, 861.1152, 40.3171,  0, 0, 0
L 688.3621, 861.1152, 40.3171,  689.0367, 859.2791, 40.2988,  0, 0, 0
L 689.0367, 859.2791, 40.2988,  690.2533, 857.7023, 40.2940,  0, 0, 0
L 690.2533, 857.7023, 40.2940,  690.8965, 855.8769, 40.3147,  0, 0, 0
L 690.8965, 855.8769, 40.3147,  691.2739, 853.9316, 40.6219,  0, 0, 0
L 691.2739, 853.9316, 40.6219,  691.7596, 851.5129, 41.2015,  0, 0, 0
L 691.7596, 851.5129, 41.2015,  692.0404, 849.6835, 40.5625,  0, 0, 0
L 692.0404, 849.6835, 40.5625,  692.5267, 846.9299, 41.0565,  0, 0, 0
L 692.5267, 846.9299, 41.0565,  693.0408, 845.1472, 42.8196,  0, 0, 0
L 693.0408, 845.1472, 42.8196,  693.1755, 843.1736, 44.2976,  0, 0, 0
L 693.1755, 843.1736, 44.2976,  692.6958, 831.3452, 40.2939,  0, 0, 0
L 692.6958, 831.3452, 40.2939,  690.7702, 831.6936, 40.2884,  0, 0, 0
L 690.7702, 831.6936, 40.2884,  689.1354, 830.5708, 38.2534,  0, 0, 0
L 689.1354, 830.5708, 38.2534,  688.7805, 828.6090, 38.2534,  0, 0, 0
L 688.7805, 828.6090, 38.2534,  688.2819, 825.8541, 38.2534,  0, 0, 0
L 688.2819, 825.8541, 38.2534,  689.4446, 824.2626, 38.2534,  0, 0, 0
L 689.4446, 824.2626, 38.2534,  691.3621, 823.9153, 38.2534,  0, 0, 0
L 691.3621, 823.9153, 38.2534,  692.7819, 822.5262, 37.9127,  0, 0, 0
L 692.7819, 822.5262, 37.9127,  693.0843, 820.6170, 37.9107,  0, 0, 0
L 693.0843, 820.6170, 37.9107,  694.9825, 820.2105, 38.4800,  0, 0, 0
L 694.9825, 820.2105, 38.4800,  696.9031, 820.6552, 37.9931,  0, 0, 0
L 696.9031, 820.6552, 37.9931,  697.2371, 822.4639, 37.9934,  0, 0, 0
L 697.2371, 822.4639, 37.9934,  696.4312, 824.2202, 37.9934,  0, 0, 0
L 696.4312, 824.2202, 37.9934,  696.5422, 826.2141, 37.9934,  0, 0, 0
L 696.5422, 826.2141, 37.9934,  697.0381, 835.1733, 38.9570,  0, 0, 0
L 697.0381, 835.1733, 38.9570,  696.9578, 837.1132, 37.9934,  0, 0, 0
L 696.9578, 837.1132, 37.9934,  696.9459, 837.6952, 37.9934,  0, 0, 0
L 696.9459, 837.6952, 37.9934,  695.8553, 849.3057, 37.9934,  0, 0, 0
L 695.8553, 849.3057, 37.9934,  698.9853, 853.1232, 37.9933,  0, 0, 0
L 698.9853, 853.1232, 37.9933,  733.8177, 859.1882, 37.9934,  0, 0, 0
L 733.8177, 859.1882, 37.9934,  737.6691, 856.1733, 38.1095,  0, 0, 0
L 737.6691, 856.1733, 38.1095,  741.8373, 814.6526, 37.9934,  0, 0, 0
L 741.8373, 814.6526, 37.9934,  738.7332, 811.3104, 37.9944,  0, 0, 0
L 738.7332, 811.3104, 37.9944,  725.6657, 805.1906, 37.9934,  0, 0, 0
L 725.6657, 805.1906, 37.9934,  696.6908, 803.7339, 37.9934,  0, 0, 0
L 696.6908, 803.7339, 37.9934,  693.7219, 807.6963, 37.9934,  0, 0, 0
L 693.7219, 807.6963, 37.9934,  694.1574, 810.0927, 37.9934,  0, 0, 0
L 694.1607, 810.0924, 37.9934,  690.8351, 811.7626, 38.2542,  0, 0, 0
L 690.8351, 811.7626, 38.2542,  685.4035, 812.4581, 37.9101,  0, 0, 0
L 685.4035, 812.4581, 37.9101,  684.8812, 805.3954, 38.2534,  0, 0, 0
L 684.8812, 805.3954, 38.2534,  687.3238, 804.7292, 40.2949,  0, 0, 0
L 687.3238, 804.7292, 40.2949,  682.3127, 798.4472, 40.2939,  0, 0, 0
L 682.3127, 798.4472, 40.2939,  690.4948, 796.9749, 34.3465,  0, 0, 0
L 690.4948, 796.9749, 34.3465,  721.3963, 801.2415, 40.2939,  0, 0, 0
L 721.3963, 801.2415, 40.2939,  721.3963, 801.2415, 40.2939,  0, 0, 0
L 721.3963, 801.2415, 40.2939,  720.9150, 796.9988, 40.0137,  0, 0, 0
L 720.9150, 796.9988, 40.0137,  720.7259, 795.3663, 39.6122,  0, 0, 0
L 720.7259, 795.3663, 39.6122,  720.2381, 793.0909, 38.7487,  0, 0, 0
L 720.2381, 793.0909, 38.7487,  719.6027, 791.2075, 37.9835,  0, 0, 0
L 719.6027, 791.2075, 37.9835,  719.0411, 789.4850, 37.3911,  0, 0, 0
L 719.0411, 789.4850, 37.3911,  718.4818, 787.7344, 36.8571,  0, 0, 0
L 718.4818, 787.7344, 36.8571,  717.8628, 785.9946, 36.5638,  0, 0, 0
L 717.8628, 785.9946, 36.5638,  717.1151, 784.4474, 36.5409,  0, 0, 0
L 717.1151, 784.4474, 36.5409,  713.9787, 778.0112, 36.4913,  0, 0, 0
L 713.9787, 778.0112, 36.4913,  713.0622, 776.5798, 36.4252,  0, 0, 0
L 713.0622, 776.5798, 36.4252,  707.7303, 768.3694, 36.0511,  0, 0, 0
L 707.7303, 768.3694, 36.0511,  706.9062, 767.1678, 36.0299,  0, 0, 0
L 706.9062, 767.1678, 36.0299,  701.3950, 759.3201, 35.8340,  0, 0, 0
L 701.3950, 759.3201, 35.8340,  700.2714, 757.7878, 35.7805,  0, 0, 0
L 700.2714, 757.7878, 35.7805,  694.3806, 750.0432, 35.5998,  0, 0, 0
L 694.3806, 750.0432, 35.5998,  691.1801, 745.9967, 35.5652,  0, 0, 0
L 691.1801, 745.9967, 35.5652,  690.0014, 744.5878, 35.5528,  0, 0, 0
L 690.0014, 744.5878, 35.5528,  683.8537, 737.3591, 35.4601,  0, 0, 0
L 683.8537, 737.3591, 35.4601,  682.5773, 735.9290, 35.3999,  0, 0, 0
L 682.5773, 735.9290, 35.3999,  675.9812, 728.7411, 35.0847,  0, 0, 0
L 675.9812, 728.7411, 35.0847,  671.6654, 724.2484, 34.8732,  0, 0, 0
L 671.6654, 724.2484, 34.8732,  669.8831, 722.4899, 34.8705,  0, 0, 0
L 669.8831, 722.4899, 34.8705,  662.9349, 715.4861, 37.5534,  0, 0, 0
L 662.9349, 715.4861, 37.5534,  661.1877, 716.0757, 37.5538,  0, 0, 0
L 661.1877, 716.0757, 37.5538,  659.5310, 716.0781, 37.5538,  0, 0, 0
L 659.5310, 716.0781, 37.5538,  658.5001, 714.8220, 37.5538,  0, 0, 0
L 658.5001, 714.8220, 37.5538,  652.8409, 707.9826, 37.5538,  0, 0, 0
L 652.8409, 707.9826, 37.5538,  654.3483, 706.7134, 37.5538,  0, 0, 0
L 654.3483, 706.7134, 37.5538,  656.6459, 704.6750, 37.5542,  0, 0, 0
L 656.6459, 704.6750, 37.5542,  658.0106, 703.3686, 37.5542,  0, 0, 0
L 658.0106, 703.3686, 37.5542,  659.7268, 701.6465, 37.5538,  0, 0, 0
L 659.7268, 701.6465, 37.5538,  661.5510, 700.9108, 37.5546,  0, 0, 0
L 661.5510, 700.9108, 37.5546,  662.9214, 702.3176, 37.5557,  0, 0, 0
L 662.9214, 702.3176, 37.5557,  668.6362, 708.4368, 37.5538,  0, 0, 0
L 668.6362, 708.4368, 37.5538,  669.2736, 710.0890, 37.5481,  0, 0, 0
L 669.2736, 710.0890, 37.5481,  670.7296, 713.8644, 36.7224,  0, 0, 0
L 670.7296, 713.8644, 36.7224,  672.1376, 714.9378, 34.8691,  0, 0, 0
L 672.1376, 714.9378, 34.8691,  673.5120, 716.2916, 34.8693,  0, 0, 0
L 673.5120, 716.2916, 34.8693,  680.5083, 723.4131, 35.0054,  0, 0, 0
L 680.5083, 723.4131, 35.0054,  685.0115, 728.2211, 35.1858,  0, 0, 0
L 685.0115, 728.2211, 35.1858,  686.5186, 729.9063, 35.2327,  0, 0, 0
L 686.5186, 729.9063, 35.2327,  693.0219, 737.3741, 35.3352,  0, 0, 0
L 693.0219, 737.3741, 35.3352,  697.0787, 742.2230, 35.2828,  0, 0, 0
L 697.0787, 742.2230, 35.2828,  698.2597, 743.7327, 35.2637,  0, 0, 0
L 698.2597, 743.7327, 35.2637,  704.3636, 751.6120, 35.2073,  0, 0, 0
L 704.3636, 751.6120, 35.2073,  705.4781, 753.1255, 35.2335,  0, 0, 0
L 705.4781, 753.1255, 35.2335,  711.1666, 761.0791, 35.3745,  0, 0, 0
L 711.1666, 761.0791, 35.3745,  712.2309, 762.6353, 35.4074,  0, 0, 0
L 712.2309, 762.6353, 35.4074,  717.2454, 770.2140, 35.6866,  0, 0, 0
L 717.2454, 770.2140, 35.6866,  718.2646, 771.8112, 35.7766,  0, 0, 0
L 718.2646, 771.8112, 35.7766,  720.4896, 775.3983, 35.9511,  0, 0, 0
L 720.4896, 775.3983, 35.9511,  721.3298, 777.2006, 35.9956,  0, 0, 0
L 721.3298, 777.2006, 35.9956,  722.1866, 778.9957, 36.0325,  0, 0, 0
L 722.1866, 778.9957, 36.0325,  724.5845, 784.0804, 36.1285,  0, 0, 0
L 724.5845, 784.0804, 36.1285,  725.0849, 785.9282, 36.1392,  0, 0, 0
L 725.0849, 785.9282, 36.1392,  727.1575, 793.6542, 36.1461,  0, 0, 0
L 727.1575, 793.6542, 36.1461,  727.5085, 795.4785, 36.1783,  0, 0, 0
L 727.5085, 795.4785, 36.1783,  727.9767, 798.3550, 36.2164,  0, 0, 0
L 727.9767, 798.3550, 36.2164,  729.8917, 798.0626, 36.1729,  0, 0, 0
L 729.8917, 798.0626, 36.1729,  742.1151, 796.2001, 34.3465,  0, 0, 0
L 742.1151, 796.2001, 34.3465,  743.1475, 794.5831, 34.3465,  0, 0, 0
L 743.1475, 794.5831, 34.3465,  744.5694, 792.4146, 34.3465,  0, 0, 0
L 744.5694, 792.4146, 34.3465,  746.4498, 792.8124, 34.3465,  0, 0, 0
L 746.4498, 792.8124, 34.3465,  748.0334, 793.7394, 34.3465,  0, 0, 0
L 748.0334, 793.7394, 34.3465,  751.9937, 796.2548, 34.3465,  0, 0, 0
L 751.9937, 796.2548, 34.3465,  751.2495, 798.0964, 34.3465,  0, 0, 0
L 751.2495, 798.0964, 34.3465,  750.2924, 799.5956, 34.3465,  0, 0, 0
L 750.2924, 799.5956, 34.3465,  749.2856, 801.2698, 34.3465,  0, 0, 0
L 749.2856, 801.2698, 34.3465,  749.0217, 803.1388, 34.3465,  0, 0, 0
L 749.0217, 803.1388, 34.3465,  748.5396, 807.2975, 34.3465,  0, 0, 0
L 748.5396, 807.2975, 34.3465,  748.3224, 809.1796, 34.3465,  0, 0, 0
L 748.3224, 809.1796, 34.3465,  747.8378, 836.5046, 34.3465,  0, 0, 0
L 747.8378, 836.5046, 34.3465,  747.6672, 838.3630, 34.3465,  0, 0, 0
L 747.6672, 838.3630, 34.3465,  747.1832, 842.9321, 34.3465,  0, 0, 0
L 747.1832, 842.9321, 34.3465,  746.8912, 844.7377, 34.3465,  0, 0, 0
L 746.8912, 844.7377, 34.3465,  746.4160, 847.6754, 34.3465,  0, 0, 0
L 746.4160, 847.6754, 34.3465,  746.1296, 849.4466, 34.3465,  0, 0, 0
L 746.1296, 849.4466, 34.3465,  745.6500, 852.4119, 34.3465,  0, 0, 0
L 745.6500, 852.4119, 34.3465,  745.2668, 854.2886, 34.3465,  0, 0, 0
L 745.2668, 854.2886, 34.3465,  744.5749, 856.0758, 34.3465,  0, 0, 0
L 744.5749, 856.0758, 34.3465,  742.2109, 862.1783, 34.3465,  0, 0, 0
L 742.2109, 862.1783, 34.3465,  743.3240, 863.7636, 34.3465,  0, 0, 0
L 743.3240, 863.7636, 34.3465,  744.7686, 865.8572, 34.3465,  0, 0, 0
L 744.7686, 865.8572, 34.3465,  744.9046, 867.7358, 34.3465,  0, 0, 0
L 744.9046, 867.7358, 34.3465,  745.3522, 871.0541, 36.5569,  0, 0, 0
L 745.3522, 871.0541, 36.5569,  747.1796, 871.7034, 36.5199,  0, 0, 0
L 747.1796, 871.7034, 36.5199,  748.8326, 872.5095, 36.7358,  0, 0, 0
L 748.8326, 872.5095, 36.7358,  751.0687, 873.4877, 36.4269,  0, 0, 0
L 751.0687, 873.4877, 36.4269,  756.8662, 876.2874, 36.8559,  0, 0, 0
L 756.8662, 876.2874, 36.8559,  759.0798, 877.4713, 36.4415,  0, 0, 0
L 759.0798, 877.4713, 36.4415,  760.7094, 878.4309, 36.6282,  0, 0, 0
L 760.7094, 878.4309, 36.6282,  762.2909, 879.4911, 37.5227,  0, 0, 0
L 762.2909, 879.4911, 37.5227,  764.2303, 879.1902, 39.0692,  0, 0, 0
L 764.2303, 879.1902, 39.0692,  766.1090, 879.0543, 39.0613,  0, 0, 0
L 766.1090, 879.0543, 39.0613,  767.9385, 879.6088, 39.0587,  0, 0, 0
L 767.9385, 879.6088, 39.0587,  769.1505, 878.0856, 36.3837,  0, 0, 0
L 769.1505, 878.0856, 36.3837,  770.6134, 876.7650, 36.7460,  0, 0, 0
L 770.6134, 876.7650, 36.7460,  772.0961, 875.3561, 36.7756,  0, 0, 0
L 772.0961, 875.3561, 36.7756,  773.8083, 873.7952, 36.7617,  0, 0, 0
L 773.8083, 873.7952, 36.7617,  775.3082, 872.6100, 36.8766,  0, 0, 0
L 775.3082, 872.6100, 36.8766,  783.1249, 866.4883, 36.3878,  0, 0, 0
L 783.1249, 866.4883, 36.3878,  784.6819, 865.4421, 36.3809,  0, 0, 0
L 784.6819, 865.4421, 36.3809,  793.0763, 860.2076, 36.3794,  0, 0, 0
L 793.0763, 860.2076, 36.3794,  794.7208, 859.2950, 36.3794,  0, 0, 0
L 794.7208, 859.2950, 36.3794,  801.7650, 855.7377, 36.3748,  0, 0, 0
L 801.7650, 855.7377, 36.3748,  803.4995, 854.9615, 36.3778,  0, 0, 0
L 803.4995, 854.9615, 36.3778,  812.0693, 851.5465, 36.3765,  0, 0, 0
L 812.0693, 851.5465, 36.3765,  817.5432, 849.6342, 36.3788,  0, 0, 0
L 817.5432, 849.6342, 36.3788,  819.4227, 849.1691, 36.3747,  0, 0, 0
L 819.4227, 849.1691, 36.3747,  829.2062, 846.8397, 36.3761,  0, 0, 0
L 829.2062, 846.8397, 36.3761,  831.1784, 846.5099, 36.3765,  0, 0, 0
L 831.1784, 846.5099, 36.3765,  840.8842, 845.2052, 36.3772,  0, 0, 0
L 840.8842, 845.2052, 36.3772,  842.8013, 845.0508, 36.3772,  0, 0, 0
L 842.8013, 845.0508, 36.3772,  852.6421, 844.7126, 36.3755,  0, 0, 0
L 852.6421, 844.7126, 36.3755,  862.4182, 845.1834, 36.3770,  0, 0, 0
L 862.4182, 845.1834, 36.3770,  868.0496, 845.7251, 36.3747,  0, 0, 0
L 868.0496, 845.7251, 36.3747,  869.8348, 846.0465, 36.3755,  0, 0, 0
L 869.8348, 846.0465, 36.3755,  879.5826, 847.9455, 36.3768,  0, 0, 0
L 879.5826, 847.9455, 36.3768,  881.5057, 848.4583, 36.3768,  0, 0, 0
L 881.5057, 848.4583, 36.3768,  890.9186, 851.2947, 36.3757,  0, 0, 0
L 890.9186, 851.2947, 36.3757,  892.7755, 851.9630, 36.3757,  0, 0, 0
L 892.7755, 851.9630, 36.3757,  901.0925, 855.3661, 36.3848,  0, 0, 0
L 901.0925, 855.3661, 36.3848,  902.7792, 856.1436, 36.3981,  0, 0, 0
L 902.7792, 856.1436, 36.3981,  909.2910, 859.4664, 36.3779,  0, 0, 0
L 909.2910, 859.4664, 36.3779,  910.9080, 860.5859, 37.4977,  0, 0, 0
L 910.9080, 860.5859, 37.4977,  912.8613, 860.2430, 39.1064,  0, 0, 0
L 912.8613, 860.2430, 39.1064,  915.7612, 859.7142, 39.0051,  0, 0, 0
L 915.7612, 859.7142, 39.0051,  916.2776, 857.8237, 38.3713,  0, 0, 0
L 916.2776, 857.8237, 38.3713,  916.7477, 855.9270, 37.5928,  0, 0, 0
L 916.7477, 855.9270, 37.5928,  917.3464, 854.0392, 37.0738,  0, 0, 0
L 917.3464, 854.0392, 37.0738,  917.9659, 852.1429, 36.4228,  0, 0, 0
L 917.9659, 852.1429, 36.4228,  918.5969, 850.5253, 36.4711,  0, 0, 0
L 918.5969, 850.5253, 36.4711,  920.5909, 845.4739, 36.6336,  0, 0, 0
L 920.5909, 845.4739, 36.6336,  921.3237, 843.8834, 36.6551,  0, 0, 0
L 921.3237, 843.8834, 36.6551,  925.4988, 834.9667, 36.5000,  0, 0, 0
L 925.4988, 834.9667, 36.5000,  926.3794, 833.2993, 36.4252,  0, 0, 0
L 926.3794, 833.2993, 36.4252,  929.8843, 826.8314, 36.3799,  0, 0, 0
L 929.8843, 826.8314, 36.3799,  930.8708, 825.2399, 36.3788,  0, 0, 0
L 930.8708, 825.2399, 36.3788,  936.0922, 817.0533, 36.3778,  0, 0, 0
L 936.0922, 817.0533, 36.3778,  937.1420, 815.5745, 36.3778,  0, 0, 0
L 937.1420, 815.5745, 36.3778,  942.3839, 808.4451, 36.3772,  0, 0, 0
L 942.3839, 808.4451, 36.3772,  943.5939, 806.9485, 36.3771,  0, 0, 0
L 943.5939, 806.9485, 36.3771,  949.1565, 800.3452, 36.3748,  0, 0, 0
L 949.1565, 800.3452, 36.3748,  950.4487, 798.9343, 36.3760,  0, 0, 0
L 950.4487, 798.9343, 36.3760,  951.7762, 797.5444, 37.4841,  0, 0, 0
L 951.7762, 797.5444, 37.4841,  952.8093, 795.8367, 39.0679,  0, 0, 0
L 952.8093, 795.8367, 39.0679,  952.4468, 793.9186, 39.0613,  0, 0, 0
L 952.4468, 793.9186, 39.0613,  953.8660, 792.5807, 39.0627,  0, 0, 0
L 953.8660, 792.5807, 39.0627,  955.2769, 791.1702, 39.0628,  0, 0, 0
L 955.2769, 791.1702, 39.0628,  959.9548, 786.7202, 39.0613,  0, 0, 0
L 959.9548, 786.7202, 39.0613,  961.8771, 786.1805, 38.9798,  0, 0, 0
L 961.8771, 786.1805, 38.9798,  963.2386, 784.8602, 36.3767,  0, 0, 0
L 963.2386, 784.8602, 36.3767,  965.1937, 783.0685, 36.3771,  0, 0, 0
L 965.1937, 783.0685, 36.3771,  967.4506, 780.8925, 36.3781,  0, 0, 0
L 967.4506, 780.8925, 36.3781,  968.7344, 779.5607, 36.3783,  0, 0, 0
L 968.7344, 779.5607, 36.3783,  975.4990, 772.2495, 36.3791,  0, 0, 0
L 975.4990, 772.2495, 36.3791,  976.7943, 770.7288, 36.3784,  0, 0, 0
L 976.7943, 770.7288, 36.3784,  980.9036, 765.7041, 36.3860,  0, 0, 0
L 980.9036, 765.7041, 36.3860,  981.9976, 764.2397, 36.3801,  0, 0, 0
L 981.9976, 764.2397, 36.3801,  987.2755, 756.9252, 36.6003,  0, 0, 0
L 987.2755, 756.9252, 36.6003,  988.3633, 755.3135, 36.7691,  0, 0, 0
