P 200.0000, 1000, 0,  0, 0, 0,  2,  The_Sepulcher_of_the_Damned_(MMCE)
P 200.0000, 1200, 0,  0, 0, 0,  2,  Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P 200.0000, 1400, 0,  0, 0, 0,  2,  http://www.eqmaps.info
P 200.0000, 1600.0000, 0.0000,  0, 0, 0,  2,  Return_of_the_Exiled_(www.roteguild.org)
L 503.7000, 245.0000, -3.0000,  504.7000, 246.8000, -3.0000,  0, 0, 0
L 493.7000, 244.9000, -3.0000,  503.7000, 245.0000, -3.0000,  0, 0, 0
L 492.1000, 244.9000, -3.0000,  493.7000, 244.9000, -3.0000,  0, 0, 0
L 472.4000, 243.3000, -3.0000,  492.1000, 244.9000, -3.0000,  0, 0, 0
L 470.8000, 243.2000, -3.0000,  472.4000, 243.3000, -3.0000,  0, 0, 0
L 470.4000, 253.9000, -3.0000,  470.8000, 243.2000, -3.0000,  0, 0, 0
L 470.4000, 255.7000, -3.0000,  470.4000, 253.9000, -3.0000,  0, 0, 0
L 468.7000, 256.8000, -3.0000,  470.4000, 255.7000, -3.0000,  0, 0, 0
L 466.7000, 256.8000, -3.0000,  468.7000, 256.8000, -3.0000,  0, 0, 0
L 465.5000, 258.3000, -3.0000,  466.7000, 256.8000, -3.0000,  0, 0, 0
L 465.4000, 260.2000, -3.0000,  465.5000, 258.3000, -3.0000,  0, 0, 0
L 448.3000, 258.7000, 2.8000,  465.4000, 260.2000, -3.0000,  0, 0, 0
L 428.7000, 257.0000, -3.0000,  448.3000, 258.7000, 2.8000,  0, 0, 0
L 426.9000, 256.9000, -3.0000,  428.7000, 257.0000, -3.0000,  0, 0, 0
L 425.3000, 256.9000, -3.0000,  426.9000, 256.9000, -3.0000,  0, 0, 0
L 424.8000, 254.5000, -3.0000,  425.3000, 256.9000, -3.0000,  0, 0, 0
L 425.0000, 252.6000, -3.0000,  424.8000, 254.5000, -3.0000,  0, 0, 0
L 425.5000, 247.0000, -3.0000,  425.0000, 252.6000, -3.0000,  0, 0, 0
L 425.6000, 245.0000, -3.0000,  425.5000, 247.0000, -3.0000,  0, 0, 0
L 421.2000, 244.9000, -3.0000,  425.6000, 245.0000, -3.0000,  0, 0, 0
L 411.6000, 244.9000, -3.0000,  421.2000, 244.9000, -3.0000,  0, 0, 0
L 408.0000, 244.7000, -3.0000,  411.6000, 244.9000, -3.0000,  0, 0, 0
L 406.2000, 244.6000, -3.0000,  408.0000, 244.7000, -3.0000,  0, 0, 0
L 405.9000, 252.8000, -3.0000,  406.2000, 244.6000, -3.0000,  0, 0, 0
L 405.9000, 254.6000, -3.0000,  405.9000, 252.8000, -3.0000,  0, 0, 0
L 401.0000, 254.8000, -3.0000,  405.9000, 254.6000, -3.0000,  0, 0, 0
L 381.2000, 254.8000, -3.0000,  401.0000, 254.8000, -3.0000,  0, 0, 0
L 379.4000, 254.8000, -3.0000,  381.2000, 254.8000, -3.0000,  0, 0, 0
L 377.5000, 255.2000, -3.0000,  379.4000, 254.8000, -3.0000,  0, 0, 0
L 363.9000, 255.3000, -3.0000,  377.5000, 255.2000, -3.0000,  0, 0, 0
L 362.1000, 255.3000, -3.0000,  363.9000, 255.3000, -3.0000,  0, 0, 0
L 360.3000, 255.5000, -2.9000,  362.1000, 255.3000, -3.0000,  0, 0, 0
L 358.5000, 256.0000, -3.0000,  360.3000, 255.5000, -2.9000,  0, 0, 0
L 356.7000, 255.7000, -3.0000,  358.5000, 256.0000, -3.0000,  0, 0, 0
L 348.6000, 255.4000, -3.0000,  356.7000, 255.7000, -3.0000,  0, 0, 0
L 347.0000, 255.4000, -3.0000,  348.6000, 255.4000, -3.0000,  0, 0, 0
L 345.1000, 255.1000, -2.4000,  347.0000, 255.4000, -3.0000,  0, 0, 0
L 335.1000, 254.9000, -0.9000,  345.1000, 255.1000, -2.4000,  0, 0, 0
L 333.4000, 254.9000, -0.8000,  335.1000, 254.9000, -0.9000,  0, 0, 0
L 325.2000, 251.7000, -3.0000,  333.4000, 254.9000, -0.8000,  0, 0, 0
L 323.5000, 251.0000, -3.0000,  325.2000, 251.7000, -3.0000,  0, 0, 0
L 321.6000, 250.6000, -3.0000,  323.5000, 251.0000, -3.0000,  0, 0, 0
L 319.8000, 251.3000, -3.0000,  321.6000, 250.6000, -3.0000,  0, 0, 0
L 318.4000, 252.5000, -3.0000,  319.8000, 251.3000, -3.0000,  0, 0, 0
L 317.5000, 254.1000, -3.0000,  318.4000, 252.5000, -3.0000,  0, 0, 0
L 309.3000, 254.7000, -3.0000,  317.5000, 254.1000, -3.0000,  0, 0, 0
L 307.4000, 254.8000, -3.0000,  309.3000, 254.7000, -3.0000,  0, 0, 0
L 305.6000, 255.1000, -3.0000,  307.4000, 254.8000, -3.0000,  0, 0, 0
L 288.0000, 255.6000, -3.0000,  305.6000, 255.1000, -3.0000,  0, 0, 0
L 278.1000, 255.4000, -3.0000,  288.0000, 255.6000, -3.0000,  0, 0, 0
L 276.5000, 255.4000, -3.0000,  278.1000, 255.4000, -3.0000,  0, 0, 0
L 273.8000, 255.2000, -3.0000,  276.5000, 255.4000, -3.0000,  0, 0, 0
L 272.0000, 255.0000, -3.0000,  273.8000, 255.2000, -3.0000,  0, 0, 0
L 259.1000, 254.9000, -3.0000,  272.0000, 255.0000, -3.0000,  0, 0, 0
L 257.4000, 254.9000, -3.0000,  259.1000, 254.9000, -3.0000,  0, 0, 0
L 255.6000, 254.6000, -3.0000,  257.4000, 254.9000, -3.0000,  0, 0, 0
L 255.1000, 241.2000, 2.3000,  255.6000, 254.6000, -3.0000,  0, 0, 0
L 255.5000, 239.3000, 1.8000,  255.1000, 241.2000, 2.3000,  0, 0, 0
L 256.6000, 237.6000, -3.0000,  255.5000, 239.3000, 1.8000,  0, 0, 0
L 257.4000, 235.3000, -3.0000,  256.6000, 237.6000, -3.0000,  0, 0, 0
L 258.0000, 233.6000, -3.0000,  257.4000, 235.3000, -3.0000,  0, 0, 0
L 258.4000, 231.0000, -3.0000,  258.0000, 233.6000, -3.0000,  0, 0, 0
L 258.4000, 229.0000, -3.0000,  258.4000, 231.0000, -3.0000,  0, 0, 0
L 257.5000, 227.3000, -3.0000,  258.4000, 229.0000, -3.0000,  0, 0, 0
L 257.5000, 225.4000, -3.0000,  257.5000, 227.3000, -3.0000,  0, 0, 0
L 256.8000, 223.7000, -3.0000,  257.5000, 225.4000, -3.0000,  0, 0, 0
L 254.9000, 223.3000, -3.0000,  256.8000, 223.7000, -3.0000,  0, 0, 0
L 274.7000, 223.1000, -3.0000,  254.9000, 223.3000, -3.0000,  0, 0, 0
L 304.5000, 223.2000, -3.0000,  274.7000, 223.1000, -3.0000,  0, 0, 0
L 306.4000, 223.2000, -3.0000,  304.5000, 223.2000, -3.0000,  0, 0, 0
L 308.1000, 223.1000, -3.0000,  306.4000, 223.2000, -3.0000,  0, 0, 0
L 308.6000, 216.4000, -3.0000,  308.1000, 223.1000, -3.0000,  0, 0, 0
L 308.6000, 214.4000, -3.0000,  308.6000, 216.4000, -3.0000,  0, 0, 0
L 314.3000, 215.2000, -3.0000,  308.6000, 214.4000, -3.0000,  0, 0, 0
L 316.2000, 215.5000, -3.0000,  314.3000, 215.2000, -3.0000,  0, 0, 0
L 317.7000, 214.3000, -3.0000,  316.2000, 215.5000, -3.0000,  0, 0, 0
L 318.6000, 212.8000, -3.0000,  317.7000, 214.3000, -3.0000,  0, 0, 0
L 319.1000, 207.0000, -3.0000,  318.6000, 212.8000, -3.0000,  0, 0, 0
L 506.0000, -322.0000, -3.0000,  506.0000, -308.0000, -3.0000,  0, 0, 0
L 507.0000, -324.0000, -3.0000,  506.0000, -322.0000, -3.0000,  0, 0, 0
L 508.0000, -325.0000, -3.0000,  507.0000, -324.0000, -3.0000,  0, 0, 0
L 519.0000, -326.0000, -3.0000,  508.0000, -325.0000, -3.0000,  0, 0, 0
L 276.0000, -274.0000, -3.0000,  276.0000, -265.0000, -3.0000,  0, 0, 0
L 275.0000, -276.0000, -3.0000,  276.0000, -274.0000, -3.0000,  0, 0, 0
L 67.0000, 265.0000, -3.0000,  67.0000, 278.0000, -3.0000,  0, 0, 0
L 80.0000, 261.0000, -3.0000,  69.0000, 261.0000, -3.0000,  0, 0, 0
L 82.0000, 262.0000, -3.0000,  80.0000, 261.0000, -3.0000,  0, 0, 0
L 97.0000, 262.0000, -3.0000,  86.0000, 262.0000, -3.0000,  0, 0, 0
L 98.0000, 263.0000, -3.0000,  97.0000, 262.0000, -3.0000,  0, 0, 0
L 99.0000, 271.0000, -3.0000,  98.0000, 263.0000, -3.0000,  0, 0, 0
L 112.0000, 342.0000, -3.0000,  126.0000, 342.0000, -3.0000,  0, 0, 0
L 109.0000, 356.0000, -3.0000,  109.0000, 353.0000, -3.0000,  0, 0, 0
L 112.0000, 358.0000, -3.0000,  109.0000, 356.0000, -3.0000,  0, 0, 0
L 124.0000, 358.0000, -3.0000,  112.0000, 358.0000, -3.0000,  0, 0, 0
L 124.0000, 363.0000, 2.0000,  124.0000, 358.0000, -3.0000,  0, 0, 0
L 124.0000, 365.0000, 2.0000,  124.0000, 363.0000, 2.0000,  0, 0, 0
L 125.0000, 366.0000, 3.0000,  124.0000, 365.0000, 2.0000,  0, 0, 0
L 126.0000, 368.0000, 4.0000,  125.0000, 366.0000, 3.0000,  0, 0, 0
L 125.0000, 370.0000, 4.0000,  126.0000, 368.0000, 4.0000,  0, 0, 0
L 125.0000, 374.0000, 2.0000,  125.0000, 370.0000, 4.0000,  0, 0, 0
L 125.0000, 376.0000, 2.0000,  125.0000, 374.0000, 2.0000,  0, 0, 0
L 124.0000, 382.0000, -3.0000,  125.0000, 376.0000, 2.0000,  0, 0, 0
L 124.0000, 384.0000, -3.0000,  124.0000, 382.0000, -3.0000,  0, 0, 0
L 126.0000, 386.0000, -3.0000,  124.0000, 384.0000, -3.0000,  0, 0, 0
L 126.0000, 388.0000, 1.0000,  126.0000, 386.0000, -3.0000,  0, 0, 0
L 133.0000, 395.0000, 2.0000,  126.0000, 388.0000, 1.0000,  0, 0, 0
L 161.0000, 423.0000, -3.0000,  160.0000, 422.0000, -3.0000,  0, 0, 0
L 160.0000, 422.0000, -3.0000,  131.0000, 393.0000, -3.0000,  0, 0, 0
L 173.0000, 435.0000, 2.0000,  160.0000, 422.0000, -3.0000,  0, 0, 0
L 174.0000, 436.0000, 2.0000,  173.0000, 435.0000, 2.0000,  0, 0, 0
L 174.0000, 480.0000, -3.0000,  174.0000, 436.0000, 2.0000,  0, 0, 0
L 174.0000, 481.0000, -3.0000,  174.0000, 480.0000, -3.0000,  0, 0, 0
L 160.0000, 481.0000, -3.0000,  174.0000, 481.0000, -3.0000,  0, 0, 0
L 159.0000, 482.0000, -3.0000,  160.0000, 481.0000, -3.0000,  0, 0, 0
L 157.0000, 483.0000, -3.0000,  159.0000, 482.0000, -3.0000,  0, 0, 0
L 157.0000, 488.0000, -3.0000,  157.0000, 483.0000, -3.0000,  0, 0, 0
L 158.0000, 491.0000, -3.0000,  157.0000, 488.0000, -3.0000,  0, 0, 0
L 160.0000, 493.0000, -3.0000,  158.0000, 491.0000, -3.0000,  0, 0, 0
L 162.0000, 493.0000, -3.0000,  160.0000, 493.0000, -3.0000,  0, 0, 0
L 162.0000, 511.0000, -3.0000,  162.0000, 493.0000, -3.0000,  0, 0, 0
L 159.0000, 513.0000, -3.0000,  162.0000, 511.0000, -3.0000,  0, 0, 0
L 158.0000, 514.0000, -3.0000,  159.0000, 513.0000, -3.0000,  0, 0, 0
L 157.0000, 516.0000, -3.0000,  158.0000, 514.0000, -3.0000,  0, 0, 0
L 157.0000, 522.0000, -3.0000,  157.0000, 516.0000, -3.0000,  0, 0, 0
L 160.0000, 524.0000, -3.0000,  157.0000, 522.0000, -3.0000,  0, 0, 0
L 162.0000, 524.0000, -3.0000,  160.0000, 524.0000, -3.0000,  0, 0, 0
L 174.0000, 524.0000, -1.0000,  162.0000, 524.0000, -3.0000,  0, 0, 0
L 176.0000, 524.0000, -3.0000,  174.0000, 524.0000, -1.0000,  0, 0, 0
L 188.0000, 537.0000, -4.0000,  176.0000, 524.0000, -3.0000,  0, 0, 0
L 190.0000, 538.0000, -5.0000,  188.0000, 537.0000, -4.0000,  0, 0, 0
L 190.0000, 553.0000, -6.0000,  190.0000, 538.0000, -5.0000,  0, 0, 0
L 191.0000, 555.0000, -6.0000,  190.0000, 553.0000, -6.0000,  0, 0, 0
L 204.0000, 569.0000, -4.0000,  191.0000, 555.0000, -6.0000,  0, 0, 0
L 206.0000, 570.0000, 2.0000,  204.0000, 569.0000, -4.0000,  0, 0, 0
L 206.0000, 583.0000, 2.0000,  206.0000, 570.0000, 2.0000,  0, 0, 0
L 150.0000, 583.0000, -2.0000,  206.0000, 583.0000, 2.0000,  0, 0, 0
L 130.0000, 583.0000, -6.0000,  150.0000, 583.0000, -2.0000,  0, 0, 0
L 128.0000, 583.0000, -6.0000,  130.0000, 583.0000, -6.0000,  0, 0, 0
L 127.0000, 584.0000, -6.0000,  128.0000, 583.0000, -6.0000,  0, 0, 0
L 125.0000, 585.0000, -6.0000,  127.0000, 584.0000, -6.0000,  0, 0, 0
L 125.0000, 591.0000, -6.0000,  125.0000, 585.0000, -6.0000,  0, 0, 0
L 126.0000, 596.0000, -6.0000,  125.0000, 591.0000, -6.0000,  0, 0, 0
L 126.0000, 598.0000, -6.0000,  126.0000, 596.0000, -6.0000,  0, 0, 0
L 127.0000, 599.0000, -6.0000,  126.0000, 598.0000, -6.0000,  0, 0, 0
L 153.0000, 599.0000, -6.0000,  127.0000, 599.0000, -6.0000,  0, 0, 0
L 155.0000, 603.0000, -6.0000,  153.0000, 599.0000, -6.0000,  0, 0, 0
L 157.0000, 604.0000, -6.0000,  155.0000, 603.0000, -6.0000,  0, 0, 0
L 158.0000, 604.0000, -6.0000,  157.0000, 604.0000, -6.0000,  0, 0, 0
L 159.0000, 606.0000, -6.0000,  158.0000, 604.0000, -6.0000,  0, 0, 0
L 159.0000, 611.0000, -6.0000,  159.0000, 606.0000, -6.0000,  0, 0, 0
L 158.0000, 620.0000, -6.0000,  159.0000, 611.0000, -6.0000,  0, 0, 0
L 159.0000, 627.0000, -6.0000,  158.0000, 620.0000, -6.0000,  0, 0, 0
L 158.0000, 633.0000, -6.0000,  159.0000, 627.0000, -6.0000,  0, 0, 0
L 158.0000, 635.0000, -6.0000,  158.0000, 633.0000, -6.0000,  0, 0, 0
L 155.0000, 639.0000, -6.0000,  158.0000, 635.0000, -6.0000,  0, 0, 0
L 154.0000, 641.0000, -6.0000,  155.0000, 639.0000, -6.0000,  0, 0, 0
L 154.0000, 644.0000, -6.0000,  154.0000, 641.0000, -6.0000,  0, 0, 0
L 155.0000, 646.0000, -6.0000,  154.0000, 644.0000, -6.0000,  0, 0, 0
L 156.0000, 647.0000, -6.0000,  155.0000, 646.0000, -6.0000,  0, 0, 0
L 158.0000, 647.0000, -6.0000,  156.0000, 647.0000, -6.0000,  0, 0, 0
L 158.0000, 655.0000, -6.0000,  158.0000, 647.0000, -6.0000,  0, 0, 0
L 159.0000, 657.0000, -6.0000,  158.0000, 655.0000, -6.0000,  0, 0, 0
L 158.0000, 670.0000, -6.0000,  159.0000, 657.0000, -6.0000,  0, 0, 0
L 158.0000, 672.0000, -6.0000,  158.0000, 670.0000, -6.0000,  0, 0, 0
L 157.0000, 675.0000, -6.0000,  158.0000, 672.0000, -6.0000,  0, 0, 0
L 157.0000, 679.0000, -6.0000,  157.0000, 675.0000, -6.0000,  0, 0, 0
L 154.0000, 683.0000, -6.0000,  157.0000, 679.0000, -6.0000,  0, 0, 0
L 154.0000, 687.0000, -6.0000,  154.0000, 683.0000, -6.0000,  0, 0, 0
L 156.0000, 689.0000, -6.0000,  154.0000, 687.0000, -6.0000,  0, 0, 0
L 158.0000, 690.0000, -6.0000,  156.0000, 689.0000, -6.0000,  0, 0, 0
L 158.0000, 696.0000, -6.0000,  158.0000, 690.0000, -6.0000,  0, 0, 0
L 159.0000, 700.0000, -6.0000,  158.0000, 696.0000, -6.0000,  0, 0, 0
L 159.0000, 702.0000, -6.0000,  159.0000, 700.0000, -6.0000,  0, 0, 0
L 158.0000, 722.0000, -6.0000,  159.0000, 702.0000, -6.0000,  0, 0, 0
L 158.0000, 724.0000, -6.0000,  158.0000, 722.0000, -6.0000,  0, 0, 0
L 156.0000, 725.0000, -6.0000,  158.0000, 724.0000, -6.0000,  0, 0, 0
L 154.0000, 727.0000, -6.0000,  156.0000, 725.0000, -6.0000,  0, 0, 0
L 154.0000, 729.0000, -6.0000,  154.0000, 727.0000, -6.0000,  0, 0, 0
L 88.0000, 729.0000, -6.0000,  154.0000, 729.0000, -6.0000,  0, 0, 0
L 87.0000, 728.0000, -6.0000,  88.0000, 729.0000, -6.0000,  0, 0, 0
L 87.0000, 726.0000, -6.0000,  87.0000, 728.0000, -6.0000,  0, 0, 0
L 83.0000, 724.0000, -6.0000,  87.0000, 726.0000, -6.0000,  0, 0, 0
L 83.0000, 706.0000, -6.0000,  83.0000, 724.0000, -6.0000,  0, 0, 0
L 82.0000, 702.0000, -6.0000,  83.0000, 706.0000, -6.0000,  0, 0, 0
L 83.0000, 695.0000, -6.0000,  82.0000, 702.0000, -6.0000,  0, 0, 0
L 83.0000, 693.0000, -6.0000,  83.0000, 695.0000, -6.0000,  0, 0, 0
L 87.0000, 688.0000, -6.0000,  83.0000, 693.0000, -6.0000,  0, 0, 0
L 87.0000, 683.0000, -6.0000,  87.0000, 688.0000, -6.0000,  0, 0, 0
L 83.0000, 681.0000, -6.0000,  87.0000, 683.0000, -6.0000,  0, 0, 0
L 83.0000, 664.0000, -6.0000,  83.0000, 681.0000, -6.0000,  0, 0, 0
L 82.0000, 663.0000, -6.0000,  83.0000, 664.0000, -6.0000,  0, 0, 0
L 82.0000, 660.0000, -6.0000,  82.0000, 663.0000, -6.0000,  0, 0, 0
L 83.0000, 655.0000, -6.0000,  82.0000, 660.0000, -6.0000,  0, 0, 0
L 83.0000, 654.0000, -6.0000,  83.0000, 655.0000, -6.0000,  0, 0, 0
L 84.0000, 649.0000, -6.0000,  83.0000, 654.0000, -6.0000,  0, 0, 0
L 87.0000, 645.0000, -6.0000,  84.0000, 649.0000, -6.0000,  0, 0, 0
L 87.0000, 641.0000, -6.0000,  87.0000, 645.0000, -6.0000,  0, 0, 0
L 85.0000, 639.0000, -6.0000,  87.0000, 641.0000, -6.0000,  0, 0, 0
L 83.0000, 638.0000, -6.0000,  85.0000, 639.0000, -6.0000,  0, 0, 0
L 83.0000, 631.0000, -6.0000,  83.0000, 638.0000, -6.0000,  0, 0, 0
L 82.0000, 629.0000, -6.0000,  83.0000, 631.0000, -6.0000,  0, 0, 0
L 83.0000, 616.0000, -6.0000,  82.0000, 629.0000, -6.0000,  0, 0, 0
L 83.0000, 615.0000, -6.0000,  83.0000, 616.0000, -6.0000,  0, 0, 0
L 82.0000, 614.0000, -6.0000,  83.0000, 615.0000, -6.0000,  0, 0, 0
L 82.0000, 607.0000, -6.0000,  82.0000, 614.0000, -6.0000,  0, 0, 0
L 83.0000, 606.0000, -6.0000,  82.0000, 607.0000, -6.0000,  0, 0, 0
L 83.0000, 604.0000, -6.0000,  83.0000, 606.0000, -6.0000,  0, 0, 0
L 85.0000, 603.0000, -6.0000,  83.0000, 604.0000, -6.0000,  0, 0, 0
L 87.0000, 601.0000, -6.0000,  85.0000, 603.0000, -6.0000,  0, 0, 0
L 87.0000, 599.0000, -6.0000,  87.0000, 601.0000, -6.0000,  0, 0, 0
L 113.0000, 599.0000, -6.0000,  87.0000, 599.0000, -6.0000,  0, 0, 0
L 115.0000, 598.0000, -6.0000,  113.0000, 599.0000, -6.0000,  0, 0, 0
L 115.0000, 593.0000, -6.0000,  115.0000, 598.0000, -6.0000,  0, 0, 0
L 116.0000, 591.0000, -6.0000,  115.0000, 593.0000, -6.0000,  0, 0, 0
L 116.0000, 586.0000, -6.0000,  116.0000, 591.0000, -6.0000,  0, 0, 0
L 115.0000, 585.0000, -6.0000,  116.0000, 586.0000, -6.0000,  0, 0, 0
L 115.0000, 540.0000, -5.0000,  115.0000, 585.0000, -6.0000,  0, 0, 0
L 115.0000, 538.0000, -4.0000,  115.0000, 540.0000, -5.0000,  0, 0, 0
L 128.0000, 525.0000, 0.0000,  115.0000, 538.0000, -4.0000,  0, 0, 0
L 129.0000, 524.0000, 2.0000,  128.0000, 525.0000, 0.0000,  0, 0, 0
L 143.0000, 524.0000, 0.0000,  129.0000, 524.0000, 2.0000,  0, 0, 0
