P -100, 400, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P -100, 600, 0, 0, 0, 0, 2, http://www.eqmaps.info
P -100, 800, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
L 30.0, -897.0, -22.0, 30.0, -897.0, -20.0, 0, 0, 0
L 24.0, -897.0, -22.0, 30.0, -897.0, -22.0, 0, 0, 0
L 23.0, -899.0, -20.0, 24.0, -897.0, -22.0, 0, 0, 0
L 23.0, -901.0, -20.0, 23.0, -899.0, -20.0, 0, 0, 0
L 14.0, -901.0, -20.0, 23.0, -901.0, -20.0, 0, 0, 0
L 14.0, -899.0, -20.0, 14.0, -901.0, -20.0, 0, 0, 0
L 15.0, -891.0, -24.0, 14.0, -899.0, -20.0, 0, 0, 0
L 16.0, -889.0, -24.0, 15.0, -891.0, -24.0, 0, 0, 0
L 14.0, -889.0, -21.0, 16.0, -889.0, -24.0, 0, 0, 0
L 12.0, -889.0, -20.0, 14.0, -889.0, -21.0, 0, 0, 0
L -11.0, -889.0, -20.0, 12.0, -889.0, -20.0, 0, 0, 0
L -46.0, -838.0, -20.0, -11.0, -889.0, -20.0, 0, 0, 0
L -46.0, -793.0, -20.0, -46.0, -838.0, -20.0, 0, 0, 0
L -47.0, -792.0, -24.0, -46.0, -793.0, -20.0, 0, 0, 0
L -56.0, -791.0, -20.0, -47.0, -792.0, -24.0, 0, 0, 0
L -57.0, -791.0, -20.0, -56.0, -791.0, -20.0, 0, 0, 0
L -57.0, -783.0, -20.0, -57.0, -791.0, -20.0, 0, 0, 0
L -55.0, -781.0, -20.0, -57.0, -783.0, -20.0, 0, 0, 0
L -54.0, -774.0, -20.0, -55.0, -781.0, -20.0, 0, 0, 0
L -63.0, -774.0, -18.0, -54.0, -774.0, -20.0, 0, 0, 0
L -84.0, -773.0, -20.0, -63.0, -774.0, -18.0, 0, 0, 0
L -102.0, -773.0, -20.0, -84.0, -773.0, -20.0, 0, 0, 0
L -122.0, -772.0, -17.0, -102.0, -773.0, -20.0, 0, 0, 0
L -140.0, -773.0, -21.0, -122.0, -772.0, -17.0, 0, 0, 0
L -168.0, -773.0, -37.0, -140.0, -773.0, -21.0, 0, 0, 0
L -194.0, -773.0, -50.0, -168.0, -773.0, -37.0, 0, 0, 0
L -196.0, -773.0, -50.0, -194.0, -773.0, -50.0, 0, 0, 0
L -198.0, -776.0, -50.0, -196.0, -773.0, -50.0, 0, 0, 0
L -199.0, -778.0, -50.0, -198.0, -776.0, -50.0, 0, 0, 0
L -199.0, -780.0, -50.0, -199.0, -778.0, -50.0, 0, 0, 0
L -197.0, -781.0, -50.0, -199.0, -780.0, -50.0, 0, 0, 0
L -194.0, -781.0, -50.0, -197.0, -781.0, -50.0, 0, 0, 0
L -194.0, -798.0, -50.0, -194.0, -781.0, -50.0, 0, 0, 0
L -213.0, -817.0, -50.0, -194.0, -798.0, -50.0, 0, 0, 0
L -306.0, -817.0, -50.0, -213.0, -817.0, -50.0, 0, 0, 0
L -306.0, -701.0, -50.0, -306.0, -817.0, -50.0, 0, 0, 0
L -298.0, -700.0, -50.0, -306.0, -701.0, -50.0, 0, 0, 0
L -290.0, -700.0, -50.0, -298.0, -700.0, -50.0, 0, 0, 0
L -288.0, -702.0, -50.0, -290.0, -700.0, -50.0, 0, 0, 0
L -285.0, -703.0, -50.0, -288.0, -702.0, -50.0, 0, 0, 0
L -279.0, -703.0, -50.0, -285.0, -703.0, -50.0, 0, 0, 0
L -277.0, -702.0, -50.0, -279.0, -703.0, -50.0, 0, 0, 0
L -276.0, -701.0, -50.0, -277.0, -702.0, -50.0, 0, 0, 0
L -277.0, -695.0, -48.0, -276.0, -701.0, -50.0, 0, 0, 0
L -277.0, -693.0, -45.0, -277.0, -695.0, -48.0, 0, 0, 0
L -276.0, -659.0, -25.0, -277.0, -693.0, -45.0, 0, 0, 0
L -276.0, -656.0, -23.0, -276.0, -659.0, -25.0, 0, 0, 0
L -277.0, -620.0, -16.0, -276.0, -656.0, -23.0, 0, 0, 0
L -277.0, -618.0, -16.0, -277.0, -620.0, -16.0, 0, 0, 0
L -279.0, -618.0, -16.0, -277.0, -618.0, -16.0, 0, 0, 0
L -280.0, -588.0, -17.0, -279.0, -618.0, -16.0, 0, 0, 0
L -281.0, -479.0, -15.0, -280.0, -588.0, -17.0, 0, 0, 0
L -282.0, -478.0, -15.0, -281.0, -479.0, -15.0, 0, 0, 0
L -282.0, -458.0, -14.0, -282.0, -478.0, -15.0, 0, 0, 0
L -136.0, -457.0, -16.0, -282.0, -458.0, -14.0, 0, 0, 0
L -135.0, -455.0, -15.0, -136.0, -457.0, -16.0, 0, 0, 0
L -118.0, -438.0, -16.0, -135.0, -455.0, -15.0, 0, 0, 0
L -115.0, -188.0, -18.0, -118.0, -438.0, -16.0, 0, 0, 0
L -123.0, -188.0, -18.0, -115.0, -188.0, -18.0, 0, 0, 0
L -123.0, -191.0, -18.0, -123.0, -188.0, -18.0, 0, 0, 0
L -132.0, -191.0, -18.0, -123.0, -191.0, -18.0, 0, 0, 0
L -132.0, -184.0, -18.0, -132.0, -191.0, -18.0, 0, 0, 0
L -131.0, -183.0, -18.0, -132.0, -184.0, -18.0, 0, 0, 0
L -133.0, -181.0, -18.0, -131.0, -183.0, -18.0, 0, 0, 0
L -263.0, -181.0, -18.0, -133.0, -181.0, -18.0, 0, 0, 0
L -263.0, -179.0, -18.0, -263.0, -181.0, -18.0, 0, 0, 0
L -262.0, -178.0, -18.0, -263.0, -179.0, -18.0, 0, 0, 0
L -262.0, -177.0, -18.0, -262.0, -178.0, -18.0, 0, 0, 0
L -264.0, -176.0, -18.0, -262.0, -177.0, -18.0, 0, 0, 0
L -278.0, -176.0, -18.0, -264.0, -176.0, -18.0, 0, 0, 0
L -278.0, -157.0, -18.0, -278.0, -176.0, -18.0, 0, 0, 0
L -266.0, -157.0, -18.0, -278.0, -157.0, -18.0, 0, 0, 0
L -265.0, -155.0, -18.0, -266.0, -157.0, -18.0, 0, 0, 0
L -265.0, -153.0, -18.0, -265.0, -155.0, -18.0, 0, 0, 0
L -264.0, -152.0, -18.0, -265.0, -153.0, -18.0, 0, 0, 0
L -266.0, -150.0, -18.0, -264.0, -152.0, -18.0, 0, 0, 0
L -278.0, -150.0, -18.0, -266.0, -150.0, -18.0, 0, 0, 0
L -278.0, -108.0, -18.0, -278.0, -150.0, -18.0, 0, 0, 0
L -275.0, -108.0, -18.0, -278.0, -108.0, -18.0, 0, 0, 0
L -271.0, -111.0, -18.0, -275.0, -108.0, -18.0, 0, 0, 0
L -270.0, -112.0, -18.0, -271.0, -111.0, -18.0, 0, 0, 0
L -268.0, -112.0, -18.0, -270.0, -112.0, -18.0, 0, 0, 0
L -262.0, -104.0, -18.0, -268.0, -112.0, -18.0, 0, 0, 0
L -265.0, -101.0, -18.0, -262.0, -104.0, -18.0, 0, 0, 0
L -278.0, -101.0, -18.0, -265.0, -101.0, -18.0, 0, 0, 0
L -278.0, -72.0, -18.0, -278.0, -101.0, -18.0, 0, 0, 0
L -271.0, -72.0, -18.0, -278.0, -72.0, -18.0, 0, 0, 0
L -267.0, -74.0, -18.0, -271.0, -72.0, -18.0, 0, 0, 0
L -265.0, -72.0, -18.0, -267.0, -74.0, -18.0, 0, 0, 0
L -265.0, -69.0, -18.0, -265.0, -72.0, -18.0, 0, 0, 0
L -264.0, -68.0, -18.0, -265.0, -69.0, -18.0, 0, 0, 0
L -264.0, -67.0, -18.0, -264.0, -68.0, -18.0, 0, 0, 0
L -266.0, -65.0, -18.0, -264.0, -67.0, -18.0, 0, 0, 0
L -278.0, -65.0, -18.0, -266.0, -65.0, -18.0, 0, 0, 0
L -278.0, -47.0, -18.0, -278.0, -65.0, -18.0, 0, 0, 0
L -266.0, -47.0, -18.0, -278.0, -47.0, -18.0, 0, 0, 0
L -265.0, -46.0, -18.0, -266.0, -47.0, -18.0, 0, 0, 0
L -265.0, -41.0, -18.0, -265.0, -44.0, -18.0, 0, 0, 0
L -266.0, -39.0, -18.0, -265.0, -41.0, -18.0, 0, 0, 0
L -265.0, -40.0, -18.0, -266.0, -39.0, -18.0, 0, 0, 0
L -265.0, -44.0, -18.0, -265.0, -46.0, -18.0, 0, 0, 0
L -265.0, -44.0, -18.0, -265.0, -40.0, -18.0, 0, 0, 0
L -264.0, -46.0, -18.0, -265.0, -44.0, -18.0, 0, 0, 0
L -263.0, -45.0, -18.0, -264.0, -46.0, -18.0, 0, 0, 0
L -262.0, -43.0, -18.0, -263.0, -45.0, -18.0, 0, 0, 0
L -266.0, -40.0, -18.0, -262.0, -43.0, -18.0, 0, 0, 0
L -278.0, -40.0, -18.0, -266.0, -40.0, -18.0, 0, 0, 0
L -278.0, -11.0, -18.0, -278.0, -40.0, -18.0, 0, 0, 0
L -266.0, -11.0, -18.0, -278.0, -11.0, -18.0, 0, 0, 0
L -263.0, -7.0, -18.0, -266.0, -11.0, -18.0, 0, 0, 0
L -263.0, -6.0, -18.0, -263.0, -7.0, -18.0, 0, 0, 0
L -265.0, -5.0, -18.0, -263.0, -6.0, -18.0, 0, 0, 0
L -266.0, -4.0, -18.0, -265.0, -5.0, -18.0, 0, 0, 0
L -278.0, -4.0, -18.0, -266.0, -4.0, -18.0, 0, 0, 0
L -278.0, 37.0, -18.0, -278.0, -4.0, -18.0, 0, 0, 0
L -272.0, 37.0, -18.0, -278.0, 37.0, -18.0, 0, 0, 0
L -269.0, 35.0, -18.0, -272.0, 37.0, -18.0, 0, 0, 0
L -267.0, 35.0, -18.0, -269.0, 35.0, -18.0, 0, 0, 0
L -265.0, 39.0, -18.0, -267.0, 35.0, -18.0, 0, 0, 0
L -265.0, 41.0, -18.0, -265.0, 39.0, -18.0, 0, 0, 0
L -264.0, 42.0, -18.0, -265.0, 41.0, -18.0, 0, 0, 0
L -265.0, 44.0, -18.0, -264.0, 42.0, -18.0, 0, 0, 0
L -266.0, 45.0, -18.0, -265.0, 44.0, -18.0, 0, 0, 0
L -278.0, 45.0, -18.0, -266.0, 45.0, -18.0, 0, 0, 0
L -278.0, 87.0, -18.0, -278.0, 45.0, -18.0, 0, 0, 0
L -168.0, 87.0, -18.0, -278.0, 87.0, -18.0, 0, 0, 0
L -168.0, 80.0, -18.0, -168.0, 87.0, -18.0, 0, 0, 0
L -169.0, 79.0, -18.0, -168.0, 80.0, -18.0, 0, 0, 0
L -170.0, 77.0, -18.0, -169.0, 79.0, -18.0, 0, 0, 0
L -171.0, 76.0, -18.0, -170.0, 77.0, -18.0, 0, 0, 0
L -169.0, 74.0, -18.0, -171.0, 76.0, -18.0, 0, 0, 0
L -167.0, 73.0, -18.0, -169.0, 74.0, -18.0, 0, 0, 0
L -166.0, 73.0, -18.0, -167.0, 73.0, -18.0, 0, 0, 0
L -164.0, 72.0, -18.0, -166.0, 73.0, -18.0, 0, 0, 0
L -163.0, 72.0, -18.0, -164.0, 72.0, -18.0, 0, 0, 0
L -161.0, 73.0, -18.0, -163.0, 72.0, -18.0, 0, 0, 0
L -161.0, 87.0, -18.0, -161.0, 73.0, -18.0, 0, 0, 0
L -142.0, 87.0, -18.0, -161.0, 87.0, -18.0, 0, 0, 0
L -142.0, 77.0, -18.0, -142.0, 87.0, -18.0, 0, 0, 0
L -143.0, 76.0, -18.0, -142.0, 77.0, -18.0, 0, 0, 0
L -143.0, 74.0, -18.0, -143.0, 76.0, -18.0, 0, 0, 0
L -142.0, 73.0, -18.0, -143.0, 74.0, -18.0, 0, 0, 0
L -140.0, 73.0, -18.0, -142.0, 73.0, -18.0, 0, 0, 0
L -138.0, 71.0, -18.0, -140.0, 73.0, -18.0, 0, 0, 0
L -137.0, 71.0, -18.0, -138.0, 71.0, -18.0, 0, 0, 0
L -135.0, 74.0, -18.0, -137.0, 71.0, -18.0, 0, 0, 0
L -135.0, 87.0, -18.0, -135.0, 74.0, -18.0, 0, 0, 0
L -94.0, 87.0, -18.0, -135.0, 87.0, -18.0, 0, 0, 0
L -93.0, 86.0, -18.0, -94.0, 87.0, -18.0, 0, 0, 0
L -93.0, 77.0, -18.0, -93.0, 86.0, -18.0, 0, 0, 0
L -94.0, 75.0, -18.0, -93.0, 77.0, -18.0, 0, 0, 0
L -92.0, 73.0, -18.0, -94.0, 75.0, -18.0, 0, 0, 0
L -89.0, 73.0, -18.0, -91.0, 73.0, -18.0, 0, 0, 0
L -91.0, 73.0, -18.0, -92.0, 73.0, -18.0, 0, 0, 0
L -88.0, 72.0, -18.0, -91.0, 73.0, -18.0, 0, 0, 0
L -86.0, 74.0, -18.0, -88.0, 72.0, -18.0, 0, 0, 0
L -86.0, 87.0, -18.0, -86.0, 74.0, -18.0, 0, 0, 0
L -58.0, 87.0, -18.0, -86.0, 87.0, -18.0, 0, 0, 0
L -58.0, 77.0, -18.0, -58.0, 87.0, -18.0, 0, 0, 0
L -59.0, 76.0, -18.0, -58.0, 77.0, -18.0, 0, 0, 0
L -57.0, 74.0, -18.0, -59.0, 76.0, -18.0, 0, 0, 0
L -54.0, 74.0, -18.0, -57.0, 74.0, -18.0, 0, 0, 0
L -53.0, 73.0, -18.0, -54.0, 74.0, -18.0, 0, 0, 0
L -52.0, 73.0, -18.0, -53.0, 73.0, -18.0, 0, 0, 0
L -50.0, 75.0, -18.0, -52.0, 73.0, -18.0, 0, 0, 0
L -50.0, 87.0, -18.0, -50.0, 75.0, -18.0, 0, 0, 0
L -32.0, 87.0, -18.0, -50.0, 87.0, -18.0, 0, 0, 0
L -32.0, 75.0, -18.0, -32.0, 87.0, -18.0, 0, 0, 0
L -30.0, 74.0, -18.0, -32.0, 75.0, -18.0, 0, 0, 0
L -25.0, 74.0, -18.0, -30.0, 74.0, -18.0, 0, 0, 0
L -25.0, 87.0, -18.0, -25.0, 74.0, -18.0, 0, 0, 0
L 3.0, 87.0, -18.0, -25.0, 87.0, -18.0, 0, 0, 0
L 4.0, 86.0, -18.0, 3.0, 87.0, -18.0, 0, 0, 0
L 4.0, 84.0, -18.0, 4.0, 86.0, -18.0, 0, 0, 0
L 1.0, 81.0, -18.0, 4.0, 84.0, -18.0, 0, 0, 0
L 0.0, 79.0, -18.0, 1.0, 81.0, -18.0, 0, 0, 0
L 0.0, 78.0, -18.0, 0.0, 79.0, -18.0, 0, 0, 0
L 3.0, 75.0, -18.0, 0.0, 78.0, -18.0, 0, 0, 0
L 5.0, 74.0, -18.0, 3.0, 75.0, -18.0, 0, 0, 0
L 7.0, 74.0, -18.0, 5.0, 74.0, -18.0, 0, 0, 0
L 8.0, 73.0, -18.0, 7.0, 74.0, -18.0, 0, 0, 0
L 9.0, 73.0, -18.0, 8.0, 73.0, -18.0, 0, 0, 0
L 10.0, 74.0, -18.0, 9.0, 73.0, -18.0, 0, 0, 0
L 11.0, 87.0, -18.0, 10.0, 74.0, -18.0, 0, 0, 0
L 52.0, 87.0, -18.0, 11.0, 87.0, -18.0, 0, 0, 0
L 52.0, 74.0, -18.0, 52.0, 87.0, -18.0, 0, 0, 0
L 57.0, 74.0, -18.0, 52.0, 74.0, -18.0, 0, 0, 0
L 57.0, 73.0, -18.0, 57.0, 74.0, -18.0, 0, 0, 0
L 59.0, 74.0, -18.0, 57.0, 73.0, -18.0, 0, 0, 0
L 59.0, 87.0, -18.0, 59.0, 74.0, -18.0, 0, 0, 0
L 87.0, 87.0, -18.0, 59.0, 87.0, -18.0, 0, 0, 0
L 87.0, 75.0, -18.0, 87.0, 87.0, -18.0, 0, 0, 0
L 88.0, 74.0, -18.0, 87.0, 75.0, -18.0, 0, 0, 0
L 91.0, 74.0, -18.0, 88.0, 74.0, -18.0, 0, 0, 0
L 92.0, 73.0, -18.0, 91.0, 74.0, -18.0, 0, 0, 0
L 93.0, 73.0, -18.0, 92.0, 73.0, -18.0, 0, 0, 0
L 94.0, 75.0, -18.0, 93.0, 73.0, -18.0, 0, 0, 0
L 94.0, 87.0, -18.0, 94.0, 75.0, -18.0, 0, 0, 0
L 112.0, 87.0, -18.0, 94.0, 87.0, -18.0, 0, 0, 0
L 113.0, 81.0, -18.0, 112.0, 87.0, -18.0, 0, 0, 0
L 112.0, 79.0, -18.0, 113.0, 81.0, -18.0, 0, 0, 0
L 111.0, 78.0, -18.0, 112.0, 79.0, -18.0, 0, 0, 0
L 111.0, 76.0, -18.0, 111.0, 78.0, -18.0, 0, 0, 0
L 114.0, 74.0, -18.0, 111.0, 76.0, -18.0, 0, 0, 0
L 118.0, 74.0, -18.0, 114.0, 74.0, -18.0, 0, 0, 0
L 119.0, 73.0, -18.0, 118.0, 74.0, -18.0, 0, 0, 0
L 120.0, 74.0, -18.0, 119.0, 73.0, -18.0, 0, 0, 0
L 120.0, 86.0, -18.0, 120.0, 74.0, -18.0, 0, 0, 0
L 121.0, 87.0, -18.0, 120.0, 86.0, -18.0, 0, 0, 0
L 122.0, 87.0, -18.0, 121.0, 87.0, -18.0, 0, 0, 0
L 122.0, 51.0, -18.0, 122.0, 87.0, -18.0, 0, 0, 0
L 111.0, 51.0, -18.0, 122.0, 51.0, -18.0, 0, 0, 0
L 109.0, 52.0, -18.0, 111.0, 51.0, -18.0, 0, 0, 0
L 107.0, 51.0, -18.0, 109.0, 52.0, -18.0, 0, 0, 0
L 107.0, 49.0, -18.0, 107.0, 51.0, -18.0, 0, 0, 0
L 106.0, 47.0, -18.0, 107.0, 49.0, -18.0, 0, 0, 0
L 106.0, 46.0, -18.0, 106.0, 47.0, -18.0, 0, 0, 0
L 108.0, 44.0, -18.0, 106.0, 46.0, -18.0, 0, 0, 0
L 122.0, 44.0, -18.0, 108.0, 44.0, -18.0, 0, 0, 0
L 122.0, 25.0, -18.0, 122.0, 44.0, -18.0, 0, 0, 0
L 117.0, 25.0, -18.0, 122.0, 25.0, -18.0, 0, 0, 0
L 112.0, 27.0, -18.0, 117.0, 25.0, -18.0, 0, 0, 0
L 111.0, 28.0, -18.0, 112.0, 27.0, -18.0, 0, 0, 0
L 109.0, 25.0, -18.0, 111.0, 28.0, -18.0, 0, 0, 0
L 108.0, 24.0, -18.0, 109.0, 25.0, -18.0, 0, 0, 0
L 108.0, 21.0, -18.0, 108.0, 24.0, -18.0, 0, 0, 0
L 107.0, 20.0, -18.0, 108.0, 21.0, -18.0, 0, 0, 0
L 108.0, 18.0, -18.0, 107.0, 20.0, -18.0, 0, 0, 0
L 109.0, 17.0, -18.0, 108.0, 18.0, -18.0, 0, 0, 0
L 122.0, 17.0, -18.0, 109.0, 17.0, -18.0, 0, 0, 0
L 122.0, -24.0, -18.0, 122.0, 17.0, -18.0, 0, 0, 0
L 113.0, -24.0, -18.0, 122.0, -24.0, -18.0, 0, 0, 0
L 111.0, -23.0, -18.0, 113.0, -24.0, -18.0, 0, 0, 0
L 110.0, -22.0, -18.0, 111.0, -23.0, -18.0, 0, 0, 0
L 109.0, -24.0, -18.0, 110.0, -22.0, -18.0, 0, 0, 0
L 108.0, -27.0, -18.0, 109.0, -24.0, -18.0, 0, 0, 0
L 108.0, -28.0, -18.0, 108.0, -27.0, -18.0, 0, 0, 0
L 107.0, -29.0, -18.0, 108.0, -28.0, -18.0, 0, 0, 0
L 109.0, -31.0, -18.0, 107.0, -29.0, -18.0, 0, 0, 0
L 122.0, -31.0, -18.0, 109.0, -31.0, -18.0, 0, 0, 0
L 122.0, -59.0, -18.0, 122.0, -31.0, -18.0, 0, 0, 0
L 109.0, -59.0, -18.0, 122.0, -59.0, -18.0, 0, 0, 0
L 108.0, -62.0, -18.0, 109.0, -59.0, -18.0, 0, 0, 0
L 108.0, -65.0, -18.0, 108.0, -62.0, -18.0, 0, 0, 0
L 109.0, -66.0, -18.0, 108.0, -65.0, -18.0, 0, 0, 0
L 122.0, -66.0, -18.0, 109.0, -66.0, -18.0, 0, 0, 0
L 122.0, -85.0, -18.0, 122.0, -66.0, -18.0, 0, 0, 0
L 112.0, -85.0, -18.0, 122.0, -85.0, -18.0, 0, 0, 0
L 110.0, -84.0, -18.0, 112.0, -85.0, -18.0, 0, 0, 0
L 109.0, -85.0, -18.0, 110.0, -84.0, -18.0, 0, 0, 0
L 108.0, -89.0, -18.0, 109.0, -85.0, -18.0, 0, 0, 0
L 108.0, -90.0, -18.0, 108.0, -89.0, -18.0, 0, 0, 0
L 109.0, -92.0, -18.0, 108.0, -90.0, -18.0, 0, 0, 0
L 122.0, -92.0, -18.0, 109.0, -92.0, -18.0, 0, 0, 0
L 122.0, -181.0, -18.0, 122.0, -92.0, -18.0, 0, 0, 0
L -70.0, -181.0, -18.0, 122.0, -181.0, -18.0, 0, 0, 0
L -70.0, -191.0, -18.0, -70.0, -181.0, -18.0, 0, 0, 0
L -78.0, -191.0, -18.0, -70.0, -191.0, -18.0, 0, 0, 0
L -79.0, -190.0, -18.0, -78.0, -191.0, -18.0, 0, 0, 0
L -79.0, -187.0, -18.0, -79.0, -190.0, -18.0, 0, 0, 0
L -86.0, -187.0, -18.0, -79.0, -187.0, -18.0, 0, 0, 0
L -86.0, -207.0, -17.0, -86.0, -187.0, -18.0, 0, 0, 0
L -85.0, -209.0, -17.0, -86.0, -207.0, -17.0, 0, 0, 0
L -84.0, -209.0, -16.0, -85.0, -209.0, -17.0, 0, 0, 0
L -83.0, -453.0, -16.0, -84.0, -209.0, -16.0, 0, 0, 0
L -82.0, -493.0, -13.0, -83.0, -453.0, -16.0, 0, 0, 0
L -82.0, -494.0, -13.0, -82.0, -493.0, -13.0, 0, 0, 0
L -110.0, -494.0, -15.0, -82.0, -494.0, -13.0, 0, 0, 0
L -213.0, -494.0, -15.0, -110.0, -494.0, -15.0, 0, 0, 0
L -232.0, -495.0, -14.0, -213.0, -494.0, -15.0, 0, 0, 0
L -249.0, -508.0, -18.0, -232.0, -495.0, -14.0, 0, 0, 0
L -250.0, -508.0, -18.0, -249.0, -508.0, -18.0, 0, 0, 0
L -250.0, -700.0, -50.0, -250.0, -508.0, -18.0, 0, 0, 0
L -250.0, -701.0, -50.0, -250.0, -700.0, -50.0, 0, 0, 0
L -248.0, -702.0, -50.0, -250.0, -701.0, -50.0, 0, 0, 0
L -245.0, -703.0, -50.0, -248.0, -702.0, -50.0, 0, 0, 0
L -243.0, -704.0, -50.0, -245.0, -703.0, -50.0, 0, 0, 0
L -241.0, -703.0, -50.0, -243.0, -704.0, -50.0, 0, 0, 0
L -241.0, -699.0, -50.0, -241.0, -703.0, -50.0, 0, 0, 0
L -213.0, -699.0, -50.0, -241.0, -699.0, -50.0, 0, 0, 0
L -195.0, -715.0, -50.0, -213.0, -699.0, -50.0, 0, 0, 0
L -195.0, -734.0, -50.0, -195.0, -715.0, -50.0, 0, 0, 0
