P -100, 900, 0, 0, 0, 0, 2, The_Dreary_Grotto_(MMCB)
P -100, 1100, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P -100, 1300, 0, 0, 0, 0, 2, http://www.eqmaps.info
P -100, 1500, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
L 162, 46, -5, 164, 38, -4, 0, 0, 0
L 164, 38, -4, 173, 24, -3, 0, 0, 0
L 173, 24, -3, 174, 22, -3, 0, 0, 0
L 174, 22, -3, 187, 16, -10, 0, 0, 0
L 187, 16, -10, 187, -16, -8, 0, 0, 0
L 187, -16, -8, 174, -24, -11, 0, 0, 0
L 174, -24, -11, 168, -26, -16, 0, 0, 0
L 168, -26, -16, 156, -27, -18, 0, 0, 0
L 156, -27, -18, 151, -27, -18, 0, 0, 0
L 151, -27, -18, 140, -24, -17, 0, 0, 0
L 140, -24, -17, 127, -16, -16, 0, 0, 0
L 127, -16, -16, 116, -22, -14, 0, 0, 0
L 116, -22, -14, 110, -26, -15, 0, 0, 0
L 110, -26, -15, 105, -27, -19, 0, 0, 0
L 105, -27, -19, 98, -27, -20, 0, 0, 0
L 98, -27, -20, 87, -26, -18, 0, 0, 0
L 87, -26, -18, 75, -21, -12, 0, 0, 0
L 75, -21, -12, 75, 1, -2, 0, 0, 0
L 75, 1, -2, 75, 20, -3, 0, 0, 0
L 75, 20, -3, 75, 27, -3, 0, 0, 0
L 75, 27, -3, 78, 33, -4, 0, 0, 0
L 78, 33, -4, 82, 39, -5, 0, 0, 0
L 82, 39, -5, 85, 49, -5, 0, 0, 0
L 85, 49, -5, 85, 51, -5, 0, 0, 0
L 85, 51, -5, 81, 62, -1, 0, 0, 0
L 81, 62, -1, 80, 66, -1, 0, 0, 0
L 80, 66, -1, 74, 79, 2, 0, 0, 0
L 74, 79, 2, 73, 87, 2, 0, 0, 0
L 73, 87, 2, 58, 90, -9, 0, 0, 0
L 58, 90, -9, 54, 92, -10, 0, 0, 0
L 54, 92, -10, 46, 88, -10, 0, 0, 0
L 46, 88, -10, 35, 83, -10, 0, 0, 0
L 35, 83, -10, 27, 81, -14, 0, 0, 0
L 27, 81, -14, 14, 81, -14, 0, 0, 0
L 14, 81, -14, 4, 83, -12, 0, 0, 0
L 4, 83, -12, -5, 88, -11, 0, 0, 0
L -5, 88, -11, -11, 92, -10, 0, 0, 0
L -11, 92, -10, -18, 82, -8, 0, 0, 0
L -18, 82, -8, -26, 70, -5, 0, 0, 0
L -26, 70, -5, -28, 67, -5, 0, 0, 0
L -28, 67, -5, -29, 63, -5, 0, 0, 0
L -29, 63, -5, -31, 56, -6, 0, 0, 0
L -31, 56, -6, -31, 51, -6, 0, 0, 0
L -31, 51, -6, -25, 45, -6, 0, 0, 0
L -25, 45, -6, -25, 39, -6, 0, 0, 0
L -25, 39, -6, -22, 32, -5, 0, 0, 0
L -22, 32, -5, -21, 29, -5, 0, 0, 0
L -21, 29, -5, -18, 22, -4, 0, 0, 0
L -18, 22, -4, -17, 22, -5, 0, 0, 0
L -17, 22, -5, -6, 15, -6, 0, 0, 0
L -6, 15, -6, -7, -16, -8, 0, 0, 0
L -7, -16, -8, -18, -24, -12, 0, 0, 0
L -18, -24, -12, -25, -26, -17, 0, 0, 0
L -25, -26, -17, -37, -27, -18, 0, 0, 0
L -37, -27, -18, -48, -25, -16, 0, 0, 0
L -48, -25, -16, -65, -16, -14, 0, 0, 0
L -65, -16, -14, -66, -17, -14, 0, 0, 0
L -66, -17, -14, -78, -34, -11, 0, 0, 0
L -78, -34, -11, -83, -44, -10, 0, 0, 0
L -83, -44, -10, -84, -55, -7, 0, 0, 0
L -84, -55, -7, -78, -67, -5, 0, 0, 0
L -78, -67, -5, -75, -75, -4, 0, 0, 0
L -75, -75, -4, -67, -87, -5, 0, 0, 0
L -67, -87, -5, -60, -91, -6, 0, 0, 0
L -60, -91, -6, -59, -123, -10, 0, 0, 0
L -59, -123, -10, -74, -132, -15, 0, 0, 0
L -74, -132, -15, -79, -133, -18, 0, 0, 0
L -79, -133, -18, -90, -133, -19, 0, 0, 0
L -90, -133, -19, -105, -131, -17, 0, 0, 0
L -105, -131, -17, -106, -130, -17, 0, 0, 0
L -106, -130, -17, -117, -122, -15, 0, 0, 0
L -117, -122, -15, -127, -121, -11, 0, 0, 0
L -127, -121, -11, -142, -128, -9, 0, 0, 0
L -142, -128, -9, -156, -130, -12, 0, 0, 0
L -156, -130, -12, -172, -123, -6, 0, 0, 0
L -172, -123, -6, -172, -120, -3, 0, 0, 0
L -172, -120, -3, -170, -108, 1, 0, 0, 0
L -170, -108, 1, -170, -81, 1, 0, 0, 0
L -170, -81, 1, -163, -69, -2, 0, 0, 0
L -163, -69, -2, -162, -59, -6, 0, 0, 0
L -162, -59, -6, -163, -47, -6, 0, 0, 0
L -163, -47, -6, -167, -42, -6, 0, 0, 0
L -167, -42, -6, -172, -28, -5, 0, 0, 0
L -172, -28, -5, -173, -25, -4, 0, 0, 0
L -173, -25, -4, -173, -23, -4, 0, 0, 0
L -173, -23, -4, -182, -20, -9, 0, 0, 0
L -182, -20, -9, -191, -15, -9, 0, 0, 0
L -191, -15, -9, -192, -14, -10, 0, 0, 0
L -192, -14, -10, -203, -18, -9, 0, 0, 0
L -203, -18, -9, -226, -25, -9, 0, 0, 0
L -197, 16, -8, -195, 16, -9, 0, 0, 0
L -195, 16, -9, -190, 15, -10, 0, 0, 0
L -194, 15, -9, -184, 16, -9, 0, 0, 0
L -184, 16, -9, -175, 20, -7, 0, 0, 0
L -175, 20, -7, -163, 24, -13, 0, 0, 0
L -163, 24, -13, -152, 24, -12, 0, 0, 0
L -152, 24, -12, -145, 23, -10, 0, 0, 0
L -145, 23, -10, -142, 22, -9, 0, 0, 0
L -142, 22, -9, -139, 20, -8, 0, 0, 0
L -139, 20, -8, -138, 19, -8, 0, 0, 0
L -138, 19, -8, -139, 8, -2, 0, 0, 0
L -139, 8, -2, -140, -4, 1, 0, 0, 0
L -140, -4, 1, -140, -25, 1, 0, 0, 0
L -140, -25, 1, -146, -38, -5, 0, 0, 0
L -146, -38, -5, -146, -40, -6, 0, 0, 0
L -146, -40, -6, -149, -51, -7, 0, 0, 0
L -149, -51, -7, -147, -59, -6, 0, 0, 0
L -147, -59, -6, -145, -60, -6, 0, 0, 0
L -145, -60, -6, -143, -66, -6, 0, 0, 0
L -143, -66, -6, -137, -81, -3, 0, 0, 0
L -137, -81, -3, -136, -84, -3, 0, 0, 0
L -136, -84, -3, -126, -87, -9, 0, 0, 0
L -126, -87, -9, -116, -91, -10, 0, 0, 0
L -116, -91, -10, -108, -80, -8, 0, 0, 0
L -108, -80, -8, -108, -79, -8, 0, 0, 0
L -108, -79, -8, -99, -65, -6, 0, 0, 0
L -99, -65, -6, -99, -62, -5, 0, 0, 0
L -99, -62, -5, -98, -61, -5, 0, 0, 0
L -98, -61, -5, -97, -54, -6, 0, 0, 0
L -97, -54, -6, -97, -50, -5, 0, 0, 0
L -97, -50, -5, -104, -39, -4, 0, 0, 0
L -104, -39, -4, -109, -22, -1, 0, 0, 0
L -109, -22, -1, -114, -17, -1, 0, 0, 0
L -114, -17, -1, -116, -15, -1, 0, 0, 0
L -116, -15, -1, -117, 3, -2, 0, 0, 0
L -117, 3, -2, -118, 11, -2, 0, 0, 0
L -118, 11, -2, -113, 23, -12, 0, 0, 0
L -113, 23, -12, -112, 24, -12, 0, 0, 0
L -112, 24, -12, -101, 26, -17, 0, 0, 0
L -101, 26, -17, -91, 25, -18, 0, 0, 0
L -91, 25, -18, -69, 20, -18, 0, 0, 0
L -69, 20, -18, -63, 17, -18, 0, 0, 0
L -63, 17, -18, -58, 22, -18, 0, 0, 0
L -58, 22, -18, -56, 27, -16, 0, 0, 0
L -56, 27, -16, -53, 31, -15, 0, 0, 0
L -53, 31, -15, -47, 42, -12, 0, 0, 0
L -47, 42, -12, -44, 57, -7, 0, 0, 0
L -44, 57, -7, -45, 62, -5, 0, 0, 0
L -45, 62, -5, -49, 65, -5, 0, 0, 0
L -49, 65, -5, -55, 82, -4, 0, 0, 0
L -55, 82, -4, -57, 84, -6, 0, 0, 0
L -57, 84, -6, -60, 84, -8, 0, 0, 0
L -60, 84, -8, -69, 89, -10, 0, 0, 0
L -69, 89, -10, -73, 92, -10, 0, 0, 0
L -73, 92, -10, -80, 93, -9, 0, 0, 0
L -80, 93, -9, -82, 82, -8, 0, 0, 0
L -82, 82, -8, -94, 64, -5, 0, 0, 0
L -94, 64, -5, -103, 64, -4, 0, 0, 0
L -103, 64, -4, -115, 71, -3, 0, 0, 0
L -115, 71, -3, -118, 80, -1, 0, 0, 0
L -118, 80, -1, -120, 86, -1, 0, 0, 0
L -120, 86, -1, -120, 86, 0, 0, 0, 0
L -120, 86, 0, -126, 93, -1, 0, 0, 0
L -126, 93, -1, -127, 115, 0, 0, 0, 0
L -127, 115, 0, -124, 128, -10, 0, 0, 0
L -124, 128, -10, -122, 129, -10, 0, 0, 0
L -122, 129, -10, -110, 132, -17, 0, 0, 0
L -110, 132, -17, -99, 133, -17, 0, 0, 0
L -99, 133, -17, -93, 132, -16, 0, 0, 0
L -93, 132, -16, -88, 130, -14, 0, 0, 0
L -88, 130, -14, -80, 125, -12, 0, 0, 0
L -80, 125, -12, -73, 121, -10, 0, 0, 0
L -73, 121, -10, -63, 126, -10, 0, 0, 0
L -63, 126, -10, -57, 129, -11, 0, 0, 0
L -57, 129, -11, -51, 130, -13, 0, 0, 0
L -51, 130, -13, -46, 131, -15, 0, 0, 0
L -46, 131, -15, -34, 132, -14, 0, 0, 0
L -34, 132, -14, -26, 131, -12, 0, 0, 0
L -26, 131, -12, -21, 127, -10, 0, 0, 0
L -21, 127, -10, -12, 121, -9, 0, 0, 0
L -12, 121, -9, -9, 121, -11, 0, 0, 0
L -9, 121, -11, -5, 126, -11, 0, 0, 0
L -5, 126, -11, 0, 134, -11, 0, 0, 0
L 0, 134, -11, 4, 141, -11, 0, 0, 0
L 4, 141, -11, 9, 151, -10, 0, 0, 0
L 9, 151, -10, 10, 157, -10, 0, 0, 0
L 10, 157, -10, 7, 164, -8, 0, 0, 0
L 7, 164, -8, 5, 167, -7, 0, 0, 0
L 5, 167, -7, 5, 168, -6, 0, 0, 0
L 5, 168, -6, 3, 178, -6, 0, 0, 0
L 3, 178, -6, -1, 188, -6, 0, 0, 0
L -1, 188, -6, -4, 189, -8, 0, 0, 0
L -4, 189, -8, -8, 191, -9, 0, 0, 0
L -8, 191, -9, -23, 196, -10, 0, 0, 0
L -23, 196, -10, -28, 188, -9, 0, 0, 0
L -28, 188, -9, -35, 176, -9, 0, 0, 0
L -35, 176, -9, -40, 170, -9, 0, 0, 0
L -40, 170, -9, -52, 171, -6, 0, 0, 0
L -52, 171, -6, -60, 173, -6, 0, 0, 0
L -60, 173, -6, -65, 187, -6, 0, 0, 0
L -65, 187, -6, -73, 199, -5, 0, 0, 0
L -73, 199, -5, -73, 208, -5, 0, 0, 0
L -73, 208, -5, -74, 223, -5, 0, 0, 0
L -74, 223, -5, -69, 235, -11, 0, 0, 0
L -69, 235, -11, -68, 235, -11, 0, 0, 0
L -68, 235, -11, -58, 238, -16, 0, 0, 0
L -58, 238, -16, -44, 238, -18, 0, 0, 0
L -44, 238, -18, -29, 233, -15, 0, 0, 0
L -29, 233, -15, -17, 229, -14, 0, 0, 0
L -17, 229, -14, -2, 236, -12, 0, 0, 0
L -2, 236, -12, 7, 238, -17, 0, 0, 0
L 7, 238, -17, 14, 238, -18, 0, 0, 0
L 14, 238, -18, 33, 231, -14, 0, 0, 0
L 33, 231, -14, 48, 228, -12, 0, 0, 0
L 48, 228, -12, 48, 229, -12, 0, 0, 0
L 48, 229, -12, 60, 249, -7, 0, 0, 0
L 60, 249, -7, 63, 254, -8, 0, 0, 0
L 63, 254, -8, 65, 259, -7, 0, 0, 0
L 65, 259, -7, 83, 259, -7, 0, 0, 0
L 83, 259, -7, 83, 253, -6, 0, 0, 0
L 83, 253, -6, 84, 249, -6, 0, 0, 0
L 84, 249, -6, 86, 245, -6, 0, 0, 0
L 86, 245, -6, 92, 234, -7, 0, 0, 0
L 92, 234, -7, 95, 234, -9, 0, 0, 0
L 95, 234, -9, 104, 229, -10, 0, 0, 0
L 104, 229, -10, 114, 228, -11, 0, 0, 0
L 114, 228, -11, 117, 232, -11, 0, 0, 0
L 117, 232, -11, 118, 240, -10, 0, 0, 0
L 118, 240, -10, 126, 254, -10, 0, 0, 0
L 126, 254, -10, 142, 253, -6, 0, 0, 0
L 142, 253, -6, 148, 251, -6, 0, 0, 0
L 148, 251, -6, 151, 242, -5, 0, 0, 0
L 151, 242, -5, 154, 236, -5, 0, 0, 0
L 154, 236, -5, 154, 235, -5, 0, 0, 0
L 154, 235, -5, 167, 229, -10, 0, 0, 0
L 167, 229, -10, 173, 227, -10, 0, 0, 0
L 173, 227, -10, 184, 232, -10, 0, 0, 0
L 184, 232, -10, 196, 236, -13, 0, 0, 0
L 196, 236, -13, 197, 237, -13, 0, 0, 0
L 197, 237, -13, 206, 235, -14, 0, 0, 0
L 206, 235, -14, 215, 232, -13, 0, 0, 0
L 215, 232, -13, 224, 227, -13, 0, 0, 0
L 224, 227, -13, 224, 209, -9, 0, 0, 0
L 224, 209, -9, 225, 201, -9, 0, 0, 0
L 225, 201, -9, 226, 186, -9, 0, 0, 0
L 226, 186, -9, 221, 176, -9, 0, 0, 0
L 221, 176, -9, 217, 169, -9, 0, 0, 0
L 217, 169, -9, 215, 159, -9, 0, 0, 0
L 215, 159, -9, 218, 147, -7, 0, 0, 0
L 218, 147, -7, 220, 144, -6, 0, 0, 0
L 220, 144, -6, 225, 137, -4, 0, 0, 0
L 225, 137, -4, 229, 127, -5, 0, 0, 0
L 229, 127, -5, 235, 126, -9, 0, 0, 0
L 235, 126, -9, 248, 120, -10, 0, 0, 0
L 248, 120, -10, 267, 133, -10, 0, 0, 0
L 261, 129, -10, 264, 131, -10, 0, 0, 0
L 129, 100, -7, 131, 127, -10, 0, 0, 0
L 131, 127, -10, 166, 129, -10, 0, 0, 0
L 166, 129, -10, 183, 121, -12, 0, 0, 0
L 183, 121, -12, 195, 138, -11, 0, 0, 0
L 195, 138, -11, 201, 150, -10, 0, 0, 0
L 201, 150, -10, 203, 160, -9, 0, 0, 0
L 203, 160, -9, 197, 171, -8, 0, 0, 0
L 197, 171, -8, 191, 188, -6, 0, 0, 0
L 191, 188, -6, 175, 198, -7, 0, 0, 0
L 175, 198, -7, 173, 199, -7, 0, 0, 0
L 173, 199, -7, 167, 200, -8, 0, 0, 0
L 167, 200, -8, 158, 199, -7, 0, 0, 0
L 158, 199, -7, 151, 190, -10, 0, 0, 0
L 151, 190, -10, 148, 188, -13, 0, 0, 0
L 148, 188, -13, 147, 187, -14, 0, 0, 0
L 147, 187, -14, 137, 186, -16, 0, 0, 0
L 137, 186, -16, 129, 185, -16, 0, 0, 0
L 129, 185, -16, 127, 189, -12, 0, 0, 0
L 127, 189, -12, 122, 200, -8, 0, 0, 0
L 122, 200, -8, 112, 204, -10, 0, 0, 0
L 112, 204, -10, 105, 203, -10, 0, 0, 0
L 105, 203, -10, 103, 203, -10, 0, 0, 0
L 103, 203, -10, 90, 195, -8, 0, 0, 0
L 90, 195, -8, 81, 187, -14, 0, 0, 0
L 81, 187, -14, 80, 187, -15, 0, 0, 0
L 80, 187, -15, 59, 188, -14, 0, 0, 0
L 59, 188, -14, 44, 196, -14, 0, 0, 0
L 44, 196, -14, 36, 186, -13, 0, 0, 0
L 36, 186, -13, 32, 179, -13, 0, 0, 0
L 32, 179, -13, 25, 166, -13, 0, 0, 0
L 25, 166, -13, 24, 161, -13, 0, 0, 0
L 24, 161, -13, 25, 150, -11, 0, 0, 0
L 25, 150, -11, 30, 145, -9, 0, 0, 0
L 30, 145, -9, 36, 130, -7, 0, 0, 0
L 36, 130, -7, 39, 129, -8, 0, 0, 0
L 39, 129, -8, 53, 121, -10, 0, 0, 0
L 53, 121, -10, 57, 120, -10, 0, 0, 0
L 57, 120, -10, 66, 122, -9, 0, 0, 0
L 66, 122, -9, 90, 130, -12, 0, 0, 0
L 90, 130, -12, 98, 130, -12, 0, 0, 0
L 98, 130, -12, 107, 127, -11, 0, 0, 0
L 107, 127, -11, 107, 112, -8, 0, 0, 0
L 107, 112, -8, 107, 95, -6, 0, 0, 0
L 107, 95, -6, 107, 78, -5, 0, 0, 0
L 107, 78, -5, 100, 66, -5, 0, 0, 0
L 100, 66, -5, 97, 54, -6, 0, 0, 0
L 97, 54, -6, 101, 47, -6, 0, 0, 0
L 101, 47, -6, 103, 40, -6, 0, 0, 0
L 103, 40, -6, 108, 28, -5, 0, 0, 0
L 108, 28, -5, 111, 22, -6, 0, 0, 0
L 111, 22, -6, 113, 22, -7, 0, 0, 0
L 113, 22, -7, 116, 21, -9, 0, 0, 0
L 116, 21, -9, 123, 17, -10, 0, 0, 0
L 123, 17, -10, 133, 19, -10, 0, 0, 0
L 133, 19, -10, 138, 27, -9, 0, 0, 0
L 138, 27, -9, 143, 35, -9, 0, 0, 0
L 143, 35, -9, 147, 45, -10, 0, 0, 0
L 147, 45, -10, 148, 55, -9, 0, 0, 0
