P 700, 1300, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P 700, 1500, 0, 0, 0, 0, 2, http://www.eqmaps.info
P 700, 1700, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
L 1426, -20, -18, 1418, -53, -16, 0, 0, 0
L 1427, -15, -18, 1426, -20, -18, 0, 0, 0
L 1429, -10, -18, 1427, -15, -18, 0, 0, 0
L 1430, -7, -18, 1429, -10, -18, 0, 0, 0
L 1437, 20, -18, 1430, -7, -18, 0, 0, 0
L 1437, 50, -18, 1437, 20, -18, 0, 0, 0
L 1436, 106, -17, 1437, 50, -18, 0, 0, 0
L 1435, 110, -17, 1436, 106, -17, 0, 0, 0
L 1430, 121, -17, 1435, 110, -17, 0, 0, 0
L 1437, 130, -12, 1430, 121, -17, 0, 0, 0
L 1463, 157, -15, 1437, 130, -12, 0, 0, 0
L 1466, 160, -16, 1463, 157, -15, 0, 0, 0
L 1472, 168, -18, 1466, 160, -16, 0, 0, 0
L 247, 85, -14, 264, 85, -14, 0, 0, 0
L 266, 85, -14, 279, 83, -14, 0, 0, 0
L 279, 83, -14, 299, 84, -14, 0, 0, 0
L 299, 84, -14, 300, 88, -11, 0, 0, 0
L 300, 88, -11, 301, 87, -10, 0, 0, 0
L 301, 87, -10, 309, 87, -10, 0, 0, 0
L 309, 87, -10, 308, 97, -11, 0, 0, 0
L 308, 97, -11, 299, 109, -14, 0, 0, 0
L 299, 109, -14, 299, 233, -14, 0, 0, 0
L 299, 233, -14, 315, 233, -14, 0, 0, 0
L 315, 233, -14, 317, 238, -14, 0, 0, 0
L 317, 238, -14, 330, 249, -14, 0, 0, 0
L 330, 249, -14, 330, 305, -14, 0, 0, 0
L 330, 305, -14, 332, 314, -13, 0, 0, 0
L 332, 314, -13, 331, 315, -12, 0, 0, 0
L 331, 315, -12, 322, 322, -11, 0, 0, 0
L 322, 322, -11, 321, 322, -12, 0, 0, 0
L 321, 322, -12, 315, 322, -14, 0, 0, 0
L 315, 322, -14, 265, 323, -14, 0, 0, 0
L 265, 323, -14, 280, 352, -18, 0, 0, 0
L 280, 352, -18, 299, 348, -19, 0, 0, 0
L 299, 348, -19, 309, 379, -19, 0, 0, 0
L 309, 379, -19, 279, 393, -17, 0, 0, 0
L 160, 874, 14, 160, 873, 14, 0, 0, 0
L 458, 673, -19, 462, 678, -19, 0, 0, 0
L 462, 678, -19, 467, 689, -18, 0, 0, 0
L 467, 689, -18, 473, 703, -18, 0, 0, 0
L 473, 703, -18, 460, 709, -19, 0, 0, 0
L 460, 709, -19, 483, 755, -19, 0, 0, 0
L 483, 755, -19, 498, 760, -19, 0, 0, 0
L 498, 760, -19, 536, 773, -18, 0, 0, 0
L 536, 773, -18, 564, 782, -17, 0, 0, 0
L 564, 782, -17, 586, 790, -17, 0, 0, 0
L 586, 790, -17, 596, 793, -17, 0, 0, 0
L 596, 793, -17, 600, 794, -16, 0, 0, 0
L 606, 796, -15, 626, 804, -5, 0, 0, 0
L 626, 804, -5, 650, 811, -11, 0, 0, 0
L 650, 811, -11, 661, 813, -14, 0, 0, 0
L 673, 816, -18, 680, 818, -18, 0, 0, 0
L 680, 818, -18, 680, 259, -18, 127, 127, 127
L 680, 259, -18, 685, 258, -18, 0, 0, 0
L 685, 258, -18, 689, 236, -17, 0, 0, 0
L 689, 236, -17, 694, 231, -18, 0, 0, 0
L 694, 231, -18, 697, 231, -18, 0, 0, 0
L 697, 231, -18, 701, 232, -18, 0, 0, 0
L 701, 232, -18, 705, 230, -18, 0, 0, 0
L 705, 230, -18, 707, 228, -18, 0, 0, 0
L 707, 228, -18, 717, 228, -20, 0, 0, 0
L 717, 228, -20, 729, 232, -19, 0, 0, 0
L 729, 232, -19, 731, 232, -19, 0, 0, 0
L 731, 232, -19, 735, 232, -18, 0, 0, 0
L 735, 232, -18, 739, 232, -18, 0, 0, 0
L 739, 232, -18, 742, 235, -18, 0, 0, 0
L 742, 235, -18, 747, 241, -17, 0, 0, 0
L 747, 241, -17, 747, 254, -11, 0, 0, 0
L 747, 254, -11, 747, 282, -9, 0, 0, 0
L 747, 282, -9, 778, 285, -9, 0, 0, 0
L 778, 285, -9, 781, 286, -7, 0, 0, 0
L 781, 286, -7, 783, 292, -9, 0, 0, 0
L 783, 292, -9, 777, 292, -8, 0, 0, 0
L 777, 292, -8, 778, 322, -9, 0, 0, 0
L 778, 322, -9, 776, 327, -8, 0, 0, 0
L 776, 327, -8, 766, 327, -8, 0, 0, 0
L 766, 327, -8, 763, 325, -9, 0, 0, 0
L 763, 325, -9, 764, 320, -9, 0, 0, 0
L 764, 320, -9, 759, 320, -9, 0, 0, 0
L 759, 320, -9, 759, 311, -9, 0, 0, 0
L 759, 311, -9, 765, 308, -9, 0, 0, 0
L 765, 308, -9, 764, 294, -9, 0, 0, 0
L 764, 294, -9, 745, 294, -9, 0, 0, 0
L 745, 294, -9, 745, 300, -9, 0, 0, 0
L 745, 300, -9, 737, 299, -9, 0, 0, 0
L 737, 299, -9, 730, 298, -9, 0, 0, 0
L 730, 298, -9, 725, 294, -9, 0, 0, 0
L 725, 294, -9, 710, 296, -9, 0, 0, 0
L 710, 296, -9, 707, 298, -2, 0, 0, 0
L 707, 298, -2, 707, 299, -2, 0, 0, 0
L 707, 299, -2, 710, 302, -9, 0, 0, 0
L 710, 302, -9, 711, 311, -9, 0, 0, 0
L 711, 311, -9, 711, 316, -9, 0, 0, 0
L 711, 316, -9, 711, 318, -9, 0, 0, 0
L 711, 318, -9, 705, 323, -9, 0, 0, 0
L 705, 323, -9, 706, 357, -9, 0, 0, 0
L 706, 357, -9, 712, 360, -9, 0, 0, 0
L 712, 360, -9, 713, 363, -9, 0, 0, 0
L 713, 363, -9, 718, 367, -9, 0, 0, 0
L 718, 367, -9, 765, 367, -2, 0, 0, 0
L 765, 367, -2, 764, 354, -4, 0, 0, 0
L 764, 354, -4, 759, 351, -7, 0, 0, 0
L 759, 351, -7, 766, 341, -7, 0, 0, 0
L 766, 341, -7, 772, 341, -6, 0, 0, 0
L 772, 341, -6, 781, 342, -6, 0, 0, 0
L 781, 342, -6, 785, 343, -9, 0, 0, 0
L 785, 343, -9, 777, 350, -9, 0, 0, 0
L 777, 350, -9, 777, 401, -9, 0, 0, 0
L 777, 401, -9, 777, 408, -9, 0, 0, 0
L 777, 408, -9, 770, 408, -9, 0, 0, 0
L 770, 408, -9, 765, 406, -7, 0, 0, 0
L 765, 406, -7, 763, 406, -7, 0, 0, 0
L 763, 406, -7, 763, 392, -9, 0, 0, 0
L 763, 392, -9, 761, 382, 0, 0, 0, 0
L 761, 382, 0, 757, 380, -4, 0, 0, 0
L 757, 380, -4, 756, 380, -9, 0, 0, 0
L 756, 380, -9, 751, 383, -9, 0, 0, 0
L 751, 383, -9, 750, 385, -9, 0, 0, 0
L 750, 385, -9, 712, 387, -9, 0, 0, 0
L 712, 387, -9, 711, 403, -9, 0, 0, 0
L 711, 403, -9, 712, 408, -9, 0, 0, 0
L 712, 408, -9, 712, 416, -9, 0, 0, 0
L 712, 416, -9, 705, 416, -9, 0, 0, 0
L 705, 416, -9, 706, 446, -9, 0, 0, 0
L 706, 446, -9, 719, 446, -8, 0, 0, 0
L 719, 446, -8, 721, 439, -9, 0, 0, 0
L 721, 439, -9, 726, 440, -9, 0, 0, 0
L 726, 440, -9, 765, 440, -9, 0, 0, 0
L 765, 440, -9, 763, 425, -9, 0, 0, 0
L 763, 425, -9, 763, 423, -9, 0, 0, 0
L 763, 423, -9, 778, 420, -9, 0, 0, 0
L 778, 420, -9, 778, 426, -9, 0, 0, 0
L 778, 426, -9, 777, 430, -9, 0, 0, 0
L 777, 430, -9, 777, 447, -9, 0, 0, 0
L 777, 447, -9, 785, 448, -9, 0, 0, 0
L 785, 448, -9, 784, 456, -9, 0, 0, 0
L 784, 456, -9, 771, 458, -9, 0, 0, 0
L 771, 458, -9, 692, 458, -9, 0, 0, 0
L 692, 458, -9, 692, 290, -9, 0, 0, 0
L 692, 290, -9, 686, 284, -9, 0, 0, 0
L 686, 284, -9, 685, 258, -18, 0, 0, 0
L 680, 818, -18, 748, 779, -9, 0, 0, 0
L 748, 779, -9, 750, 545, -9, 0, 0, 0
L 750, 545, -9, 750, 544, -9, 0, 0, 0
L 750, 544, -9, 769, 526, -9, 0, 0, 0
L 769, 526, -9, 812, 526, -9, 0, 0, 0
L 812, 526, -9, 813, 507, -9, 127, 127, 127
L 813, 507, -9, 821, 500, -9, 127, 127, 127
L 821, 500, -9, 865, 500, -9, 127, 127, 127
L 865, 500, -9, 865, 461, -9, 127, 127, 127
L 865, 461, -9, 901, 461, -7, 127, 127, 127
L 901, 461, -7, 907, 461, -9, 127, 127, 127
L 907, 461, -9, 908, 468, -9, 127, 127, 127
L 908, 468, -9, 908, 500, -9, 127, 127, 127
L 908, 500, -9, 952, 500, -9, 127, 127, 127
L 952, 500, -9, 961, 509, -9, 127, 127, 127
L 961, 509, -9, 961, 526, -9, 127, 127, 127
L 961, 526, -9, 1005, 526, -9, 0, 0, 0
L 1005, 526, -9, 1026, 549, -9, 0, 0, 0
L 1026, 549, -9, 1026, 778, -9, 0, 0, 0
L 1026, 778, -9, 1140, 778, -7, 0, 0, 0
L 1140, 778, -7, 1170, 750, -1, 0, 0, 0
L 1170, 750, -1, 1170, 747, 4, 0, 0, 0
L 1170, 747, 4, 1171, 741, 12, 0, 0, 0
L 1171, 741, 12, 1171, 728, 21, 0, 0, 0
L 1171, 728, 21, 1169, 709, 31, 0, 0, 0
L 1169, 709, 31, 1168, 705, 33, 0, 0, 0
L 1168, 705, 33, 1168, 699, 36, 0, 0, 0
L 1168, 699, 36, 1167, 693, 37, 0, 0, 0
L 1167, 693, 37, 1166, 690, 39, 0, 0, 0
L 1166, 690, 39, 1166, 680, 44, 0, 0, 0
L 1166, 680, 44, 1165, 652, 52, 0, 0, 0
L 1165, 652, 52, 1157, 626, 55, 0, 0, 0
L 1157, 626, 55, 1155, 610, 59, 0, 0, 0
L 1155, 610, 59, 1156, 606, 58, 0, 0, 0
L 1156, 606, 58, 1157, 598, 57, 0, 0, 0
L 1157, 598, 57, 1157, 595, 56, 0, 0, 0
L 1157, 595, 56, 1158, 592, 56, 0, 0, 0
L 1158, 592, 56, 1158, 589, 55, 0, 0, 0
L 1158, 589, 55, 1158, 586, 55, 0, 0, 0
L 1158, 586, 55, 1159, 583, 54, 0, 0, 0
L 1159, 583, 54, 1159, 575, 52, 0, 0, 0
L 1159, 575, 52, 1160, 571, 52, 0, 0, 0
L 1160, 571, 52, 1161, 558, 49, 0, 0, 0
L 1161, 558, 49, 1161, 555, 48, 0, 0, 0
L 1161, 555, 48, 1162, 552, 47, 0, 0, 0
L 1162, 552, 47, 1162, 542, 45, 0, 0, 0
L 1162, 542, 45, 1162, 508, 36, 0, 0, 0
L 1162, 508, 36, 1161, 495, 27, 0, 0, 0
L 1161, 495, 27, 1161, 492, 24, 0, 0, 0
L 1161, 492, 24, 1161, 486, 19, 0, 0, 0
L 1161, 486, 19, 1160, 483, 19, 0, 0, 0
L 1160, 483, 19, 1160, 480, 17, 0, 0, 0
L 1160, 480, 17, 1160, 477, 17, 0, 0, 0
L 1160, 477, 17, 1159, 474, 17, 0, 0, 0
L 1159, 474, 17, 1158, 464, 15, 0, 0, 0
L 1158, 464, 15, 1157, 461, 13, 0, 0, 0
L 1157, 461, 13, 1156, 457, 13, 0, 0, 0
L 1156, 457, 13, 1155, 451, 10, 0, 0, 0
L 1155, 451, 10, 1153, 439, 7, 0, 0, 0
L 1153, 439, 7, 1152, 436, 5, 0, 0, 0
L 1152, 436, 5, 1152, 433, 5, 0, 0, 0
L 1152, 433, 5, 1150, 422, 0, 0, 0, 0
L 1150, 422, 0, 1150, 417, -4, 0, 0, 0
L 1150, 417, -4, 1148, 407, -7, 0, 0, 0
L 1148, 407, -7, 1148, 401, -9, 0, 0, 0
L 1148, 401, -9, 1147, 389, -9, 0, 0, 0
L 1147, 389, -9, 1146, 368, -9, 0, 0, 0
L 1146, 368, -9, 1142, 324, -9, 0, 0, 0
L 1142, 324, -9, 1141, 318, -9, 0, 0, 0
L 1141, 318, -9, 1139, 311, -9, 0, 0, 0
L 1139, 311, -9, 1134, 298, -9, 0, 0, 0
L 1134, 298, -9, 1125, 277, -9, 0, 0, 0
L 1125, 277, -9, 1119, 266, -9, 0, 0, 0
L 1119, 266, -9, 1115, 257, -9, 0, 0, 0
L 1115, 257, -9, 1113, 252, -11, 0, 0, 0
L 1113, 252, -11, 1110, 247, -15, 0, 0, 0
L 1110, 247, -15, 1106, 241, -17, 0, 0, 0
L 1106, 241, -17, 1104, 236, -19, 0, 0, 0
L 1104, 236, -19, 1101, 230, -17, 0, 0, 0
L 1101, 230, -17, 1100, 207, -19, 0, 0, 0
L 1100, 207, -19, 1100, 192, -19, 0, 0, 0
L 1100, 192, -19, 1101, 180, -19, 0, 0, 0
L 1101, 180, -19, 1101, 172, -17, 0, 0, 0
L 1101, 172, -17, 1102, 127, -18, 0, 0, 0
L 1102, 127, -18, 1113, 111, -19, 0, 0, 0
L 1113, 111, -19, 1133, 90, -19, 0, 0, 0
L 1133, 90, -19, 1179, 47, -18, 0, 0, 0
L 1179, 47, -18, 1188, 39, -18, 0, 0, 0
L 1188, 39, -18, 1198, 31, -18, 0, 0, 0
L 1198, 31, -18, 1204, 28, -18, 0, 0, 0
L 1204, 28, -18, 1209, 25, -19, 0, 0, 0
L 1209, 25, -19, 1232, 28, -18, 0, 0, 0
L 1232, 28, -18, 1238, 30, -18, 0, 0, 0
L 1238, 30, -18, 1245, 34, -18, 0, 0, 0
L 1245, 34, -18, 1248, 38, -18, 0, 0, 0
L 1248, 38, -18, 1255, 45, -18, 0, 0, 0
L 1255, 45, -18, 1283, 73, -19, 0, 0, 0
L 1283, 73, -19, 1313, 102, -18, 0, 0, 0
L 1313, 102, -18, 1325, 115, -17, 0, 0, 0
L 1325, 115, -17, 1331, 122, -17, 0, 0, 0
L 1331, 122, -17, 1335, 127, -17, 0, 0, 0
L 1335, 127, -17, 1338, 134, -18, 0, 0, 0
L 1338, 134, -18, 1339, 137, -18, 0, 0, 0
L 1339, 137, -18, 1343, 151, -19, 0, 0, 0
L 1343, 151, -19, 1351, 179, -17, 0, 0, 0
L 1351, 179, -17, 1357, 200, -17, 0, 0, 0
L 1357, 200, -17, 1356, 205, -17, 0, 0, 0
L 1356, 205, -17, 1353, 214, -18, 0, 0, 0
L 1353, 214, -18, 1350, 225, -18, 0, 0, 0
L 1350, 225, -18, 1348, 234, -19, 0, 0, 0
L 1348, 234, -19, 1346, 245, -14, 0, 0, 0
L 1102, 124, -19, 1094, 128, -19, 0, 0, 240
L 1094, 128, -19, 1069, 123, -19, 0, 0, 240
L 1069, 123, -19, 1051, 117, -19, 0, 0, 240
L 1051, 117, -19, 1034, 121, -19, 0, 0, 240
L 1034, 121, -19, 1016, 124, -19, 0, 0, 240
L 1016, 124, -19, 1005, 120, -19, 0, 0, 240
L 1005, 120, -19, 995, 119, -19, 0, 0, 240
L 995, 119, -19, 975, 117, -19, 0, 0, 240
L 975, 117, -19, 954, 119, -19, 0, 0, 240
L 954, 119, -19, 933, 115, -19, 0, 0, 240
L 933, 115, -19, 916, 109, -20, 0, 0, 240
L 916, 109, -20, 912, 105, -20, 0, 0, 240
L 912, 105, -20, 905, 97, -20, 0, 0, 240
L 905, 97, -20, 895, 88, -20, 0, 0, 240
L 895, 88, -20, 875, 80, -19, 0, 0, 240
L 875, 80, -19, 857, 69, -19, 0, 0, 240
L 857, 69, -19, 836, 63, -20, 0, 0, 240
L 836, 63, -20, 826, 63, -20, 0, 0, 240
L 826, 63, -20, 820, 63, -11, 0, 0, 240
L 820, 63, -11, 817, 63, -11, 0, 0, 240
L 814, 114, -20, 837, 115, -20, 0, 0, 240
L 837, 115, -20, 860, 123, -20, 0, 0, 240
L 860, 123, -20, 879, 138, -20, 0, 0, 240
L 879, 138, -20, 896, 155, -20, 0, 0, 240
L 896, 155, -20, 897, 156, -20, 0, 0, 0
L 897, 156, -20, 913, 168, -20, 0, 0, 240
L 913, 168, -20, 917, 171, -20, 0, 0, 240
L 917, 171, -20, 931, 176, -20, 0, 0, 240
L 931, 176, -20, 940, 179, -20, 0, 0, 240
L 940, 179, -20, 952, 181, -19, 0, 0, 240
L 952, 181, -19, 961, 182, -19, 0, 0, 240
L 961, 182, -19, 999, 177, -19, 0, 0, 240
L 999, 177, -19, 1009, 179, -19, 0, 0, 240
L 1009, 179, -19, 1037, 182, -19, 0, 0, 240
L 1037, 182, -19, 1043, 180, -19, 0, 0, 240
L 1043, 180, -19, 1053, 179, -19, 0, 0, 240
L 1053, 179, -19, 1061, 178, -19, 0, 0, 240
L 1061, 178, -19, 1083, 179, -19, 0, 0, 240
L 1083, 179, -19, 1095, 180, -19, 0, 0, 240
L 1095, 180, -19, 1101, 180, -19, 0, 0, 240
L 1125, 277, -9, 1087, 260, -19, 127, 127, 127
L 1087, 260, -19, 1087, 240, -19, 0, 0, 0
L 1087, 240, -19, 1078, 232, -19, 0, 0, 0
L 1078, 232, -19, 1066, 228, -19, 0, 0, 0
L 1066, 228, -19, 1045, 229, -19, 0, 0, 0
L 1045, 229, -19, 1045, 231, -19, 0, 0, 0
L 1045, 231, -19, 1033, 232, -19, 0, 0, 0
L 1033, 232, -19, 1029, 235, -19, 0, 0, 0
L 1026, 240, -18, 1025, 240, -17, 0, 0, 0
L 1025, 240, -17, 1026, 249, -14, 0, 0, 0
L 1026, 249, -14, 1026, 263, -6, 0, 0, 0
L 1026, 263, -6, 1026, 282, -9, 0, 0, 0
L 1026, 282, -9, 996, 283, -9, 0, 0, 0
L 996, 283, -9, 990, 286, -9, 0, 0, 0
L 990, 286, -9, 994, 292, -9, 0, 0, 0
L 994, 292, -9, 995, 292, -9, 0, 0, 0
L 995, 292, -9, 996, 321, -9, 0, 0, 0
L 996, 321, -9, 997, 326, -7, 0, 0, 0
L 997, 326, -7, 1006, 327, -9, 0, 0, 0
L 1006, 327, -9, 1009, 327, -9, 0, 0, 0
L 1009, 327, -9, 1008, 320, -9, 0, 0, 0
L 1008, 320, -9, 1008, 302, -9, 0, 0, 0
L 1008, 302, -9, 1038, 299, -9, 0, 0, 0
L 1038, 299, -9, 1054, 300, -9, 0, 0, 0
L 1054, 300, -9, 1058, 300, -8, 0, 0, 0
L 1058, 300, -8, 1058, 304, -4, 0, 0, 0
L 1058, 304, -4, 1061, 308, 0, 0, 0, 0
L 1061, 308, 0, 1067, 316, -4, 0, 0, 0
L 1067, 316, -4, 1067, 332, -9, 0, 0, 0
L 1067, 332, -9, 1060, 334, -9, 0, 0, 0
L 1060, 334, -9, 1061, 367, -9, 0, 0, 0
L 1061, 367, -9, 1051, 367, -9, 0, 0, 0
L 1051, 367, -9, 1051, 358, -9, 0, 0, 0
L 1051, 358, -9, 1019, 359, -9, 0, 0, 0
L 1019, 359, -9, 1019, 367, -9, 0, 0, 0
L 1019, 367, -9, 1013, 366, -8, 0, 0, 0
L 1013, 366, -8, 1013, 365, -9, 0, 0, 0
L 1013, 365, -9, 1011, 358, -9, 0, 0, 0
L 1011, 358, -9, 1008, 358, -9, 0, 0, 0
L 1008, 358, -9, 1008, 347, -9, 0, 0, 0
L 1008, 347, -9, 1008, 340, -9, 0, 0, 0
L 1008, 340, -9, 994, 341, -9, 0, 0, 0
L 994, 341, -9, 996, 348, -9, 0, 0, 0
L 996, 348, -9, 995, 406, -9, 0, 0, 0
L 995, 406, -9, 1011, 407, -9, 0, 0, 0
L 1011, 407, -9, 1009, 402, -9, 0, 0, 0
L 1009, 402, -9, 1008, 383, -5, 0, 0, 0
L 1008, 383, -5, 1013, 380, -1, 0, 0, 0
L 1013, 380, -1, 1021, 380, -2, 0, 0, 0
L 1021, 380, -2, 1067, 380, -3, 0, 0, 0
L 1067, 380, -3, 1067, 417, -9, 0, 0, 0
L 1067, 417, -9, 1060, 418, -9, 0, 0, 0
L 1060, 418, -9, 1062, 430, -9, 0, 0, 0
L 1062, 430, -9, 1060, 446, -9, 0, 0, 0
L 1060, 446, -9, 1040, 446, 0, 0, 0, 0
L 1040, 446, 0, 1020, 446, -9, 0, 0, 0
L 1016, 445, -9, 1016, 440, -9, 0, 0, 0
L 1016, 440, -9, 1011, 440, -9, 0, 0, 0
L 1011, 440, -9, 1008, 437, -6, 0, 0, 0
L 1008, 437, -6, 1010, 424, -9, 0, 0, 0
L 1010, 424, -9, 1009, 423, -9, 0, 0, 0
L 1009, 423, -9, 1008, 421, -9, 0, 0, 0
L 1008, 421, -9, 1002, 420, -9, 0, 0, 0
L 1002, 420, -9, 996, 422, -3, 0, 0, 0
L 996, 422, -3, 995, 423, -9, 0, 0, 0
L 995, 423, -9, 996, 428, -9, 0, 0, 0
L 996, 428, -9, 996, 449, -7, 0, 0, 0
L 996, 449, -7, 992, 446, -9, 0, 0, 0
L 992, 446, -9, 988, 452, -9, 0, 0, 0
L 988, 452, -9, 992, 455, -7, 0, 0, 0
L 992, 455, -7, 995, 456, -9, 0, 0, 0
L 995, 456, -9, 996, 457, -9, 0, 0, 0
L 996, 457, -9, 1080, 456, -9, 0, 0, 0
L 1080, 456, -9, 1081, 290, -9, 0, 0, 0
L 1081, 290, -9, 1086, 284, -9, 0, 0, 0
L 1086, 284, -9, 1087, 260, -19, 0, 0, 0
L 961, 526, -9, 939, 520, 13, 0, 0, 0
L 939, 520, 13, 938, 519, 14, 0, 0, 0
L 938, 519, 14, 929, 522, 13, 0, 0, 0
L 929, 522, 13, 929, 523, 13, 0, 0, 0
L 929, 523, 13, 910, 526, 17, 0, 0, 0
L 910, 526, 17, 909, 522, 20, 0, 0, 0
L 909, 522, 20, 908, 517, 19, 0, 0, 0
L 908, 517, 19, 907, 515, 11, 0, 0, 0
L 907, 515, 11, 900, 519, 11, 0, 0, 0
L 900, 519, 11, 897, 521, 11, 0, 0, 0
L 897, 521, 11, 897, 575, 11, 0, 0, 0
L 897, 575, 11, 902, 575, 11, 0, 0, 0
L 902, 575, 11, 902, 581, 11, 0, 0, 0
L 902, 581, 11, 909, 581, 11, 0, 0, 0
L 909, 581, 11, 911, 575, 11, 0, 0, 0
L 911, 575, 11, 914, 572, 15, 0, 0, 0
L 914, 572, 15, 933, 572, 14, 0, 0, 0
L 933, 572, 14, 942, 572, 11, 0, 0, 0
L 942, 572, 11, 957, 573, 15, 0, 0, 0
L 957, 573, 15, 980, 596, 11, 0, 0, 0
