P -100, 1100, 0, 0, 0, 0, 2, The_Prismatic_Corridors_(TAKJ)
P -100, 1300, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P -100, 1500, 0, 0, 0, 0, 2, http://www.eqmaps.info
P -100, 1700, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
L 235.0, -160.0, 20.0, 236.0, -159.0, 21.0, 0, 0, 0
L 236.0, -159.0, 21.0, 236.0, -157.0, 21.0, 0, 0, 0
L 236.0, -157.0, 21.0, 235.0, -156.0, 22.0, 0, 0, 0
L 235.0, -140.0, 24.0, 235.0, -156.0, 22.0, 0, 0, 0
L 235.0, -138.0, 24.0, 236.0, -137.0, 24.0, 0, 0, 0
L 236.0, -137.0, 24.0, 236.0, -133.0, 24.0, 0, 0, 0
L 213.0, -109.0, 24.0, 236.0, -133.0, 24.0, 0, 0, 0
L 212.0, -67.0, 18.0, 213.0, -109.0, 24.0, 0, 0, 0
L 212.0, -65.0, 18.0, 212.0, -67.0, 18.0, 0, 0, 0
L 202.0, -54.0, 23.0, 212.0, -65.0, 18.0, 0, 0, 0
L 195.0, -47.0, 24.0, 202.0, -54.0, 23.0, 0, 0, 0
L 193.0, -46.0, 24.0, 195.0, -47.0, 24.0, 0, 0, 0
L 126.0, -46.0, 24.0, 193.0, -46.0, 24.0, 0, 0, 0
L 107.0, -65.0, 24.0, 126.0, -46.0, 24.0, 0, 0, 0
L 107.0, -108.0, 24.0, 107.0, -65.0, 24.0, 0, 0, 0
L 106.0, -110.0, 24.0, 107.0, -108.0, 24.0, 0, 0, 0
L 84.0, -131.0, 21.0, 106.0, -110.0, 24.0, 0, 0, 0
L 83.0, -132.0, 20.0, 83.0, -135.0, 21.0, 0, 0, 0
L 83.0, -135.0, 21.0, 83.0, -137.0, 21.0, 0, 0, 0
L 83.0, -137.0, 21.0, 84.0, -138.0, 23.0, 0, 0, 0
L 84.0, -153.0, 24.0, 84.0, -138.0, 23.0, 0, 0, 0
L 85.0, -155.0, 24.0, 84.0, -156.0, 24.0, 0, 0, 0
L 84.0, -156.0, 24.0, 83.0, -158.0, 24.0, 0, 0, 0
L 83.0, -158.0, 24.0, 83.0, -160.0, 24.0, 0, 0, 0
L 102.0, -160.0, 24.0, 83.0, -160.0, 24.0, 0, 0, 0
L 110.0, -155.0, 24.0, 102.0, -160.0, 24.0, 0, 0, 0
L 111.0, -154.0, 24.0, 113.0, -154.0, 24.0, 0, 0, 0
L 113.0, -154.0, 24.0, 114.0, -155.0, 24.0, 0, 0, 0
L 115.0, -167.0, 24.0, 114.0, -155.0, 24.0, 0, 0, 0
L 114.0, -169.0, 24.0, 112.0, -171.0, 24.0, 0, 0, 0
L 112.0, -171.0, 24.0, 110.0, -171.0, 24.0, 0, 0, 0
L 110.0, -171.0, 24.0, 108.0, -170.0, 24.0, 0, 0, 0
L 86.0, -170.0, 17.0, 108.0, -170.0, 24.0, 0, 0, 0
L 85.0, -170.0, 17.0, 86.0, -170.0, 17.0, 0, 0, 0
L 84.0, -215.0, 21.0, 85.0, -170.0, 17.0, 0, 0, 0
L 83.0, -217.0, 21.0, 84.0, -215.0, 21.0, 0, 0, 0
L 53.0, -247.0, 24.0, 83.0, -217.0, 21.0, 0, 0, 0
L 52.0, -248.0, 24.0, 53.0, -247.0, 24.0, 0, 0, 0
L 52.0, -254.0, 24.0, 52.0, -248.0, 24.0, 0, 0, 0
L 53.0, -256.0, 24.0, 52.0, -254.0, 24.0, 0, 0, 0
L 54.0, -272.0, 24.0, 53.0, -256.0, 24.0, 0, 0, 0
L 53.0, -274.0, 24.0, 52.0, -275.0, 24.0, 0, 0, 0
L 52.0, -298.0, 19.0, 52.0, -275.0, 24.0, 0, 0, 0
L 52.0, -300.0, 18.0, 52.0, -298.0, 19.0, 0, 0, 0
L 72.0, -300.0, 24.0, 52.0, -300.0, 18.0, 0, 0, 0
L 74.0, -300.0, 24.0, 76.0, -296.0, 24.0, 0, 0, 0
L 78.0, -294.0, 24.0, 80.0, -294.0, 24.0, 0, 0, 0
L 80.0, -294.0, 24.0, 82.0, -295.0, 24.0, 0, 0, 0
L 82.0, -309.0, 24.0, 82.0, -295.0, 24.0, 0, 0, 0
L 81.0, -310.0, 24.0, 79.0, -311.0, 24.0, 0, 0, 0
L 79.0, -311.0, 24.0, 77.0, -311.0, 24.0, 0, 0, 0
L 77.0, -311.0, 24.0, 76.0, -310.0, 24.0, 0, 0, 0
L 13.0, -310.0, 23.0, 76.0, -310.0, 24.0, 0, 0, 0
L 11.0, -310.0, 24.0, 8.0, -315.0, 24.0, 0, 0, 0
L 6.0, -317.0, 24.0, 8.0, -315.0, 24.0, 0, 0, 0
L -5.0, -317.0, 24.0, 6.0, -317.0, 24.0, 0, 0, 0
L -6.0, -315.0, 24.0, -8.0, -314.0, 23.0, 0, 0, 0
L -8.0, -314.0, 23.0, -9.0, -313.0, 23.0, 0, 0, 0
L -9.0, -313.0, 23.0, -7.0, -313.0, 24.0, 0, 0, 0
L -7.0, -313.0, 24.0, -6.0, -314.0, 24.0, 0, 0, 0
L -6.0, -314.0, 24.0, -4.0, -313.0, 24.0, 0, 0, 0
L -4.0, -313.0, 24.0, -4.0, -311.0, 24.0, 0, 0, 0
L -4.0, -311.0, 24.0, -3.0, -308.0, 22.0, 0, 0, 0
L -3.0, -308.0, 22.0, -3.0, -306.0, 22.0, 0, 0, 0
L -11.0, -297.0, 24.0, -3.0, -306.0, 22.0, 0, 0, 0
L -13.0, -295.0, 24.0, -15.0, -294.0, 24.0, 0, 0, 0
L -27.0, -281.0, 24.0, -15.0, -294.0, 24.0, 0, 0, 0
L -27.0, -248.0, 20.0, -27.0, -281.0, 24.0, 0, 0, 0
L -50.0, -229.0, 24.0, -27.0, -248.0, 20.0, 0, 0, 0
L -51.0, -228.0, 24.0, -53.0, -227.0, 24.0, 0, 0, 0
L -53.0, -227.0, 24.0, -56.0, -227.0, 24.0, 0, 0, 0
L -56.0, -227.0, 24.0, -58.0, -226.0, 24.0, 0, 0, 0
L -58.0, -213.0, 24.0, -58.0, -226.0, 24.0, 0, 0, 0
L -57.0, -212.0, 24.0, -56.0, -210.0, 24.0, 0, 0, 0
L -56.0, -210.0, 24.0, -54.0, -210.0, 24.0, 0, 0, 0
L -54.0, -210.0, 24.0, -53.0, -212.0, 24.0, 0, 0, 0
L -53.0, -212.0, 24.0, -54.0, -213.0, 24.0, 0, 0, 0
L -54.0, -213.0, 24.0, -53.0, -215.0, 24.0, 0, 0, 0
L -53.0, -215.0, 24.0, -52.0, -216.0, 24.0, 0, 0, 0
L -37.0, -216.0, 24.0, -52.0, -216.0, 24.0, 0, 0, 0
L -33.0, -214.0, 24.0, -37.0, -216.0, 24.0, 0, 0, 0
L -16.0, -214.0, 24.0, -33.0, -214.0, 24.0, 0, 0, 0
L -14.0, -216.0, 24.0, -16.0, -214.0, 24.0, 0, 0, 0
L 0.0, -216.0, 21.0, -14.0, -216.0, 24.0, 0, 0, 0
L 2.0, -216.0, 20.0, 0.0, -216.0, 21.0, 0, 0, 0
L 19.0, -200.0, 24.0, 2.0, -216.0, 20.0, 0, 0, 0
L 20.0, -199.0, 24.0, 19.0, -200.0, 24.0, 0, 0, 0
L 21.0, -148.0, 20.0, 20.0, -199.0, 24.0, 0, 0, 0
L 20.0, -146.0, 21.0, 21.0, -148.0, 20.0, 0, 0, 0
L 21.0, -134.0, 24.0, 20.0, -146.0, 21.0, 0, 0, 0
L 21.0, -132.0, 24.0, 21.0, -134.0, 24.0, 0, 0, 0
L 7.0, -110.0, 21.0, 21.0, -132.0, 24.0, 0, 0, 0
L -22.0, -110.0, 24.0, 7.0, -110.0, 21.0, 0, 0, 0
L -25.0, -110.0, 24.0, -27.0, -109.0, 24.0, 0, 0, 0
L -27.0, -92.0, 20.0, -27.0, -109.0, 24.0, 0, 0, 0
L -27.0, -90.0, 20.0, -27.0, -92.0, 20.0, 0, 0, 0
L -92.0, -90.0, 21.0, -27.0, -90.0, 20.0, 0, 0, 0
L -93.0, -98.0, 24.0, -92.0, -90.0, 21.0, 0, 0, 0
L -91.0, -102.0, 24.0, -93.0, -98.0, 24.0, 0, 0, 0
L -91.0, -120.0, 24.0, -91.0, -102.0, 24.0, 0, 0, 0
L -93.0, -121.0, 24.0, -91.0, -120.0, 24.0, 0, 0, 0
L -93.0, -154.0, 20.0, -93.0, -121.0, 24.0, 0, 0, 0
L -92.0, -155.0, 20.0, -93.0, -154.0, 20.0, 0, 0, 0
L -92.0, -161.0, 20.0, -92.0, -155.0, 20.0, 0, 0, 0
L -102.0, -161.0, 20.0, -92.0, -161.0, 20.0, 0, 0, 0
L -104.0, -160.0, 20.0, -104.0, -156.0, 20.0, 0, 0, 0
L -103.0, -154.0, 19.0, -104.0, -156.0, 20.0, 0, 0, 0
L -155.0, -154.0, 4.0, -103.0, -154.0, 19.0, 0, 0, 0
L -152.0, -154.0, 4.0, -151.0, -155.0, 4.0, 0, 0, 0
L -151.0, -155.0, 4.0, -151.0, -157.0, 4.0, 0, 0, 0
L -151.0, -157.0, 4.0, -152.0, -158.0, 4.0, 0, 0, 0
L -152.0, -158.0, 4.0, -153.0, -160.0, 4.0, 0, 0, 0
L -153.0, -160.0, 4.0, -154.0, -161.0, 4.0, 0, 0, 0
L -168.0, -161.0, 4.0, -154.0, -161.0, 4.0, 0, 0, 0
L -170.0, -159.0, 4.0, -168.0, -161.0, 4.0, 0, 0, 0
L -170.0, -155.0, 4.0, -170.0, -159.0, 4.0, 0, 0, 0
L -169.0, -102.0, 2.0, -170.0, -155.0, 4.0, 0, 0, 0
L -171.0, -103.0, 3.0, -173.0, -103.0, 3.0, 0, 0, 0
L -173.0, -103.0, 3.0, -174.0, -103.0, 4.0, 0, 0, 0
L -174.0, -103.0, 4.0, -176.0, -102.0, 4.0, 0, 0, 0
L -176.0, -92.0, 4.0, -176.0, -102.0, 4.0, 0, 0, 0
L -177.0, -91.0, 4.0, -172.0, -91.0, 4.0, 0, 0, 0
L -170.0, -92.0, 4.0, -172.0, -91.0, 4.0, 0, 0, 0
L -161.0, -92.0, 4.0, -170.0, -92.0, 4.0, 0, 0, 0
L -161.0, -62.0, 4.0, -161.0, -92.0, 4.0, 0, 0, 0
L -159.0, -60.0, 4.0, -161.0, -62.0, 4.0, 0, 0, 0
L -129.0, -60.0, 4.0, -159.0, -60.0, 4.0, 0, 0, 0
L -129.0, -51.0, 4.0, -129.0, -60.0, 4.0, 0, 0, 0
L -129.0, -29.0, 2.0, -129.0, -35.0, 4.0, 0, 0, 0
L -129.0, -27.0, 2.0, -130.0, -26.0, 2.0, 0, 0, 0
L -130.0, -26.0, 2.0, -132.0, -27.0, 3.0, 0, 0, 0
L -132.0, -27.0, 3.0, -133.0, -28.0, 4.0, 0, 0, 0
L -151.0, -28.0, 4.0, -133.0, -28.0, 4.0, 0, 0, 0
L -152.0, -26.0, 4.0, -151.0, -28.0, 4.0, 0, 0, 0
L -159.0, -26.0, 4.0, -152.0, -26.0, 4.0, 0, 0, 0
L -161.0, -25.0, 4.0, -159.0, -26.0, 4.0, 0, 0, 0
L -161.0, 5.0, 4.0, -161.0, -25.0, 4.0, 0, 0, 0
L -168.0, 6.0, 4.0, -161.0, 5.0, 4.0, 0, 0, 0
L -170.0, 6.0, 4.0, -171.0, 5.0, 4.0, 0, 0, 0
L -171.0, 5.0, 4.0, -175.0, 5.0, 4.0, 0, 0, 0
L -175.0, 5.0, 4.0, -176.0, 7.0, 4.0, 0, 0, 0
L -176.0, 14.0, 4.0, -176.0, 7.0, 4.0, 0, 0, 0
L -177.0, 16.0, 4.0, -178.0, 17.0, 4.0, 0, 0, 0
L -178.0, 17.0, 4.0, -172.0, 17.0, 4.0, 0, 0, 0
L -170.0, 16.0, 4.0, -172.0, 17.0, 4.0, 0, 0, 0
L -160.0, 16.0, 4.0, -170.0, 16.0, 4.0, 0, 0, 0
L -142.0, 35.0, 4.0, -160.0, 16.0, 4.0, 0, 0, 0
L -141.0, 126.0, 4.0, -142.0, 35.0, 4.0, 0, 0, 0
L -142.0, 128.0, 4.0, -141.0, 126.0, 4.0, 0, 0, 0
L -159.0, 128.0, 4.0, -142.0, 128.0, 4.0, 0, 0, 0
L -159.0, 101.0, 4.0, -159.0, 128.0, 4.0, 0, 0, 0
L -160.0, 99.0, 4.0, -161.0, 98.0, 4.0, 0, 0, 0
L -167.0, 98.0, 4.0, -161.0, 98.0, 4.0, 0, 0, 0
L -170.0, 96.0, 4.0, -167.0, 98.0, 4.0, 0, 0, 0
L -187.0, 96.0, 4.0, -170.0, 96.0, 4.0, 0, 0, 0
L -188.0, 98.0, 4.0, -187.0, 96.0, 4.0, 0, 0, 0
L -195.0, 98.0, 4.0, -188.0, 98.0, 4.0, 0, 0, 0
L -197.0, 99.0, 4.0, -195.0, 98.0, 4.0, 0, 0, 0
L -197.0, 130.0, 4.0, -197.0, 127.0, 4.0, 0, 0, 0
L -214.0, 130.0, 4.0, -213.0, 130.0, 4.0, 0, 0, 0
L -215.0, 92.0, 4.0, -214.0, 130.0, 4.0, 0, 0, 0
L -213.0, 89.0, 4.0, -215.0, 92.0, 4.0, 0, 0, 0
L -212.0, 66.0, 4.0, -213.0, 89.0, 4.0, 0, 0, 0
L -213.0, 64.0, 4.0, -214.0, 63.0, 4.0, 0, 0, 0
L -215.0, 35.0, 4.0, -214.0, 63.0, 4.0, 0, 0, 0
L -196.0, 16.0, 4.0, -215.0, 35.0, 4.0, 0, 0, 0
L -190.0, 16.0, 4.0, -196.0, 16.0, 4.0, 0, 0, 0
L -188.0, 19.0, 4.0, -190.0, 16.0, 4.0, 0, 0, 0
L -184.0, 22.0, 4.0, -188.0, 19.0, 4.0, 0, 0, 0
L -182.0, 22.0, 4.0, -180.0, 21.0, 4.0, 0, 0, 0
L -180.0, 9.0, 4.0, -180.0, 21.0, 4.0, 0, 0, 0
L -178.0, 6.0, 4.0, -183.0, 5.0, 4.0, 0, 0, 0
L -184.0, 5.0, 4.0, -186.0, 6.0, 4.0, 0, 0, 0
L -195.0, 6.0, 4.0, -186.0, 6.0, 4.0, 0, 0, 0
L -195.0, -9.0, 4.0, -195.0, 6.0, 4.0, 0, 0, 0
L -213.0, -26.0, 4.0, -195.0, -9.0, 4.0, 0, 0, 0
L -227.0, -26.0, 4.0, -213.0, -26.0, 4.0, 0, 0, 0
L -227.0, -31.0, 4.0, -227.0, -26.0, 4.0, 0, 0, 0
L -222.0, -35.0, 4.0, -227.0, -31.0, 4.0, 0, 0, 0
L -221.0, -37.0, 4.0, -221.0, -38.0, 4.0, 0, 0, 0
L -221.0, -38.0, 4.0, -222.0, -40.0, 4.0, 0, 0, 0
L -222.0, -40.0, 4.0, -223.0, -41.0, 4.0, 0, 0, 0
L -235.0, -41.0, 4.0, -223.0, -41.0, 4.0, 0, 0, 0
L -237.0, -40.0, 4.0, -238.0, -39.0, 4.0, 0, 0, 0
L -238.0, -39.0, 4.0, -238.0, -35.0, 4.0, 0, 0, 0
L -237.0, -12.0, -2.0, -238.0, -35.0, 4.0, 0, 0, 0
L -237.0, -11.0, -2.0, -237.0, -12.0, -2.0, 0, 0, 0
L -278.0, -11.0, 4.0, -237.0, -11.0, -2.0, 0, 0, 0
L -282.0, -11.0, 4.0, -283.0, -10.0, 4.0, 0, 0, 0
L -283.0, -10.0, 4.0, -285.0, -9.0, 4.0, 0, 0, 0
L -285.0, 20.0, -2.0, -285.0, -9.0, 4.0, 0, 0, 0
L -285.0, 22.0, -2.0, -285.0, 20.0, -2.0, 0, 0, 0
L -292.0, 22.0, 3.0, -285.0, 22.0, -2.0, 0, 0, 0
L -294.0, 22.0, 4.0, -296.0, 20.0, 4.0, 0, 0, 0
L -314.0, 20.0, 4.0, -296.0, 20.0, 4.0, 0, 0, 0
L -315.0, 21.0, 4.0, -317.0, 22.0, 4.0, 0, 0, 0
L -317.0, 22.0, 4.0, -319.0, 22.0, 4.0, 0, 0, 0
L -319.0, -44.0, 1.0, -319.0, 22.0, 4.0, 0, 0, 0
L -319.0, -46.0, 1.0, -319.0, -44.0, 1.0, 0, 0, 0
L -304.0, -61.0, 3.0, -319.0, -46.0, 1.0, 0, 0, 0
L -289.0, -76.0, 4.0, -304.0, -61.0, 3.0, 0, 0, 0
L -282.0, -76.0, 4.0, -289.0, -76.0, 4.0, 0, 0, 0
L -281.0, -74.0, 4.0, -282.0, -76.0, 4.0, 0, 0, 0
L -264.0, -74.0, 4.0, -281.0, -74.0, 4.0, 0, 0, 0
L -263.0, -75.0, 4.0, -261.0, -76.0, 4.0, 0, 0, 0
L -240.0, -76.0, -1.0, -261.0, -76.0, 4.0, 0, 0, 0
L -238.0, -76.0, -2.0, -240.0, -76.0, -1.0, 0, 0, 0
L -237.0, -55.0, 4.0, -238.0, -76.0, -2.0, 0, 0, 0
L -237.0, -53.0, 4.0, -237.0, -55.0, 4.0, 0, 0, 0
L -238.0, -49.0, 4.0, -237.0, -53.0, 4.0, 0, 0, 0
L -238.0, -47.0, 4.0, -237.0, -46.0, 4.0, 0, 0, 0
L -229.0, -45.0, 4.0, -237.0, -46.0, 4.0, 0, 0, 0
L -225.0, -45.0, 4.0, -226.0, -47.0, 4.0, 0, 0, 0
L -226.0, -51.0, 4.0, -226.0, -47.0, 4.0, 0, 0, 0
L -227.0, -56.0, 4.0, -226.0, -51.0, 4.0, 0, 0, 0
L -227.0, -58.0, 4.0, -226.0, -59.0, 4.0, 0, 0, 0
L -226.0, -59.0, 4.0, -224.0, -59.0, 4.0, 0, 0, 0
L -224.0, -59.0, 4.0, -222.0, -58.0, 4.0, 0, 0, 0
L -205.0, -58.0, 4.0, -222.0, -58.0, 4.0, 0, 0, 0
L -204.0, -59.0, 4.0, -202.0, -60.0, 4.0, 0, 0, 0
L -197.0, -60.0, 4.0, -202.0, -60.0, 4.0, 0, 0, 0
L -195.0, -62.0, 4.0, -197.0, -60.0, 4.0, 0, 0, 0
L -195.0, -90.0, 1.0, -195.0, -62.0, 4.0, 0, 0, 0
