P 700, 1100, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P 700, 1300, 0, 0, 0, 0, 2, http://www.eqmaps.info
P 700, 1500, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
L 977, 212, -101, 974, 223, -101, 0, 0, 0
L 999, 220, -101, 998, 217, -101, 0, 0, 0
L 1003, 233, -105, 999, 220, -101, 0, 0, 0
L 1003, 235, -105, 1003, 233, -105, 0, 0, 0
L 1004, 240, -106, 1003, 235, -105, 0, 0, 0
L 1005, 260, -110, 1004, 240, -106, 0, 0, 0
L 1004, 271, -115, 1005, 260, -110, 0, 0, 0
L 1005, 286, -120, 1004, 271, -115, 0, 0, 0
L 1011, 298, -119, 1005, 286, -120, 0, 0, 0
L 1013, 299, -119, 1011, 298, -119, 0, 0, 0
L 1024, 301, -120, 1013, 299, -119, 0, 0, 0
L 1037, 302, -121, 1024, 301, -120, 0, 0, 0
L 1062, 302, -121, 1037, 302, -121, 0, 0, 0
L 1083, 300, -119, 1062, 302, -121, 0, 0, 0
L 1128, 330, -120, 1123, 328, -120, 0, 0, 0
L 1117, 330, -120, 1128, 330, -120, 0, 0, 0
L 1083, 331, -121, 1117, 330, -120, 0, 0, 0
L 1063, 333, -121, 1083, 331, -121, 0, 0, 0
L 1046, 333, -121, 1063, 333, -121, 0, 0, 0
L 1028, 334, -121, 1046, 333, -121, 0, 0, 0
L 1025, 335, -121, 1028, 334, -121, 0, 0, 0
L 1015, 335, -121, 1025, 335, -121, 0, 0, 0
L 1009, 334, -121, 1015, 335, -121, 0, 0, 0
L 1002, 333, -121, 1009, 334, -121, 0, 0, 0
L 988, 329, -123, 1002, 333, -121, 0, 0, 0
L 967, 314, -117, 988, 329, -123, 0, 0, 0
L 1003, 280, -118, 1004, 283, -119, 0, 0, 0
L 1002, 270, -113, 1003, 280, -118, 0, 0, 0
L 1001, 262, -111, 1002, 270, -113, 0, 0, 0
L 1001, 253, -109, 1001, 262, -111, 0, 0, 0
L 1000, 247, -109, 1001, 253, -109, 0, 0, 0
L 999, 237, -107, 1000, 247, -109, 0, 0, 0
L 998, 231, -103, 999, 237, -107, 0, 0, 0
L 993, 216, -101, 998, 231, -103, 0, 0, 0
L 992, 203, -99, 993, 216, -101, 0, 0, 0
L 993, 198, -99, 992, 203, -99, 0, 0, 0
L 995, 195, -102, 993, 198, -99, 0, 0, 0
L 1013, 195, -102, 995, 195, -102, 0, 0, 0
L 1015, 197, -101, 1013, 195, -102, 0, 0, 0
L 1022, 205, -100, 1015, 197, -101, 0, 0, 0
L 1028, 212, -100, 1022, 205, -100, 0, 0, 0
L 1043, 228, -100, 1028, 212, -100, 0, 0, 0
L 1050, 236, -100, 1043, 228, -100, 0, 0, 0
L 1055, 237, -97, 1050, 236, -100, 0, 0, 0
L 1060, 238, -96, 1055, 237, -97, 0, 0, 0
L 1069, 238, -100, 1060, 238, -96, 0, 0, 0
L 1089, 239, -100, 1069, 238, -100, 0, 0, 0
L 1101, 239, -100, 1089, 239, -100, 0, 0, 0
L 1108, 238, -99, 1101, 239, -100, 0, 0, 0
L 1127, 235, -102, 1108, 238, -99, 0, 0, 0
L 1153, 232, -102, 1127, 235, -102, 0, 0, 0
L 1156, 237, -97, 1153, 232, -102, 0, 0, 0
L 1160, 240, -100, 1156, 237, -97, 0, 0, 0
L 1168, 236, -96, 1160, 240, -100, 0, 0, 0
L 1172, 234, -100, 1168, 236, -96, 0, 0, 0
L 1189, 219, -100, 1172, 234, -100, 0, 0, 0
L 1197, 211, -100, 1189, 219, -100, 0, 0, 0
L 1197, 202, -101, 1197, 211, -100, 0, 0, 0
L 1196, 199, -100, 1197, 202, -101, 0, 0, 0
L 1196, 198, -100, 1196, 199, -100, 0, 0, 0
L 1191, 192, -100, 1196, 198, -100, 0, 0, 0
L 1183, 184, -100, 1191, 192, -100, 0, 0, 0
L 1173, 173, -100, 1183, 184, -100, 0, 0, 0
L 1170, 172, -101, 1173, 173, -100, 0, 0, 0
L 1133, 171, -102, 1170, 172, -101, 0, 0, 0
L 1122, 170, -102, 1133, 171, -102, 0, 0, 0
L 1117, 168, -100, 1122, 170, -102, 0, 0, 0
L 1109, 163, -98, 1117, 168, -100, 0, 0, 0
L 1105, 159, -101, 1109, 163, -98, 0, 0, 0
L 1104, 153, -102, 1105, 159, -101, 0, 0, 0
L 1102, 134, -102, 1104, 153, -102, 0, 0, 0
L 1102, 123, -102, 1102, 134, -102, 0, 0, 0
L 1105, 120, -97, 1102, 123, -102, 0, 0, 0
L 1109, 113, -100, 1105, 120, -97, 0, 0, 0
L 1105, 110, -100, 1109, 113, -100, 0, 0, 0
L 1085, 110, -100, 1105, 110, -100, 0, 0, 0
L 1070, 111, -100, 1085, 110, -100, 0, 0, 0
L 1054, 114, -102, 1070, 111, -100, 0, 0, 0
L 1040, 114, -102, 1054, 114, -102, 0, 0, 0
L 1033, 111, -100, 1040, 114, -102, 0, 0, 0
L 1031, 101, -100, 1033, 111, -100, 0, 0, 0
L 1034, 94, -101, 1031, 101, -100, 0, 0, 0
L 1040, 82, -100, 1034, 94, -101, 0, 0, 0
L 1038, 89, -101, 1040, 82, -100, 0, 0, 0
L 1038, 78, -103, 1038, 89, -101, 0, 0, 0
L 1042, 68, -107, 1038, 78, -103, 0, 0, 0
L 1048, 50, -108, 1042, 68, -107, 0, 0, 0
L 965, 197, -97, 968, 197, -100, 0, 0, 0
L 964, 195, -101, 965, 197, -97, 0, 0, 0
L 963, 191, -100, 964, 195, -101, 0, 0, 0
L 961, 176, -100, 963, 191, -100, 0, 0, 0
L 961, 161, -100, 961, 176, -100, 0, 0, 0
L 962, 157, -100, 961, 161, -100, 0, 0, 0
L 966, 147, -100, 962, 157, -100, 0, 0, 0
L 977, 132, -100, 966, 147, -100, 0, 0, 0
L 983, 128, -100, 977, 132, -100, 0, 0, 0
L 993, 122, -101, 983, 128, -100, 0, 0, 0
L 1008, 117, -102, 993, 122, -101, 0, 0, 0
L 1018, 112, -101, 1008, 117, -102, 0, 0, 0
L 1019, 111, -100, 1018, 112, -101, 0, 0, 0
L 1022, 106, -99, 1019, 111, -100, 0, 0, 0
L 1019, 100, -101, 1022, 106, -99, 0, 0, 0
L 1019, 99, -101, 1019, 100, -101, 0, 0, 0
L 1013, 82, -102, 1019, 99, -101, 0, 0, 0
L 1067, 47, -109, 1057, 48, -108, 0, 0, 0
L 1076, 47, -108, 1067, 47, -109, 0, 0, 0
L 1097, 46, -108, 1076, 47, -108, 0, 0, 0
L 1111, 44, -109, 1097, 46, -108, 0, 0, 0
L 1123, 46, -108, 1111, 44, -109, 0, 0, 0
L 1124, 51, -103, 1123, 46, -108, 0, 0, 0
L 1125, 52, -103, 1124, 51, -103, 0, 0, 0
L 1129, 38, -110, 1125, 52, -103, 0, 0, 0
L 1132, 24, -110, 1129, 38, -110, 0, 0, 0
L 1132, 17, -109, 1132, 24, -110, 0, 0, 0
L 1127, 15, -108, 1132, 17, -109, 0, 0, 0
L 1123, 14, -108, 1127, 15, -108, 0, 0, 0
L 1098, 15, -108, 1123, 14, -108, 0, 0, 0
L 1089, 16, -108, 1098, 15, -108, 0, 0, 0
L 1069, 15, -108, 1089, 16, -108, 0, 0, 0
L 1059, 15, -109, 1069, 15, -108, 0, 0, 0
L 1047, 16, -109, 1059, 15, -109, 0, 0, 0
L 1035, 16, -109, 1047, 16, -109, 0, 0, 0
L 1032, 15, -109, 1035, 16, -109, 0, 0, 0
L 1013, 13, -107, 1032, 15, -109, 0, 0, 0
L 1000, 13, -107, 1013, 13, -107, 0, 0, 0
L 991, 14, -106, 1000, 13, -107, 0, 0, 0
L 981, 14, -107, 991, 14, -106, 0, 0, 0
L 978, 14, -108, 981, 14, -107, 0, 0, 0
L 965, 17, -108, 978, 14, -108, 0, 0, 0
L 961, 17, -109, 965, 17, -108, 0, 0, 0
L 958, 17, -109, 961, 17, -109, 0, 0, 0
L 949, 18, -109, 958, 17, -109, 0, 0, 0
L 946, 8, -105, 949, 18, -109, 0, 0, 0
L 939, -2, -109, 946, 8, -105, 0, 0, 0
L 937, -7, -109, 939, -2, -109, 0, 0, 0
L 936, -20, -109, 937, -7, -109, 0, 0, 0
L 937, -24, -110, 936, -20, -109, 0, 0, 0
L 939, -32, -109, 937, -24, -110, 0, 0, 0
L 939, -37, -109, 939, -32, -109, 0, 0, 0
L 940, -40, -109, 939, -37, -109, 0, 0, 0
L 941, -44, -106, 940, -40, -109, 0, 0, 0
L 941, -50, -104, 941, -44, -106, 0, 0, 0
L 942, -56, -102, 941, -50, -104, 0, 0, 0
L 942, -76, -96, 942, -56, -102, 0, 0, 0
L 945, -86, -96, 942, -76, -96, 0, 0, 0
L 951, -90, -96, 945, -86, -96, 0, 0, 0
L 986, -94, -96, 951, -90, -96, 0, 0, 0
L 997, -96, -97, 986, -94, -96, 0, 0, 0
L 1009, -98, -96, 997, -96, -97, 0, 0, 0
L 1016, -96, -96, 1009, -98, -96, 0, 0, 0
L 1027, -96, -97, 1016, -96, -96, 0, 0, 0
L 1034, -96, -97, 1027, -96, -97, 0, 0, 0
L 1040, -97, -96, 1034, -96, -97, 0, 0, 0
L 1052, -98, -92, 1040, -97, -96, 0, 0, 0
L 1070, -103, -90, 1052, -98, -92, 0, 0, 0
L 1085, -100, -90, 1070, -103, -90, 0, 0, 0
L 1090, -93, -90, 1085, -100, -90, 0, 0, 0
L 1090, -74, -90, 1090, -93, -90, 0, 0, 0
L 1100, -67, -90, 1090, -74, -90, 0, 0, 0
L 1111, -62, -90, 1100, -67, -90, 0, 0, 0
L 1121, -58, -90, 1111, -62, -90, 0, 0, 0
L 1141, -48, -90, 1121, -58, -90, 0, 0, 0
L 1154, -48, -90, 1141, -48, -90, 0, 0, 0
L 1161, -50, -90, 1154, -48, -90, 0, 0, 0
L 1168, -53, -90, 1161, -50, -90, 0, 0, 0
L 1171, -54, -90, 1168, -53, -90, 0, 0, 0
L 1183, -62, -90, 1171, -54, -90, 0, 0, 0
L 1202, -65, -90, 1183, -62, -90, 0, 0, 0
L 1205, -67, -90, 1202, -65, -90, 0, 0, 0
L 1207, -71, -90, 1205, -67, -90, 0, 0, 0
L 1209, -74, -90, 1207, -71, -90, 0, 0, 0
L 1210, -79, -90, 1209, -74, -90, 0, 0, 0
L 1212, -85, -88, 1210, -79, -90, 0, 0, 0
L 1212, -87, -91, 1212, -85, -88, 0, 0, 0
L 1212, -90, -91, 1212, -87, -91, 0, 0, 0
L 1215, -101, -90, 1212, -90, -91, 0, 0, 0
L 1215, -108, -90, 1215, -101, -90, 0, 0, 0
L 1213, -121, -90, 1215, -108, -90, 0, 0, 0
L 1212, -127, -91, 1213, -121, -90, 0, 0, 0
L 1211, -133, -90, 1212, -127, -91, 0, 0, 0
L 1207, -138, -90, 1211, -133, -90, 0, 0, 0
L 1200, -143, -90, 1207, -138, -90, 0, 0, 0
L 1196, -147, -90, 1200, -143, -90, 0, 0, 0
L 1176, -156, -90, 1196, -147, -90, 0, 0, 0
L 1167, -159, -91, 1176, -156, -90, 0, 0, 0
L 1162, -161, -91, 1167, -159, -91, 0, 0, 0
L 1149, -161, -91, 1162, -161, -91, 0, 0, 0
L 1141, -158, -91, 1149, -161, -91, 0, 0, 0
L 1122, -150, -90, 1141, -158, -91, 0, 0, 0
L 1112, -148, -90, 1122, -150, -90, 0, 0, 0
L 1099, -145, -90, 1112, -148, -90, 0, 0, 0
L 1095, -140, -91, 1099, -145, -90, 0, 0, 0
L 1094, -137, -90, 1095, -140, -91, 0, 0, 0
L 1084, -118, -90, 1094, -137, -90, 0, 0, 0
L 1074, -116, -89, 1084, -118, -90, 0, 0, 0
L 1067, -118, -90, 1074, -116, -89, 0, 0, 0
L 1063, -120, -90, 1067, -118, -90, 0, 0, 0
L 1056, -121, -91, 1063, -120, -90, 0, 0, 0
L 1047, -123, -94, 1056, -121, -91, 0, 0, 0
L 1038, -124, -96, 1047, -123, -94, 0, 0, 0
L 1027, -124, -96, 1038, -124, -96, 0, 0, 0
L 1018, -124, -95, 1027, -124, -96, 0, 0, 0
L 1009, -124, -97, 1018, -124, -95, 0, 0, 0
L 1000, -123, -97, 1009, -124, -97, 0, 0, 0
L 983, -123, -97, 1000, -123, -97, 0, 0, 0
L 964, -123, -96, 983, -123, -97, 0, 0, 0
L 956, -124, -97, 964, -123, -96, 0, 0, 0
L 948, -126, -96, 956, -124, -97, 0, 0, 0
L 944, -141, -93, 948, -126, -96, 0, 0, 0
L 942, -151, -96, 942, -142, -95, 0, 0, 0
L 941, -160, -96, 942, -151, -96, 0, 0, 0
L 941, -164, -96, 941, -160, -96, 0, 0, 0
L 940, -171, -96, 941, -164, -96, 0, 0, 0
L 939, -201, -97, 940, -171, -96, 0, 0, 0
L 941, -221, -96, 939, -201, -97, 0, 0, 0
L 941, -229, -96, 941, -221, -96, 0, 0, 0
L 942, -244, -95, 941, -229, -96, 0, 0, 0
L 939, -252, -96, 942, -244, -95, 0, 0, 0
L 936, -258, -96, 939, -252, -96, 0, 0, 0
L 937, -265, -96, 936, -258, -96, 0, 0, 0
L 938, -268, -97, 937, -265, -96, 0, 0, 0
L 941, -276, -95, 938, -268, -97, 0, 0, 0
L 944, -285, -94, 941, -276, -95, 0, 0, 0
L 950, -289, -93, 944, -285, -94, 0, 0, 0
L 960, -295, -97, 950, -289, -93, 0, 0, 0
L 970, -298, -96, 960, -295, -97, 0, 0, 0
L 982, -298, -98, 970, -298, -96, 0, 0, 0
L 996, -296, -97, 982, -298, -98, 0, 0, 0
L 1007, -294, -97, 996, -296, -97, 0, 0, 0
L 1021, -293, -96, 1007, -294, -97, 0, 0, 0
L 1024, -293, -96, 1021, -293, -96, 0, 0, 0
L 1037, -293, -97, 1024, -293, -96, 0, 0, 0
L 1048, -293, -97, 1037, -293, -97, 0, 0, 0
L 1059, -295, -97, 1048, -293, -97, 0, 0, 0
L 1068, -294, -96, 1059, -295, -97, 0, 0, 0
L 1078, -294, -97, 1068, -294, -96, 0, 0, 0
L 1093, -294, -97, 1078, -294, -97, 0, 0, 0
L 1102, -294, -96, 1093, -294, -97, 0, 0, 0
L 1113, -293, -96, 1102, -294, -96, 0, 0, 0
L 1125, -293, -96, 1113, -293, -96, 0, 0, 0
L 1127, -297, -97, 1125, -293, -96, 0, 0, 0
L 1128, -300, -97, 1127, -297, -97, 0, 0, 0
L 1129, -319, -97, 1128, -300, -97, 0, 0, 0
L 1101, -329, -93, 1129, -319, -97, 0, 0, 0
L 1038, -329, -94, 1040, -332, -93, 0, 0, 0
L 1032, -327, -96, 1038, -329, -94, 0, 0, 0
L 1022, -326, -96, 1032, -327, -96, 0, 0, 0
L 1000, -326, -96, 1022, -326, -96, 0, 0, 0
L 981, -325, -95, 1000, -326, -96, 0, 0, 0
L 971, -325, -94, 981, -325, -95, 0, 0, 0
L 964, -326, -96, 971, -325, -94, 0, 0, 0
L 956, -327, -96, 964, -326, -96, 0, 0, 0
L 949, -330, -93, 956, -327, -96, 0, 0, 0
L 943, -335, -95, 949, -330, -93, 0, 0, 0
L 943, -348, -95, 943, -335, -95, 0, 0, 0
L 937, -356, -97, 943, -348, -95, 0, 0, 0
L 942, -365, -95, 937, -356, -97, 0, 0, 0
L 944, -366, -90, 942, -365, -95, 0, 0, 0
L 944, -373, -94, 944, -366, -90, 0, 0, 0
L 943, -373, -96, 944, -373, -94, 0, 0, 0
L 910, -374, -97, 943, -373, -96, 0, 0, 0
L 908, -368, -96, 910, -374, -97, 0, 0, 0
L 908, -349, -96, 908, -368, -96, 0, 0, 0
L 908, -314, -97, 908, -349, -96, 0, 0, 0
L 907, -308, -96, 908, -314, -97, 0, 0, 0
L 906, -292, -96, 907, -308, -96, 0, 0, 0
L 907, -289, -96, 906, -292, -96, 0, 0, 0
L 908, -286, -97, 907, -289, -96, 0, 0, 0
L 911, -278, -97, 908, -286, -97, 0, 0, 0
L 909, -263, -95, 911, -278, -97, 0, 0, 0
L 908, -260, -94, 909, -263, -95, 0, 0, 0
L 908, -255, -94, 908, -260, -94, 0, 0, 0
L 907, -247, -96, 908, -255, -94, 0, 0, 0
L 907, -230, -96, 907, -247, -96, 0, 0, 0
L 896, -225, -96, 907, -230, -96, 0, 0, 0
L 882, -224, -92, 896, -225, -96, 0, 0, 0
L 1013, 87, -101, 1013, 89, -101, 0, 0, 0
L 1011, 75, -105, 1013, 87, -101, 0, 0, 0
L 1010, 65, -108, 1011, 75, -105, 0, 0, 0
L 1007, 59, -106, 1010, 65, -108, 0, 0, 0
L 1003, 53, -107, 1007, 59, -106, 0, 0, 0
L 994, 52, -105, 1003, 53, -107, 0, 0, 0
L 974, 51, -107, 994, 52, -105, 0, 0, 0
L 964, 50, -108, 974, 51, -107, 0, 0, 0
L 955, 51, -106, 964, 50, -108, 0, 0, 0
L 946, 51, -106, 955, 51, -106, 0, 0, 0
L 934, 52, -106, 946, 51, -106, 0, 0, 0
L 924, 50, -105, 934, 52, -106, 0, 0, 0
L 914, 42, -108, 924, 50, -105, 0, 0, 0
L 907, 26, -108, 914, 42, -108, 0, 0, 0
L 906, 11, -107, 907, 26, -108, 0, 0, 0
L 907, 5, -107, 906, 11, -107, 0, 0, 0
L 908, 0, -108, 907, 5, -107, 0, 0, 0
L 908, -41, -107, 908, 0, -108, 0, 0, 0
L 908, -75, -95, 908, -41, -107, 0, 0, 0
L 908, -96, -96, 908, -75, -95, 0, 0, 0
L 908, -153, -96, 908, -96, -96, 0, 0, 0
