P -200, 1200, 0, 0, 0, 0, 2, The_Maw_of_the_Menagerie_(MIRB)
P -200, 1400, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P -200, 1600, 0, 0, 0, 0, 2, http://www.eqmaps.info
P -200, 1800, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
L -656.0, -1360.0, 4.0, -652.0, -1360.0, 4.0, 0, 0, 0
L -635.0, -1359.0, 4.0, -622.0, -1361.0, 3.0, 0, 0, 0
L -622.0, -1361.0, 3.0, -627.0, -1372.0, 4.0, 0, 0, 0
L -627.0, -1372.0, 4.0, -616.0, -1382.0, 3.0, 0, 0, 0
L -616.0, -1382.0, 3.0, -601.0, -1385.0, 7.0, 0, 0, 0
L -601.0, -1385.0, 7.0, -556.0, -1413.0, 19.0, 0, 0, 0
L -556.0, -1413.0, 19.0, -568.0, -1430.0, 4.0, 0, 0, 0
L -568.0, -1430.0, 4.0, -570.0, -1441.0, 4.0, 0, 0, 0
L -570.0, -1441.0, 4.0, -571.0, -1470.0, 11.0, 0, 0, 0
L -571.0, -1470.0, 11.0, -579.0, -1484.0, 10.0, 0, 0, 0
L -579.0, -1484.0, 10.0, -579.0, -1498.0, 13.0, 0, 0, 0
L -627.0, -1389.0, 4.0, -616.0, -1392.0, 3.0, 0, 0, 0
L -616.0, -1392.0, 3.0, -615.0, -1399.0, 3.0, 0, 0, 0
L -615.0, -1399.0, 3.0, -611.0, -1403.0, 3.0, 0, 0, 0
L -611.0, -1403.0, 3.0, -614.0, -1415.0, 3.0, 0, 0, 0
L -614.0, -1415.0, 3.0, -612.0, -1424.0, 3.0, 0, 0, 0
L -612.0, -1424.0, 3.0, -618.0, -1427.0, 3.0, 0, 0, 0
L -618.0, -1427.0, 3.0, -625.0, -1424.0, 4.0, 0, 0, 0
L -625.0, -1424.0, 4.0, -621.0, -1414.0, 8.0, 0, 0, 0
L -621.0, -1414.0, 8.0, -627.0, -1412.0, 4.0, 0, 0, 0
L -627.0, -1412.0, 4.0, -631.0, -1391.0, 4.0, 0, 0, 0
L -631.0, -1391.0, 4.0, -627.0, -1389.0, 4.0, 0, 0, 0
L -652.0, -1392.0, 4.0, -649.0, -1397.0, 4.0, 0, 0, 0
L -649.0, -1397.0, 4.0, -655.0, -1404.0, 3.0, 0, 0, 0
L -655.0, -1404.0, 3.0, -661.0, -1411.0, 5.0, 0, 0, 0
L -661.0, -1411.0, 5.0, -659.0, -1411.0, 3.0, 0, 0, 0
L -659.0, -1411.0, 3.0, -655.0, -1422.0, 3.0, 0, 0, 0
L -655.0, -1422.0, 3.0, -657.0, -1424.0, 5.0, 0, 0, 0
L -657.0, -1424.0, 5.0, -655.0, -1428.0, 3.0, 0, 0, 0
L -655.0, -1428.0, 3.0, -655.0, -1435.0, 7.0, 0, 0, 0
L -655.0, -1435.0, 7.0, -664.0, -1438.0, 6.0, 0, 0, 0
L -664.0, -1438.0, 6.0, -669.0, -1433.0, 3.0, 0, 0, 0
L -669.0, -1433.0, 3.0, -668.0, -1427.0, 3.0, 0, 0, 0
L -668.0, -1427.0, 3.0, -674.0, -1422.0, 3.0, 0, 0, 0
L -674.0, -1422.0, 3.0, -670.0, -1411.0, 3.0, 0, 0, 0
L -670.0, -1411.0, 3.0, -671.0, -1402.0, 3.0, 0, 0, 0
L -671.0, -1402.0, 3.0, -664.0, -1397.0, 3.0, 0, 0, 0
L -664.0, -1397.0, 3.0, -662.0, -1391.0, 3.0, 0, 0, 0
L -662.0, -1391.0, 3.0, -655.0, -1390.0, 4.0, 0, 0, 0
L -655.0, -1390.0, 4.0, -652.0, -1392.0, 4.0, 0, 0, 0
L -652.0, -1360.0, 4.0, -652.0, -1345.0, 3.0, 0, 0, 0
L -652.0, -1345.0, 3.0, -655.0, -1342.0, 3.0, 0, 0, 0
L -655.0, -1342.0, 3.0, -655.0, -1300.0, 3.0, 0, 0, 0
L -655.0, -1300.0, 3.0, -648.0, -1300.0, 3.0, 0, 0, 0
L -648.0, -1300.0, 3.0, -648.0, -1286.0, 4.0, 0, 0, 0
L -648.0, -1286.0, 4.0, -665.0, -1284.0, 7.0, 0, 0, 0
L -665.0, -1284.0, 7.0, -682.0, -1284.0, 15.0, 0, 0, 0
L -682.0, -1284.0, 15.0, -689.0, -1278.0, 16.0, 0, 0, 0
L -689.0, -1278.0, 16.0, -685.0, -1271.0, 10.0, 0, 0, 0
L -685.0, -1271.0, 10.0, -686.0, -1256.0, 5.0, 0, 0, 0
L -686.0, -1256.0, 5.0, -712.0, -1237.0, 11.0, 0, 0, 0
L -712.0, -1237.0, 11.0, -718.0, -1228.0, 16.0, 0, 0, 0
L -718.0, -1228.0, 16.0, -734.0, -1224.0, 13.0, 0, 0, 0
L -734.0, -1224.0, 13.0, -766.0, -1203.0, 18.0, 0, 0, 0
L -766.0, -1203.0, 18.0, -769.0, -1164.0, 16.0, 0, 0, 0
L -769.0, -1164.0, 16.0, -736.0, -1140.0, 16.0, 0, 0, 0
L -736.0, -1140.0, 16.0, -718.0, -1140.0, 7.0, 0, 0, 0
L -718.0, -1140.0, 7.0, -697.0, -1106.0, 12.0, 0, 0, 0
L -697.0, -1106.0, 12.0, -693.0, -1106.0, 10.0, 0, 0, 0
L -693.0, -1106.0, 10.0, -681.0, -1081.0, 13.0, 0, 0, 0
L -681.0, -1081.0, 13.0, -675.0, -1082.0, 5.0, 0, 0, 0
L -675.0, -1082.0, 5.0, -648.0, -1080.0, 4.0, 0, 0, 0
L -648.0, -1080.0, 4.0, -648.0, -1067.0, 4.0, 0, 0, 0
L -648.0, -1067.0, 4.0, -688.0, -1066.0, 5.0, 0, 0, 0
L -688.0, -1066.0, 5.0, -689.0, -1048.0, 5.0, 0, 0, 0
L -689.0, -1048.0, 5.0, -700.0, -1036.0, 13.0, 0, 0, 0
L -700.0, -1036.0, 13.0, -719.0, -1008.0, 14.0, 0, 0, 0
L -719.0, -1008.0, 14.0, -731.0, -1007.0, 9.0, 0, 0, 0
L -731.0, -1007.0, 9.0, -739.0, -1004.0, 10.0, 0, 0, 0
L -739.0, -1004.0, 10.0, -771.0, -981.0, 16.0, 0, 0, 0
L -771.0, -981.0, 16.0, -771.0, -947.0, 17.0, 0, 0, 0
L -771.0, -947.0, 17.0, -748.0, -935.0, 26.0, 0, 0, 0
L -748.0, -935.0, 26.0, -728.0, -921.0, 16.0, 0, 0, 0
L -728.0, -921.0, 16.0, -716.0, -919.0, 5.0, 0, 0, 0
L -716.0, -919.0, 5.0, -699.0, -900.0, 11.0, 0, 0, 0
L -699.0, -900.0, 11.0, -695.0, -883.0, 11.0, 0, 0, 0
L -695.0, -883.0, 11.0, -690.0, -876.0, 13.0, 0, 0, 0
L -690.0, -876.0, 13.0, -689.0, -862.0, 20.0, 0, 0, 0
L -689.0, -862.0, 20.0, -670.0, -862.0, 12.0, 0, 0, 0
L -670.0, -862.0, 12.0, -658.0, -866.0, 15.0, 0, 0, 0
L -658.0, -866.0, 15.0, -621.0, -862.0, 3.0, 0, 0, 0
L -621.0, -862.0, 3.0, -602.0, -863.0, 3.0, 0, 0, 0
L -602.0, -863.0, 3.0, -605.0, -883.0, 13.0, 0, 0, 0
L -605.0, -883.0, 13.0, -606.0, -891.0, 14.0, 0, 0, 0
L -606.0, -891.0, 14.0, -632.0, -915.0, 7.0, 0, 0, 0
L -632.0, -915.0, 7.0, -631.0, -945.0, 16.0, 0, 0, 0
L -631.0, -945.0, 16.0, -635.0, -955.0, 3.0, 0, 0, 0
L -635.0, -955.0, 3.0, -621.0, -955.0, 3.0, 0, 0, 0
L -621.0, -955.0, 3.0, -620.0, -952.0, 3.0, 0, 0, 0
L -620.0, -952.0, 3.0, -606.0, -952.0, 3.0, 0, 0, 0
L -606.0, -952.0, 3.0, -606.0, -959.0, 3.0, 0, 0, 0
L -606.0, -959.0, 3.0, -592.0, -959.0, 3.0, 0, 0, 0
L -592.0, -959.0, 3.0, -592.0, -952.0, 3.0, 0, 0, 0
L -592.0, -952.0, 3.0, -561.0, -952.0, 3.0, 0, 0, 0
L -561.0, -952.0, 3.0, -528.0, -919.0, 5.0, 0, 0, 0
L -528.0, -919.0, 5.0, -505.0, -881.0, 16.0, 0, 0, 0
L -505.0, -881.0, 16.0, -505.0, -846.0, 4.0, 0, 0, 0
L -505.0, -846.0, 4.0, -498.0, -846.0, 4.0, 0, 0, 0
L -498.0, -846.0, 4.0, -498.0, -832.0, 3.0, 0, 0, 0
L -498.0, -832.0, 3.0, -505.0, -832.0, 3.0, 0, 0, 0
L -505.0, -832.0, 3.0, -505.0, -785.0, 3.0, 0, 0, 0
L -505.0, -785.0, 3.0, -502.0, -785.0, 3.0, 0, 0, 0
L -502.0, -785.0, 3.0, -502.0, -772.0, 3.0, 0, 0, 0
L -502.0, -772.0, 3.0, -510.0, -772.0, 3.0, 0, 0, 0
L -510.0, -772.0, 3.0, -526.0, -777.0, 3.0, 0, 0, 0
L -526.0, -777.0, 3.0, -565.0, -777.0, 3.0, 0, 0, 0
L -565.0, -777.0, 3.0, -593.0, -709.0, 3.0, 0, 0, 0
L -593.0, -709.0, 3.0, -592.0, -709.0, 3.0, 0, 0, 0
L -592.0, -709.0, 3.0, -590.0, -697.0, 3.0, 0, 0, 0
L -590.0, -697.0, 3.0, -604.0, -697.0, 3.0, 0, 0, 0
L -604.0, -697.0, 3.0, -604.0, -700.0, 3.0, 0, 0, 0
L -604.0, -700.0, 3.0, -650.0, -700.0, 3.0, 0, 0, 0
L -650.0, -700.0, 3.0, -650.0, -693.0, 3.0, 0, 0, 0
L -650.0, -693.0, 3.0, -694.0, -697.0, 3.0, 0, 0, 0
L -694.0, -697.0, 3.0, -693.0, -709.0, 4.0, 0, 0, 0
L -693.0, -709.0, 4.0, -689.0, -724.0, 12.0, 0, 0, 0
L -689.0, -724.0, 12.0, -689.0, -742.0, 17.0, 0, 0, 0
L -689.0, -742.0, 17.0, -679.0, -748.0, 4.0, 0, 0, 0
L -679.0, -748.0, 4.0, -660.0, -764.0, 16.0, 0, 0, 0
L -660.0, -764.0, 16.0, -660.0, -790.0, 17.0, 0, 0, 0
L -660.0, -790.0, 17.0, -709.0, -787.0, 14.0, 0, 0, 0
L -709.0, -787.0, 14.0, -722.0, -790.0, 10.0, 0, 0, 0
L -722.0, -790.0, 10.0, -747.0, -790.0, 16.0, 0, 0, 0
L -747.0, -790.0, 16.0, -748.0, -775.0, 13.0, 0, 0, 0
L -748.0, -775.0, 13.0, -777.0, -731.0, 7.0, 0, 0, 0
L -777.0, -731.0, 7.0, -795.0, -730.0, 12.0, 0, 0, 0
L -795.0, -730.0, 12.0, -826.0, -707.0, 16.0, 0, 0, 0
L -826.0, -707.0, 16.0, -828.0, -670.0, 15.0, 0, 0, 0
L -828.0, -670.0, 15.0, -793.0, -645.0, 12.0, 0, 0, 0
L -793.0, -645.0, 12.0, -778.0, -645.0, 8.0, 0, 0, 0
L -778.0, -645.0, 8.0, -749.0, -601.0, 13.0, 0, 0, 0
L -749.0, -601.0, 13.0, -747.0, -586.0, 19.0, 0, 0, 0
L -747.0, -586.0, 19.0, -706.0, -585.0, 4.0, 0, 0, 0
L -706.0, -585.0, 4.0, -706.0, -571.0, 3.0, 0, 0, 0
L -706.0, -571.0, 3.0, -714.0, -571.0, 5.0, 0, 0, 0
L -714.0, -571.0, 5.0, -724.0, -570.0, 11.0, 0, 0, 0
L -724.0, -570.0, 11.0, -724.0, -501.0, 10.0, 0, 0, 0
L -724.0, -501.0, 10.0, -717.0, -501.0, 5.0, 0, 0, 0
L -717.0, -501.0, 5.0, -714.0, -465.0, 15.0, 0, 0, 0
L -714.0, -465.0, 15.0, -659.0, -465.0, 6.0, 0, 0, 0
L -659.0, -465.0, 6.0, -656.0, -456.0, 7.0, 0, 0, 0
L -656.0, -456.0, 7.0, -638.0, -456.0, 3.0, 0, 0, 0
L -638.0, -456.0, 3.0, -640.0, -446.0, 3.0, 0, 0, 0
L -640.0, -446.0, 3.0, -640.0, -410.0, 3.0, 0, 0, 0
L -640.0, -410.0, 3.0, -623.0, -409.0, 3.0, 0, 0, 0
L -623.0, -409.0, 3.0, -623.0, -396.0, 3.0, 0, 0, 0
L -623.0, -396.0, 3.0, -630.0, -396.0, 3.0, 0, 0, 0
L -630.0, -396.0, 3.0, -629.0, -349.0, 5.0, 0, 0, 0
L -629.0, -349.0, 5.0, -627.0, -349.0, 3.0, 0, 0, 0
L -627.0, -349.0, 3.0, -626.0, -336.0, 3.0, 0, 0, 0
L -626.0, -336.0, 3.0, -639.0, -335.0, 3.0, 0, 0, 0
L -639.0, -335.0, 3.0, -662.0, -317.0, 3.0, 0, 0, 0
L -662.0, -317.0, 3.0, -659.0, -314.0, 3.0, 0, 0, 0
L -659.0, -314.0, 3.0, -654.0, -312.0, 3.0, 0, 0, 0
L -654.0, -312.0, 3.0, -655.0, -305.0, 3.0, 0, 0, 0
L -655.0, -305.0, 3.0, -663.0, -296.0, 3.0, 0, 0, 0
L -663.0, -296.0, 3.0, -645.0, -295.0, 3.0, 0, 0, 0
L -645.0, -295.0, 3.0, -645.0, -290.0, 3.0, 0, 0, 0
L -645.0, -290.0, 3.0, -663.0, -290.0, 3.0, 0, 0, 0
L -663.0, -290.0, 3.0, -662.0, -273.0, 3.0, 0, 0, 0
L -662.0, -273.0, 3.0, -633.0, -254.0, 3.0, 0, 0, 0
L -633.0, -254.0, 3.0, -622.0, -254.0, 3.0, 0, 0, 0
L -622.0, -254.0, 3.0, -623.0, -241.0, 3.0, 0, 0, 0
L -623.0, -241.0, 3.0, -657.0, -240.0, 4.0, 0, 0, 0
L -657.0, -240.0, 4.0, -671.0, -220.0, 7.0, 0, 0, 0
L -671.0, -220.0, 7.0, -671.0, -166.0, 4.0, 0, 0, 0
L -671.0, -166.0, 4.0, -664.0, -166.0, 3.0, 0, 0, 0
L -664.0, -166.0, 3.0, -663.0, -152.0, 5.0, 0, 0, 0
L -663.0, -152.0, 5.0, -671.0, -152.0, 5.0, 0, 0, 0
L -671.0, -152.0, 5.0, -671.0, -85.0, 36.0, 0, 0, 0
L -671.0, -85.0, 36.0, -652.0, -79.0, 42.0, 0, 0, 0
L -652.0, -79.0, 42.0, -646.0, -88.0, 39.0, 0, 0, 0
L -646.0, -88.0, 39.0, -646.0, -106.0, 29.0, 0, 0, 0
L -646.0, -106.0, 29.0, -646.0, -152.0, 5.0, 0, 0, 0
L -646.0, -152.0, 5.0, -653.0, -152.0, 5.0, 0, 0, 0
L -653.0, -152.0, 5.0, -653.0, -166.0, 3.0, 0, 0, 0
L -653.0, -166.0, 3.0, -646.0, -166.0, 3.0, 0, 0, 0
L -646.0, -166.0, 3.0, -626.0, -187.0, 7.0, 0, 0, 0
L -626.0, -187.0, 7.0, -594.0, -186.0, 17.0, 0, 0, 0
L -594.0, -186.0, 17.0, -593.0, -174.0, 4.0, 0, 0, 0
L -593.0, -174.0, 4.0, -587.0, -166.0, 3.0, 0, 0, 0
L -587.0, -166.0, 3.0, -580.0, -166.0, 3.0, 0, 0, 0
L -580.0, -166.0, 3.0, -581.0, -152.0, 3.0, 0, 0, 0
L -581.0, -152.0, 3.0, -587.0, -152.0, 3.0, 0, 0, 0
L -587.0, -152.0, 3.0, -587.0, -106.0, 3.0, 0, 0, 0
L -587.0, -106.0, 3.0, -584.0, -106.0, 3.0, 0, 0, 0
L -584.0, -106.0, 3.0, -587.0, -58.0, 11.0, 0, 0, 0
L -587.0, -58.0, 11.0, -587.0, -31.0, 14.0, 0, 0, 0
L -587.0, -31.0, 14.0, -574.0, -34.0, 10.0, 0, 0, 0
L -574.0, -34.0, 10.0, -566.0, -22.0, 13.0, 0, 0, 0
L -566.0, -22.0, 13.0, -579.0, -5.0, 12.0, 0, 0, 0
L -579.0, -5.0, 12.0, -559.0, 33.0, 15.0, 0, 0, 0
L -559.0, 33.0, 15.0, -554.0, 44.0, 19.0, 0, 0, 0
L -554.0, 44.0, 19.0, -545.0, 34.0, 19.0, 0, 0, 0
L -545.0, 34.0, 19.0, -534.0, 42.0, 19.0, 0, 0, 0
L -534.0, 42.0, 19.0, -527.0, 28.0, 3.0, 0, 0, 0
L -527.0, 28.0, 3.0, -515.0, 39.0, 3.0, 0, 0, 0
L -515.0, 39.0, 3.0, -493.0, 29.0, 3.0, 0, 0, 0
L -493.0, 29.0, 3.0, -491.0, 13.0, 6.0, 0, 0, 0
L -491.0, 13.0, 6.0, -478.0, 13.0, 3.0, 0, 0, 0
L -478.0, 13.0, 3.0, -478.0, 16.0, 3.0, 0, 0, 0
L -478.0, 16.0, 3.0, -431.0, 16.0, 3.0, 0, 0, 0
L -431.0, 16.0, 3.0, -431.0, 9.0, 3.0, 0, 0, 0
L -431.0, 9.0, 3.0, -417.0, 9.0, 3.0, 0, 0, 0
L -417.0, 9.0, 3.0, -417.0, 22.0, 3.0, 0, 0, 0
L -417.0, 22.0, 3.0, -400.0, 48.0, 3.0, 0, 0, 0
L -400.0, 48.0, 3.0, -381.0, 50.0, 8.0, 0, 0, 0
L -381.0, 50.0, 8.0, -381.0, 41.0, 23.0, 0, 0, 0
L -381.0, 41.0, 23.0, -381.0, 32.0, 7.0, 0, 0, 0
L -381.0, 32.0, 7.0, -377.0, 32.0, 8.0, 0, 0, 0
L -377.0, 32.0, 8.0, -377.0, 39.0, 23.0, 0, 0, 0
L -377.0, 39.0, 23.0, -362.0, 50.0, 3.0, 0, 0, 0
L -362.0, 50.0, 3.0, -349.0, 38.0, 8.0, 0, 0, 0
L -349.0, 38.0, 8.0, -336.0, 23.0, 3.0, 0, 0, 0
L -336.0, 23.0, 3.0, -336.0, 13.0, 3.0, 0, 0, 0
L -336.0, 13.0, 3.0, -323.0, 13.0, 3.0, 0, 0, 0
L -323.0, 13.0, 3.0, -323.0, 16.0, 3.0, 0, 0, 0
L -323.0, 16.0, 3.0, -276.0, 16.0, 3.0, 0, 0, 0
L -276.0, 16.0, 3.0, -276.0, 9.0, 3.0, 0, 0, 0
L -276.0, 9.0, 3.0, -262.0, 9.0, 3.0, 0, 0, 0
L -262.0, 9.0, 3.0, -261.0, 68.0, 16.0, 0, 0, 0
L -261.0, 68.0, 16.0, -203.0, 69.0, 3.0, 0, 0, 0
L -203.0, 69.0, 3.0, -202.0, 82.0, 1.0, 0, 0, 0
L -202.0, 82.0, 1.0, -209.0, 82.0, 1.0, 0, 0, 0
L -209.0, 82.0, 1.0, -209.0, 192.0, -41.0, 0, 0, 0
L -209.0, 192.0, -41.0, -202.0, 192.0, -41.0, 0, 0, 0
L -202.0, 192.0, -41.0, -202.0, 205.0, -45.0, 0, 0, 0
L -202.0, 205.0, -45.0, -209.0, 205.0, -45.0, 0, 0, 0
L -209.0, 205.0, -45.0, -209.0, 232.0, -47.0, 0, 0, 0
L -209.0, 232.0, -47.0, -209.0, 315.0, -88.0, 0, 0, 0
L -209.0, 315.0, -88.0, -202.0, 315.0, -88.0, 0, 0, 0
L -202.0, 315.0, -88.0, -202.0, 328.0, -90.0, 0, 0, 0
L -202.0, 328.0, -90.0, -236.0, 329.0, -79.0, 0, 0, 0
L -236.0, 329.0, -79.0, -251.0, 353.0, -78.0, 0, 0, 0
L -251.0, 353.0, -78.0, -251.0, 403.0, -90.0, 0, 0, 0
L -251.0, 403.0, -90.0, -244.0, 403.0, -90.0, 0, 0, 0
L -244.0, 403.0, -90.0, -244.0, 417.0, -90.0, 0, 0, 0
L -244.0, 417.0, -90.0, -251.0, 417.0, -90.0, 0, 0, 0
L -251.0, 417.0, -90.0, -249.0, 463.0, -89.0, 0, 0, 0
L -249.0, 463.0, -89.0, -248.0, 463.0, -90.0, 0, 0, 0
L -248.0, 463.0, -90.0, -248.0, 477.0, -90.0, 0, 0, 0
L -248.0, 477.0, -90.0, -260.0, 475.0, -88.0, 0, 0, 0
L -260.0, 475.0, -88.0, -259.0, 472.0, -86.0, 0, 0, 0
L -259.0, 472.0, -86.0, -303.0, 472.0, -80.0, 0, 0, 0
L -303.0, 472.0, -80.0, -309.0, 478.0, -84.0, 0, 0, 0
L -309.0, 478.0, -84.0, -307.0, 510.0, -84.0, 0, 0, 0
L -307.0, 510.0, -84.0, -305.0, 542.0, -91.0, 0, 0, 0
L -305.0, 542.0, -91.0, -306.0, 560.0, -105.0, 0, 0, 0
L -306.0, 560.0, -105.0, -323.0, 602.0, -100.0, 0, 0, 0
L -323.0, 602.0, -100.0, -253.0, 618.0, -110.0, 0, 0, 0
L -253.0, 618.0, -110.0, -233.0, 619.0, -123.0, 0, 0, 0
L -233.0, 619.0, -123.0, -216.0, 599.0, -121.0, 0, 0, 0
L -216.0, 599.0, -121.0, -198.0, 576.0, -108.0, 0, 0, 0
L -198.0, 576.0, -108.0, -201.0, 552.0, -102.0, 0, 0, 0
L -201.0, 552.0, -102.0, -216.0, 475.0, -85.0, 0, 0, 0
L -216.0, 475.0, -85.0, -229.0, 477.0, -90.0, 0, 0, 0
L -229.0, 477.0, -90.0, -229.0, 463.0, -90.0, 0, 0, 0
L -229.0, 463.0, -90.0, -226.0, 463.0, -88.0, 0, 0, 0
L -226.0, 463.0, -88.0, -226.0, 417.0, -90.0, 0, 0, 0
L -226.0, 417.0, -90.0, -233.0, 417.0, -90.0, 0, 0, 0
L -233.0, 417.0, -90.0, -233.0, 403.0, -90.0, 0, 0, 0
L -233.0, 403.0, -90.0, -148.0, 402.0, -78.0, 0, 0, 0
L -148.0, 402.0, -78.0, -131.0, 402.0, -76.0, 0, 0, 0
L -131.0, 402.0, -76.0, -132.0, 391.0, -82.0, 0, 0, 0
L -132.0, 391.0, -82.0, -142.0, 370.0, -90.0, 0, 0, 0
L -142.0, 370.0, -90.0, -143.0, 348.0, -89.0, 0, 0, 0
L -143.0, 348.0, -89.0, -159.0, 329.0, -82.0, 0, 0, 0
L -159.0, 329.0, -82.0, -192.0, 328.0, -89.0, 0, 0, 0
L -192.0, 328.0, -89.0, -192.0, 315.0, -85.0, 0, 0, 0
L -192.0, 315.0, -85.0, -185.0, 316.0, -81.0, 0, 0, 0
L -185.0, 316.0, -81.0, -185.0, 205.0, -45.0, 0, 0, 0
L -185.0, 205.0, -45.0, -191.0, 205.0, -45.0, 0, 0, 0
L -191.0, 205.0, -45.0, -192.0, 192.0, -41.0, 0, 0, 0
L -192.0, 192.0, -41.0, -185.0, 192.0, -41.0, 0, 0, 0
L -185.0, 192.0, -41.0, -185.0, 96.0, -1.0, 0, 0, 0
L -185.0, 96.0, -1.0, -189.0, 82.0, 1.0, 0, 0, 0
L -189.0, 82.0, 1.0, -192.0, 82.0, 1.0, 0, 0, 0
L -192.0, 82.0, 1.0, -192.0, 69.0, 3.0, 0, 0, 0
L -192.0, 69.0, 3.0, -132.0, 68.0, 19.0, 0, 0, 0
L -132.0, 68.0, 19.0, -131.0, 9.0, 3.0, 0, 0, 0
L -131.0, 9.0, 3.0, -118.0, 9.0, 3.0, 0, 0, 0
L -118.0, 9.0, 3.0, -118.0, 16.0, 3.0, 0, 0, 0
L -118.0, 16.0, 3.0, -84.0, 16.0, 3.0, 0, 0, 0
L -84.0, 16.0, 3.0, -84.0, 13.0, 3.0, 0, 0, 0
L -84.0, 13.0, 3.0, -71.0, 12.0, 5.0, 0, 0, 0
L -71.0, 12.0, 5.0, -73.0, 24.0, 5.0, 0, 0, 0
L -73.0, 24.0, 5.0, -76.0, 24.0, 5.0, 0, 0, 0
L -76.0, 24.0, 5.0, -76.0, 56.0, 4.0, 0, 0, 0
L -76.0, 56.0, 4.0, -69.0, 56.0, 4.0, 0, 0, 0
L -69.0, 56.0, 4.0, -69.0, 69.0, 3.0, 0, 0, 0
L -69.0, 69.0, 3.0, -104.0, 72.0, 4.0, 0, 0, 0
L -104.0, 72.0, 4.0, -115.0, 86.0, 5.0, 0, 0, 0
L -115.0, 86.0, 5.0, -118.0, 111.0, 4.0, 0, 0, 0
L -118.0, 111.0, 4.0, -125.0, 129.0, 4.0, 0, 0, 0
L -125.0, 129.0, 4.0, -128.0, 141.0, 4.0, 0, 0, 0
L -128.0, 141.0, 4.0, -128.0, 143.0, 4.0, 0, 0, 0
L -128.0, 143.0, 4.0, -113.0, 143.0, 8.0, 0, 0, 0
L -113.0, 143.0, 8.0, -97.0, 143.0, 13.0, 0, 0, 0
L -97.0, 143.0, 13.0, -93.0, 144.0, 15.0, 0, 0, 0
L -93.0, 144.0, 15.0, -79.0, 126.0, 8.0, 0, 0, 0
L -79.0, 126.0, 8.0, -49.0, 125.0, 5.0, 0, 0, 0
L -49.0, 125.0, 5.0, -34.0, 144.0, 3.0, 0, 0, 0
L -34.0, 144.0, 3.0, -26.0, 144.0, 3.0, 0, 0, 0
L -26.0, 144.0, 3.0, -27.0, 158.0, 5.0, 0, 0, 0
L -27.0, 158.0, 5.0, -34.0, 158.0, 5.0, 0, 0, 0
L -34.0, 158.0, 5.0, -33.0, 169.0, 9.0, 0, 0, 0
L -33.0, 169.0, 9.0, -34.0, 267.0, 48.0, 0, 0, 0
L -34.0, 267.0, 48.0, -27.0, 267.0, 48.0, 0, 0, 0
L -27.0, 267.0, 48.0, -27.0, 281.0, 50.0, 0, 0, 0
L -27.0, 281.0, 50.0, -67.0, 276.0, 51.0, 0, 0, 0
L -67.0, 276.0, 51.0, -67.0, 367.0, 50.0, 0, 0, 0
L -67.0, 367.0, 50.0, -42.0, 367.0, 50.0, 0, 0, 0
L -42.0, 367.0, 50.0, -42.0, 364.0, 50.0, 0, 0, 0
L -42.0, 364.0, 50.0, -30.0, 362.0, 50.0, 0, 0, 0
