P -3000, 1200, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P -3000, 1400, 0, 0, 0, 0, 2, www.eqmaps.info
P -3000, 1600, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
L -3453, -787, 411, -3446, -757, 409, 150, 100, 0
L -3358, -902, 396, -3453, -787, 411, 150, 100, 0
L -3250, -904, 382, -3358, -902, 396, 150, 100, 0
L -1157, -641, 152, -1149, -539, 130, 150, 100, 0
L -1262, -679, 143, -1157, -641, 152, 150, 100, 0
L -1269, -720, 146, -1262, -679, 143, 150, 100, 0
L -1259, -752, 146, -1269, -720, 146, 150, 100, 0
L -1268, -786, 146, -1259, -752, 146, 150, 100, 0
L -1265, -1079, 139, -1268, -786, 146, 150, 100, 0
L 906, -1380, -49, 984, -1379, -51, 150, 100, 0
L 862, -1312, -48, 906, -1380, -49, 150, 100, 0
L 818, -1254, -46, 862, -1312, -48, 150, 100, 0
L 597, -1271, -34, 818, -1254, -46, 150, 100, 0
L 586, -1256, -33, 597, -1271, -34, 150, 100, 0
L 448, -1257, -22, 586, -1256, -33, 150, 100, 0
L 412, -1304, -12, 448, -1257, -22, 150, 100, 0
L 405, -1327, -8, 412, -1304, -12, 150, 100, 0
L 359, -1385, -5, 405, -1327, -8, 150, 100, 0
L 299, -1385, -9, 359, -1385, -5, 150, 100, 0
L 100, -1380, -27, 299, -1385, -9, 150, 100, 0
L 53, -1304, -27, 100, -1380, -27, 150, 100, 0
L -4, -1283, -25, 53, -1304, -27, 150, 100, 0
L -5, -1246, -25, -4, -1283, -25, 150, 100, 0
L -119, -1172, -22, -5, -1246, -25, 150, 100, 0
L -122, -1140, -21, -119, -1172, -22, 150, 100, 0
L -216, -1018, -20, -122, -1140, -21, 150, 100, 0
L -341, -1020, -16, -216, -1018, -20, 150, 100, 0
L -342, -1020, -16, -344, -893, -16, 150, 100, 0
L -479, -1024, 10, -342, -1020, -16, 150, 100, 0
L -521, -959, 24, -479, -1024, 10, 150, 100, 0
L -564, -896, 31, -521, -959, 24, 150, 100, 0
L -703, -891, 64, -564, -896, 31, 150, 100, 0
L -754, -966, 76, -703, -891, 64, 150, 100, 0
L -786, -1028, 80, -754, -966, 76, 150, 100, 0
L -837, -1043, 87, -786, -1028, 80, 150, 100, 0
L -911, -1145, 96, -837, -1043, 87, 150, 100, 0
L -1267, -1143, 139, -911, -1145, 96, 150, 100, 0
L -1267, -1144, 139, -1266, -1080, 139, 150, 100, 0
L -1287, -1136, 141, -1267, -1144, 139, 150, 100, 0
L -1313, -1142, 145, -1287, -1136, 141, 150, 100, 0
L -1399, -1135, 156, -1313, -1142, 145, 150, 100, 0
L -1472, -1273, 164, -1399, -1135, 156, 150, 100, 0
L -1524, -1280, 171, -1472, -1273, 164, 150, 100, 0
L -1599, -1384, 181, -1524, -1280, 171, 150, 100, 0
L -1752, -1377, 199, -1599, -1384, 181, 150, 100, 0
L -1849, -1273, 212, -1752, -1377, 199, 150, 100, 0
L -1856, -1138, 225, -1849, -1273, 212, 150, 100, 0
L -1948, -1134, 225, -1856, -1138, 225, 150, 100, 0
L -1989, -1017, 230, -1948, -1134, 225, 150, 100, 0
L -2088, -1017, 240, -1989, -1017, 230, 150, 100, 0
L -2164, -1149, 251, -2088, -1017, 240, 150, 100, 0
L -2217, -1157, 258, -2164, -1149, 251, 150, 100, 0
L -2290, -1262, 280, -2217, -1157, 258, 150, 100, 0
L -2397, -1269, 287, -2290, -1262, 280, 150, 100, 0
L -2550, -1265, 296, -2397, -1269, 287, 150, 100, 0
L -2592, -1205, 302, -2550, -1265, 296, 150, 100, 0
L -2633, -1176, 307, -2592, -1205, 302, 150, 100, 0
L -2641, -1116, 308, -2633, -1176, 307, 150, 100, 0
L -2691, -1094, 314, -2641, -1116, 308, 150, 100, 0
L -2747, -1050, 322, -2691, -1094, 314, 150, 100, 0
L -2755, -995, 323, -2747, -1050, 322, 150, 100, 0
L -2808, -969, 328, -2755, -995, 323, 150, 100, 0
L -2855, -904, 336, -2808, -969, 328, 150, 100, 0
L -3244, -903, 382, -2855, -904, 336, 150, 100, 0
L -3299, -970, 388, -3246, -904, 382, 150, 100, 0
L -3314, -1029, 391, -3299, -970, 388, 150, 100, 0
L -3372, -1043, 397, -3314, -1029, 391, 150, 100, 0
L -3404, -1087, 401, -3372, -1043, 397, 150, 100, 0
L -3433, -1146, 405, -3404, -1087, 401, 150, 100, 0
L -3484, -1158, 411, -3433, -1146, 405, 150, 100, 0
L -3548, -1271, 419, -3484, -1158, 411, 150, 100, 0
L -3599, -1277, 425, -3548, -1271, 419, 150, 100, 0
L -3635, -1325, 430, -3599, -1277, 425, 150, 100, 0
L -3664, -1389, 433, -3635, -1325, 430, 150, 100, 0
L -3714, -1398, 439, -3664, -1389, 433, 150, 100, 0
L -3789, -1504, 449, -3714, -1398, 439, 150, 100, 0
L -3979, -1499, 478, -3789, -1504, 449, 150, 100, 0
L -4016, -1514, 486, -3979, -1499, 478, 150, 100, 0
L -4041, -1494, 489, -4016, -1514, 486, 150, 100, 0
L -4072, -1509, 495, -4041, -1494, 489, 150, 100, 0
L -4090, -1497, 496, -4072, -1509, 495, 150, 100, 0
L -4141, -1513, 500, -4090, -1497, 496, 150, 100, 0
L -4716, -413, 662, -4765, -421, 665, 150, 100, 0
L -4692, -424, 656, -4716, -413, 662, 150, 100, 0
L -4615, -413, 658, -4692, -424, 656, 150, 100, 0
L -4603, -555, 636, -4615, -413, 658, 150, 100, 0
L -4531, -604, 649, -4603, -555, 636, 150, 100, 0
L -4474, -652, 649, -4531, -604, 649, 150, 100, 0
L -4479, -765, 643, -4474, -652, 649, 150, 100, 0
L -4478, -874, 627, -4479, -765, 643, 150, 100, 0
L -4486, -897, 621, -4478, -874, 627, 150, 100, 0
L -4470, -1125, 582, -4486, -897, 621, 150, 100, 0
L -4392, -1139, 579, -4470, -1125, 582, 150, 100, 0
L -4374, -1201, 573, -4392, -1139, 579, 150, 100, 0
L -4370, -1359, 552, -4374, -1201, 573, 150, 100, 0
L -4384, -1392, 546, -4370, -1359, 552, 150, 100, 0
L -4355, -1500, 526, -4384, -1392, 546, 150, 100, 0
L -4266, -1502, 522, -4355, -1500, 526, 150, 100, 0
L -4247, -1510, 520, -4266, -1502, 522, 150, 100, 0
L -4213, -1497, 521, -4247, -1510, 520, 150, 100, 0
L -4146, -1510, 500, -4213, -1497, 521, 150, 100, 0
L -4108, -1528, 501, -4146, -1510, 500, 150, 100, 0
L -4082, -1563, 503, -4108, -1528, 501, 150, 100, 0
L -4042, -1606, 489, -4082, -1563, 503, 150, 100, 0
L -4042, -1643, 484, -4042, -1606, 489, 150, 100, 0
L -3904, -1711, 465, -4042, -1643, 484, 150, 100, 0
L -3912, -1739, 468, -3904, -1711, 465, 150, 100, 0
L -3903, -1769, 466, -3912, -1739, 468, 150, 100, 0
L -3794, -1854, 451, -3903, -1769, 466, 150, 100, 0
L -3802, -1907, 453, -3794, -1854, 451, 150, 100, 0
L -3819, -2024, 462, -3830, -2024, 462, 199, 21, 133
L -3818, -2012, 462, -3819, -2024, 462, 0, 0, 0
L -3783, -2012, 462, -3818, -2012, 462, 0, 0, 0
L -3792, -1955, 458, -3783, -1976, 462, 0, 0, 0
L -3791, -1926, 458, -3792, -1955, 458, 0, 0, 0
L -3785, -1925, 456, -3791, -1926, 458, 0, 0, 0
L -3813, -1923, 457, -3821, -1922, 457, 0, 0, 0
L -3812, -1955, 458, -3813, -1923, 457, 0, 0, 0
L -3794, -1975, 462, -3812, -1955, 458, 0, 0, 0
L -3794, -2000, 462, -3794, -1975, 462, 0, 0, 0
L -3830, -2000, 462, -3794, -2000, 462, 0, 0, 0
L -3830, -2024, 462, -3830, -2000, 462, 0, 0, 0
L 660, 624, -49, 686, 598, -48, 0, 0, 255
L 638, 663, -49, 660, 624, -49, 0, 0, 255
L 553, 599, -49, 638, 663, -49, 0, 0, 255
L 524, 599, -46, 553, 599, -49, 0, 0, 255
L 445, 598, -49, 524, 599, -46, 0, 0, 255
L 416, 611, -49, 445, 598, -49, 0, 0, 255
L 393, 598, -49, 416, 611, -49, 0, 0, 255
L 285, 591, -49, 393, 598, -49, 0, 0, 255
L 245, 600, -48, 285, 591, -49, 0, 0, 255
L 204, 623, -48, 245, 600, -48, 0, 0, 255
L 177, 622, -49, 204, 623, -48, 0, 0, 255
L 124, 601, -47, 177, 622, -49, 0, 0, 255
L 55, 583, -48, 124, 601, -47, 0, 0, 255
L 44, 584, -49, 55, 583, -48, 0, 0, 255
L -31, 599, -49, 44, 584, -49, 0, 0, 255
L -47, 608, -48, -31, 599, -49, 0, 0, 255
L -85, 601, -48, -47, 608, -48, 0, 0, 255
L -169, 591, -47, -85, 601, -48, 0, 0, 255
L -294, 576, -48, -169, 591, -47, 0, 0, 255
L -376, 509, -48, -294, 576, -48, 0, 0, 255
L -401, 505, -49, -376, 509, -48, 0, 0, 255
L -410, 500, -47, -401, 505, -49, 0, 0, 255
L -419, 479, -48, -410, 500, -47, 0, 0, 255
L -419, 465, -48, -419, 479, -48, 0, 0, 255
L -405, 450, -48, -419, 465, -48, 0, 0, 255
L -384, 385, -49, -405, 450, -48, 0, 0, 255
L -327, 359, -49, -384, 385, -49, 0, 0, 255
L -290, 320, -49, -327, 359, -49, 0, 0, 255
L -271, 263, -47, -290, 320, -49, 0, 0, 255
L -232, 240, -48, -271, 263, -47, 0, 0, 255
L -207, 207, -48, -232, 240, -48, 0, 0, 255
L -177, 199, -50, -207, 207, -48, 0, 0, 255
L -141, 158, -50, -177, 199, -50, 0, 0, 255
L -67, 140, -49, -141, 158, -50, 0, 0, 255
L 66, 128, -48, -67, 140, -49, 0, 0, 255
L 99, 118, -48, 66, 128, -48, 0, 0, 255
L 132, 83, -46, 99, 118, -48, 0, 0, 255
L 274, 104, -49, 132, 83, -46, 0, 0, 255
L 288, 98, -49, 274, 104, -49, 0, 0, 255
L 354, 118, -48, 288, 98, -49, 0, 0, 255
L 409, 124, -46, 354, 118, -48, 0, 0, 255
L 521, 130, -49, 409, 124, -46, 0, 0, 255
L 633, 241, -49, 521, 130, -49, 0, 0, 255
L 728, 355, -48, 633, 241, -49, 0, 0, 255
L 737, 461, -49, 728, 355, -48, 0, 0, 255
L 637, 467, -50, 737, 461, -49, 0, 0, 255
L 638, 502, -49, 637, 467, -50, 0, 0, 255
L 686, 598, -49, 638, 502, -49, 0, 0, 255
L 908, -1166, 3, 931, 882, 135, 0, 0, 0
L 897, -1197, -27, 908, -1166, 3, 0, 0, 0
L 983, -1265, -15, 897, -1197, -27, 0, 0, 0
L 1005, -1277, -1, 983, -1265, -15, 0, 0, 0
L 1030, -1335, -51, 1017, -1306, -26, 0, 0, 0
L 1058, -1307, -51, 1030, -1335, -51, 0, 0, 0
L 1086, -1290, -51, 1058, -1307, -51, 0, 0, 0
L 1119, -1294, -51, 1086, -1290, -51, 0, 0, 0
L 1155, -1354, -51, 1119, -1294, -51, 0, 0, 0
L 1150, -1418, -51, 1155, -1354, -51, 0, 0, 0
L 1118, -1431, -51, 1150, -1418, -51, 0, 0, 0
L 1099, -1447, -51, 1118, -1431, -51, 0, 0, 0
L 1098, -1466, -51, 1099, -1447, -51, 0, 0, 0
L 1079, -1466, -51, 1076, -1441, -51, 0, 0, 0
L 1098, -1467, -51, 1079, -1466, -51, 199, 21, 133
L 931, 882, 135, -4702, 906, 768, 0, 0, 0
L -4702, 906, 768, -4702, 154, 674, 0, 0, 0
L -4702, 154, 674, -4702, -79, 750, 0, 0, 0
L -4702, -79, 750, -4822, -358, 691, 0, 0, 0
L -4822, -358, 691, -4878, -390, 686, 0, 0, 0
L -4934, -423, 681, -4981, -474, 686, 0, 0, 0
L -4981, -474, 686, -4982, -509, 690, 0, 0, 0
L -4982, -509, 690, -4954, -537, 690, 0, 0, 0
L -4954, -537, 690, -4912, -537, 690, 0, 0, 0
L -4912, -537, 690, -4899, -551, 690, 0, 0, 0
L -4899, -551, 690, -4899, -561, 690, 0, 0, 0
L -4899, -565, 690, -4913, -579, 690, 0, 0, 0
L -4899, -593, 690, -4885, -578, 690, 0, 0, 0
L -4885, -578, 690, -4885, -561, 690, 0, 0, 0
L -4885, -538, 690, -4900, -524, 690, 0, 0, 0
L -4900, -524, 690, -4942, -524, 690, 0, 0, 0
L -4942, -524, 690, -4955, -510, 690, 0, 0, 0
L -4955, -510, 690, -4962, -482, 686, 0, 0, 0
L -4962, -482, 686, -4922, -465, 681, 0, 0, 0
L -4922, -465, 681, -4874, -470, 676, 0, 0, 0
L -4874, -470, 676, -4832, -474, 672, 0, 0, 0
L -3690, -1987, 565, -3477, -1992, 626, 0, 0, 0
L -3477, -1992, 626, -3302, -1992, 583, 0, 0, 0
L -3302, -1992, 583, -3011, -1991, 563, 0, 0, 0
L -3011, -1991, 563, -2961, -1991, 560, 0, 0, 0
L -2961, -1991, 560, 896, -1987, 159, 0, 0, 0
L 896, -1987, 159, 898, -1904, 72, 0, 0, 0
L 898, -1904, 72, 904, -1634, 6, 0, 0, 0
L 904, -1634, 6, 906, -1559, -25, 0, 0, 0
L 906, -1559, -25, 933, -1501, -45, 0, 0, 0
L 933, -1501, -45, 978, -1452, -44, 0, 0, 0
L 1023, -1403, -44, 1029, -1386, -48, 0, 0, 0
L 1029, -1386, -48, 1073, -1333, -51, 0, 0, 0
L 1073, -1333, -51, 1081, -1326, -51, 0, 0, 0
L 1081, -1326, -51, 1093, -1318, -51, 0, 0, 0
L 1093, -1318, -51, 1106, -1325, -51, 0, 0, 0
L 1106, -1325, -51, 1128, -1363, -51, 0, 0, 0
L 1128, -1363, -51, 1103, -1410, -51, 0, 0, 0
L 1103, -1410, -51, 1076, -1442, -51, 0, 0, 0
L -1312, 235, 148, -1327, 242, 149, 0, 0, 0
L -1327, 242, 149, -1321, 258, 150, 0, 0, 0
L -1321, 258, 150, -1305, 252, 148, 0, 0, 0
L -1305, 252, 148, -1312, 235, 148, 0, 0, 0
L -1338, 227, 149, -1330, 223, 149, 0, 0, 0
L -1330, 223, 149, -1334, 215, 149, 0, 0, 0
L -1334, 215, 149, -1341, 219, 150, 0, 0, 0
L -1341, 219, 150, -1338, 227, 149, 0, 0, 0
L -1324, 221, 148, -1316, 217, 150, 0, 0, 0
L -1316, 217, 150, -1319, 209, 149, 0, 0, 0
L -1319, 209, 149, -1328, 214, 149, 0, 0, 0
L -1328, 214, 149, -1324, 221, 149, 0, 0, 0
L -1299, 225, 148, -1295, 233, 148, 0, 0, 0
L -1295, 233, 148, -1288, 229, 148, 0, 0, 0
L -1288, 229, 148, -1291, 221, 149, 0, 0, 0
L -1291, 221, 149, -1299, 225, 148, 0, 0, 0
L -1290, 232, 148, -1283, 238, 148, 0, 0, 0
L -1283, 238, 148, -1265, 218, 149, 0, 0, 0
L -1265, 218, 149, -1272, 212, 149, 0, 0, 0
L -1272, 212, 149, -1290, 232, 148, 0, 0, 0
L -1287, 238, 148, -1288, 246, 148, 0, 0, 0
L -1288, 246, 148, -1280, 247, 148, 0, 0, 0
L -1280, 247, 148, -1279, 239, 148, 0, 0, 0
L -1279, 239, 148, -1287, 238, 148, 0, 0, 0
L -1294, 266, 148, -1302, 270, 149, 0, 0, 0
L -1302, 270, 149, -1298, 277, 150, 0, 0, 0
L -1298, 277, 150, -1290, 274, 148, 0, 0, 0
L -1290, 274, 148, -1294, 266, 148, 0, 0, 0
L -1308, 272, 150, -1316, 276, 152, 0, 0, 0
L -1316, 276, 152, -1313, 284, 152, 0, 0, 0
L -1313, 284, 152, -1305, 280, 151, 0, 0, 0
L -1305, 280, 151, -1308, 272, 150, 0, 0, 0
L -1341, 270, 153, -1344, 262, 153, 0, 0, 0
L -1344, 262, 153, -1352, 265, 154, 0, 0, 0
L -1352, 265, 154, -1349, 273, 155, 0, 0, 0
L -1349, 273, 155, -1341, 270, 154, 0, 0, 0
L -1347, 255, 152, -1350, 247, 152, 0, 0, 0
L -1350, 247, 152, -1359, 251, 153, 0, 0, 0
L -1359, 251, 153, -1355, 259, 154, 0, 0, 0
L -1355, 259, 154, -1347, 255, 153, 0, 0, 0
L -1332, 194, 150, -1349, 215, 151, 0, 0, 0
L -1349, 215, 151, -1342, 219, 150, 0, 0, 0
L -1342, 219, 150, -1325, 200, 149, 0, 0, 0
L -1325, 200, 149, -1332, 194, 150, 0, 0, 0
L -1952, 449, 235, -1952, 502, 235, 0, 0, 0
L -2774, -264, 335, -2809, -287, 339, 0, 0, 0
L -2809, -287, 339, -2793, -313, 333, 0, 0, 0
L -2793, -313, 333, -2757, -291, 332, 0, 0, 0
L -2757, -291, 332, -2762, -282, 332, 0, 0, 0
L -2768, -273, 333, -2774, -264, 335, 0, 0, 0
L -2317, -792, 272, -2313, -834, 272, 0, 0, 0
L -2313, -834, 272, -2282, -831, 269, 0, 0, 0
L -2282, -831, 269, -2286, -789, 269, 0, 0, 0
L -2286, -789, 269, -2296, -790, 269, 0, 0, 0
L -2308, -791, 270, -2317, -792, 272, 0, 0, 0
L -2321, -1489, 295, -2333, -1489, 295, 0, 0, 0
L -2333, -1489, 295, -2333, -1536, 295, 0, 0, 0
L -2333, -1536, 295, -2320, -1535, 295, 0, 0, 0
L -2320, -1535, 295, -2320, -1540, 295, 0, 0, 0
L -2320, -1540, 295, -2310, -1540, 295, 0, 0, 0
L -2310, -1540, 295, -2311, -1535, 295, 0, 0, 0
L -2311, -1535, 295, -2298, -1535, 295, 0, 0, 0
L -2298, -1535, 295, -2298, -1489, 295, 0, 0, 0
L -2298, -1489, 295, -2310, -1489, 295, 0, 0, 0
L -2300, -1491, 296, -2300, -1533, 296, 0, 0, 0
L -2331, -1533, 296, -2331, -1491, 296, 0, 0, 0
L -2290, -1472, 295, -2248, -1472, 295, 0, 0, 0
L -2248, -1472, 295, -2248, -1440, 296, 0, 0, 0
L -2248, -1440, 296, -2290, -1440, 296, 0, 0, 0
L -2290, -1440, 296, -2290, -1450, 296, 0, 0, 0
L -2290, -1461, 296, -2290, -1472, 295, 0, 0, 0
L -2290, -1461, 296, -2293, -1461, 295, 0, 0, 0
L -2293, -1461, 295, -2293, -1473, 295, 0, 0, 0
L -2293, -1473, 295, -2246, -1473, 295, 0, 0, 0
L -2246, -1473, 295, -2246, -1460, 295, 0, 0, 0
L -2246, -1460, 295, -2242, -1460, 294, 0, 0, 0
L -2242, -1460, 294, -2242, -1451, 294, 0, 0, 0
L -2242, -1451, 294, -2246, -1451, 295, 0, 0, 0
L -2246, -1451, 295, -2246, -1438, 295, 0, 0, 0
L -2246, -1438, 295, -2293, -1438, 295, 0, 0, 0
L -2293, -1438, 295, -2293, -1450, 295, 0, 0, 0
L -2293, -1450, 295, -2290, -1450, 296, 0, 0, 0
L -3845, 199, 493, -3803, 199, 493, 0, 0, 0
L -3803, 199, 493, -3803, 231, 493, 0, 0, 0
L -3803, 231, 493, -3845, 231, 493, 0, 0, 0
L -3845, 231, 493, -3845, 222, 493, 0, 0, 0
L -3845, 210, 493, -3845, 199, 493, 0, 0, 0
L -3845, 210, 493, -3848, 209, 493, 0, 0, 0
L -3848, 209, 493, -3848, 198, 493, 0, 0, 0
L -3848, 198, 493, -3801, 198, 492, 0, 0, 0
L -3801, 198, 492, -3801, 211, 492, 0, 0, 0
L -3801, 211, 492, -3797, 211, 492, 0, 0, 0
L -3797, 211, 492, -3797, 220, 492, 0, 0, 0
L -3797, 220, 492, -3801, 220, 492, 0, 0, 0
L -3801, 220, 492, -3802, 233, 492, 0, 0, 0
L -3802, 233, 492, -3848, 232, 493, 0, 0, 0
L -3848, 232, 493, -3848, 222, 493, 0, 0, 0
L -3848, 222, 493, -3845, 222, 493, 0, 0, 0
L -4899, -561, 690, -4899, -565, 690, 0, 0, 0
L -4885, -561, 690, -4885, -538, 690, 0, 0, 0
L -4899, -561, 690, -4885, -561, 690, 199, 21, 133
L -4713, -1986, 832, -4713, -1944, 832, 0, 0, 0
L -4713, -1944, 832, -4714, -1900, 826, 0, 0, 0
L -4714, -1900, 826, -4714, -1860, 815, 0, 0, 0
L -4714, -1860, 815, -4715, -1817, 817, 0, 0, 0
L -4715, -1817, 817, -4715, -1770, 802, 0, 0, 0
L -4715, -1770, 802, -4716, -1729, 790, 0, 0, 0
L -4716, -1729, 790, -4716, -1685, 790, 0, 0, 0
L -4716, -1685, 790, -4717, -1646, 789, 0, 0, 0
L -4717, -1646, 789, -4717, -1603, 798, 0, 0, 0
L -4717, -1603, 798, -4718, -1561, 810, 0, 0, 0
L -4718, -1561, 810, -4718, -1517, 818, 0, 0, 0
L -4718, -1517, 818, -4719, -1477, 802, 0, 0, 0
L -4719, -1477, 802, -4719, -1436, 788, 0, 0, 0
L -4719, -1436, 788, -4720, -1392, 783, 0, 0, 0
L -4720, -1392, 783, -4720, -1350, 774, 0, 0, 0
L -4720, -1350, 774, -4721, -1309, 767, 0, 0, 0
L -4721, -1309, 767, -4721, -1268, 767, 0, 0, 0
L -4721, -1268, 767, -4722, -1225, 767, 0, 0, 0
L -4722, -1225, 767, -4723, -1183, 767, 0, 0, 0
L -4723, -1183, 767, -4723, -1141, 766, 0, 0, 0
L -4723, -1141, 766, -4724, -1101, 762, 0, 0, 0
L -4724, -1101, 762, -4724, -1057, 762, 0, 0, 0
L -4724, -1057, 762, -4725, -1017, 764, 0, 0, 0
L -4725, -1017, 764, -4725, -974, 766, 0, 0, 0
L -4725, -974, 766, -4726, -934, 769, 0, 0, 0
L -4726, -934, 769, -4726, -891, 767, 0, 0, 0
L -4726, -891, 767, -4727, -849, 762, 0, 0, 0
L -4727, -849, 762, -4727, -807, 749, 0, 0, 0
L -4727, -807, 749, -4728, -765, 763, 0, 0, 0
L -4728, -765, 763, -4728, -724, 780, 0, 0, 0
L -4728, -724, 780, -4729, -680, 783, 0, 0, 0
L -4729, -680, 783, -4729, -638, 749, 0, 0, 0
L -4729, -638, 749, -4730, -598, 714, 0, 0, 0
L -4730, -598, 714, -4730, -568, 718, 0, 0, 0
L -4730, -568, 718, -4733, -562, 722, 0, 0, 0
L -4733, -562, 722, -4738, -553, 721, 0, 0, 0
L -4738, -553, 721, -4747, -537, 706, 0, 0, 0
L -4747, -537, 706, -4796, -509, 723, 0, 0, 0
L -4832, -474, 672, -4776, -478, 666, 150, 150, 150
L -4776, -478, 666, -4761, -479, 664, 150, 150, 150
L -4761, -479, 664, -4752, -481, 662, 150, 150, 150
L -4752, -481, 662, -4699, -489, 652, 150, 150, 150
L -4699, -489, 652, -4695, -490, 652, 150, 150, 150
L -4695, -490, 652, -4688, -494, 653, 150, 150, 150
L -4688, -494, 653, -4679, -502, 657, 150, 150, 150
L -4679, -502, 657, -4656, -521, 643, 150, 150, 150
L -4656, -521, 643, -4651, -526, 629, 150, 150, 150
L -4651, -526, 629, -4652, -534, 629, 150, 150, 150
L -4652, -534, 629, -4652, -544, 628, 150, 150, 150
L -4652, -544, 628, -4653, -550, 627, 150, 150, 150
