P 100, 300, 0, 0, 0, 0, 2, Original_Map:_Breganz_of_Crimson_Tempest
P 100, 500, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P 100, 700, 0, 0, 0, 0, 2, http://www.eqmaps.info
P 100, 900, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
L -27, -700, 4, -29, -691, 4, 0, 0, 0
L -29, -691, 4, -32, -686, 3, 0, 0, 0
L -46, -687, 4, -53, -684, 2, 0, 0, 127
L -53, -684, 2, -60, -686, 2, 0, 0, 127
L -60, -686, 2, -62, -677, 2, 0, 0, 127
L -61, -677, 2, -62, -668, 2, 0, 0, 127
L -62, -668, 2, -59, -663, 2, 0, 0, 127
L -59, -663, 2, -54, -656, 2, 0, 0, 127
L -54, -656, 2, -56, -651, 2, 0, 0, 127
L -60, -648, 1, -65, -642, 2, 0, 0, 127
L -58, -457, 7, -73, -465, 10, 0, 0, 0
L -73, -465, 10, -80, -468, 10, 0, 0, 0
L -80, -468, 10, -92, -470, 11, 0, 0, 0
L -92, -470, 11, -97, -476, 10, 0, 0, 0
L -97, -476, 10, -107, -480, 11, 0, 0, 0
L -107, -480, 11, -116, -487, 12, 0, 0, 0
L -116, -487, 12, -123, -491, 11, 0, 0, 0
L -123, -491, 11, -129, -493, 11, 0, 0, 0
L -129, -493, 11, -131, -498, 11, 0, 0, 0
L -131, -498, 11, -133, -512, 10, 0, 0, 0
L -134, -512, 10, -140, -518, 10, 0, 0, 0
L -140, -518, 10, -136, -529, 8, 0, 0, 0
L -136, -529, 8, -141, -544, 8, 0, 0, 0
L -141, -544, 8, -145, -557, 8, 0, 0, 0
L -145, -557, 8, -146, -566, 8, 0, 0, 0
L -146, -566, 8, -148, -575, 8, 0, 0, 0
L -148, -575, 8, -149, -581, 8, 0, 0, 0
L -145, -594, 9, -145, -597, 9, 0, 0, 0
L -145, -597, 9, -144, -609, 11, 0, 0, 0
L -144, -609, 11, -139, -613, 9, 0, 0, 0
L -139, -613, 9, -138, -621, 9, 0, 0, 0
L -138, -621, 9, -133, -625, 10, 0, 0, 0
L -131, -633, 12, -123, -638, 13, 0, 0, 0
L -133, -625, 10, -131, -633, 12, 0, 0, 0
L -123, -638, 13, -123, -643, 13, 0, 0, 0
L -123, -643, 13, -117, -648, 16, 0, 0, 0
L -117, -648, 16, -110, -651, 17, 0, 0, 0
L -110, -651, 17, -105, -655, 18, 0, 0, 0
L -105, -655, 18, -96, -664, 21, 0, 0, 0
L -96, -664, 21, -86, -671, 23, 0, 0, 0
L -86, -671, 23, -80, -671, 24, 0, 0, 0
L -80, -671, 24, -75, -672, 25, 0, 0, 0
L -75, -672, 25, -70, -677, 27, 0, 0, 0
L -70, -677, 27, -61, -677, 28, 0, 0, 0
L -61, -677, 28, -55, -678, 28, 0, 0, 0
L -55, -678, 28, -55, -684, 29, 0, 0, 0
L -55, -684, 29, -47, -686, 29, 0, 0, 0
L -47, -696, 28, -52, -696, 32, 0, 0, 0
L -52, -696, 32, -56, -706, 35, 0, 0, 0
L -56, -706, 35, -53, -713, 35, 0, 0, 0
L -53, -713, 35, -53, -723, 36, 0, 127, 0
L -53, -723, 36, -48, -733, 33, 0, 127, 0
L -47, -696, 29, -47, -686, 29, 0, 0, 0
L -21, -698, 33, -29, -696, 29, 0, 0, 0
L -29, -696, 29, -29, -686, 28, 0, 0, 0
L -29, -686, 28, -18, -685, 28, 0, 0, 0
L -18, -685, 28, -18, -678, 28, 0, 0, 0
L -18, -678, 28, -12, -678, 28, 0, 0, 0
L -12, -678, 28, -6, -675, 28, 0, 0, 0
L -6, -675, 28, -7, -669, 29, 0, 0, 0
L -7, -669, 29, -12, -667, 29, 0, 0, 0
L -12, -667, 29, -17, -671, 28, 0, 0, 0
L -17, -671, 28, -22, -668, 28, 0, 0, 0
L -22, -668, 28, -27, -667, 28, 0, 0, 0
L -27, -667, 28, -32, -670, 28, 0, 0, 0
L -32, -670, 28, -38, -670, 28, 0, 0, 0
L -49, -666, 29, -38, -670, 28, 0, 0, 0
L -49, -666, 28, -63, -666, 27, 0, 0, 0
L -63, -666, 27, -65, -664, 26, 0, 0, 0
L -65, -664, 26, -76, -663, 24, 0, 0, 0
L -76, -663, 24, -86, -656, 22, 0, 0, 0
L -86, -656, 22, -98, -650, 19, 0, 0, 0
L -98, -650, 19, -99, -645, 18, 0, 0, 0
L -99, -645, 18, -110, -634, 15, 0, 0, 0
L -110, -634, 15, -113, -622, 12, 0, 0, 0
L -113, -622, 12, -109, -617, 9, 0, 0, 0
L -149, -581, 8, -146, -587, 8, 0, 0, 0
L -146, -587, 8, -145, -594, 9, 0, 0, 0
L -22, -698, 33, -21, -706, 34, 0, 0, 0
L -21, -706, 34, -25, -723, 33, 0, 0, 0
L -25, -723, 33, -30, -732, 33, 0, 127, 0
L -48, -732, 33, -58, -742, 29, 0, 0, 0
L -58, -742, 29, -75, -751, 35, 0, 0, 0
L -75, -751, 35, -88, -764, 33, 0, 0, 0
L -88, -764, 33, -95, -758, 33, 0, 0, 0
L -95, -758, 33, -107, -756, 34, 0, 0, 0
L -107, -756, 34, -121, -750, 32, 0, 0, 0
L -121, -750, 32, -121, -738, 32, 0, 0, 0
L -121, -738, 32, -132, -707, 34, 0, 0, 0
L -132, -707, 34, -149, -699, 32, 0, 0, 0
L -149, -699, 32, -165, -695, 26, 0, 0, 0
L -165, -695, 26, -192, -693, 21, 0, 0, 0
L -192, -693, 21, -205, -691, 17, 0, 0, 0
L -205, -691, 17, -183, -670, 17, 0, 0, 0
L -183, -670, 17, -181, -659, 17, 0, 0, 0
L -181, -659, 17, -173, -647, 17, 0, 0, 0
L -173, -647, 17, -170, -639, 17, 0, 0, 0
L -170, -639, 17, -168, -619, 17, 0, 0, 0
L -168, -619, 17, -170, -597, 17, 0, 0, 0
L -170, -597, 17, -174, -577, 17, 0, 0, 0
L -174, -577, 17, -177, -567, 17, 0, 0, 0
L -177, -567, 17, -179, -555, 17, 0, 0, 0
L -547, -613, 18, -556, -608, 17, 0, 0, 0
L -556, -608, 17, -564, -608, 17, 0, 0, 0
L -564, -608, 17, -572, -612, 17, 0, 0, 0
L -572, -612, 17, -581, -614, 17, 0, 0, 0
L -581, -614, 17, -596, -619, 17, 0, 0, 0
L -596, -619, 17, -608, -621, 17, 0, 0, 0
L -608, -621, 17, -619, -625, 17, 0, 0, 0
L -619, -625, 17, -631, -631, 17, 0, 0, 0
L -631, -631, 17, -638, -639, 17, 0, 0, 0
L -638, -639, 17, -647, -641, 17, 0, 0, 0
L -647, -641, 17, -653, -638, 19, 0, 0, 0
L -653, -638, 19, -659, -634, 19, 0, 0, 0
L -659, -634, 19, -665, -624, 19, 0, 0, 0
L -665, -624, 19, -670, -620, 19, 0, 0, 0
L -670, -620, 19, -677, -618, 19, 0, 0, 0
L -677, -618, 19, -683, -620, 19, 0, 0, 0
L -683, -620, 19, -688, -624, 19, 0, 0, 0
L -688, -624, 19, -687, -635, 19, 0, 0, 0
L -687, -635, 19, -679, -643, 19, 0, 0, 0
L -679, -643, 19, -672, -645, 19, 0, 0, 0
L -672, -645, 19, -663, -645, 19, 0, 0, 0
L -663, -645, 19, -657, -649, 19, 0, 0, 0
L -657, -649, 19, -654, -655, 17, 0, 0, 0
L -654, -655, 17, -663, -666, 17, 0, 0, 0
L -663, -666, 17, -664, -675, 17, 0, 0, 0
L -664, -675, 17, -669, -679, 17, 0, 0, 0
L -669, -679, 17, -676, -686, 17, 0, 0, 0
L -676, -686, 17, -681, -691, 17, 0, 0, 0
L -681, -691, 17, -692, -696, 17, 0, 0, 0
L -692, -696, 17, -693, -701, 17, 0, 0, 0
L -693, -701, 17, -693, -714, 17, 0, 0, 0
L -693, -714, 17, -693, -726, 17, 0, 0, 0
L -693, -726, 17, -688, -738, 17, 0, 0, 0
L -688, -738, 17, -691, -752, 17, 0, 0, 0
L -691, -752, 17, -689, -765, 17, 0, 0, 0
L -689, -765, 17, -685, -780, 17, 0, 0, 0
L -685, -780, 17, -683, -790, 17, 0, 0, 0
L -683, -790, 17, -673, -804, 17, 0, 0, 0
L -673, -804, 17, -666, -811, 17, 0, 0, 0
L -666, -811, 17, -660, -814, 17, 0, 0, 0
L -660, -814, 17, -654, -819, 17, 0, 0, 0
L -654, -819, 17, -643, -824, 17, 0, 0, 0
L -643, -824, 17, -630, -833, 17, 0, 0, 0
L -630, -833, 17, -628, -838, 19, 0, 0, 0
L -628, -838, 19, -631, -846, 19, 0, 0, 0
L -631, -846, 19, -640, -852, 19, 0, 0, 0
L -640, -852, 19, -646, -860, 19, 0, 0, 0
L -646, -860, 19, -648, -867, 19, 0, 0, 0
L -648, -867, 19, -645, -874, 19, 0, 0, 0
L -645, -874, 19, -640, -879, 19, 0, 0, 0
L -640, -879, 19, -631, -876, 19, 0, 0, 0
L -631, -876, 19, -623, -868, 19, 0, 0, 0
L -623, -868, 19, -622, -854, 19, 0, 0, 0
L -622, -854, 19, -618, -845, 17, 0, 0, 0
L -608, -845, 17, -618, -845, 17, 0, 0, 0
L -608, -845, 17, -599, -855, 17, 0, 0, 0
L -599, -855, 17, -590, -857, 17, 0, 0, 0
L -590, -857, 17, -579, -858, 17, 0, 0, 0
L -579, -858, 17, -566, -858, 17, 0, 0, 0
L -566, -858, 17, -531, -853, 17, 0, 0, 0
L -531, -853, 17, -516, -853, 17, 0, 0, 0
L -516, -853, 17, -507, -846, 17, 0, 0, 0
L -507, -846, 17, -502, -843, 17, 0, 0, 0
L -502, -843, 17, -497, -842, 17, 0, 0, 0
L -497, -842, 17, -491, -840, 18, 0, 0, 0
L -491, -840, 18, -485, -848, 20, 0, 0, 0
L -485, -848, 20, -481, -854, 20, 0, 0, 0
L -481, -854, 20, -468, -856, 18, 0, 0, 0
L -468, -856, 18, -459, -856, 19, 0, 0, 0
L -459, -856, 19, -446, -858, 25, 0, 0, 0
L -446, -858, 25, -436, -860, 26, 0, 0, 0
L -436, -860, 26, -425, -859, 24, 0, 0, 0
L -425, -859, 24, -425, -874, 18, 0, 0, 0
L -425, -874, 18, -423, -885, 18, 0, 0, 0
L -423, -885, 18, -422, -894, 19, 0, 0, 0
L -422, -894, 19, -412, -906, 18, 0, 0, 0
L -412, -906, 18, -407, -915, 18, 0, 0, 0
L -407, -915, 18, -397, -925, 18, 0, 0, 0
L -397, -925, 18, -389, -928, 18, 0, 0, 0
L -389, -928, 18, -380, -935, 18, 0, 0, 0
L 45, -1062, 24, 52, -1045, 24, 0, 0, 0
L -16, -1071, 1, -5, -1066, 0, 0, 0, 255
L -5, -1066, 0, 1, -1061, 1, 0, 0, 255
L 1, -1061, 1, 8, -1057, 2, 0, 0, 255
L 8, -1057, 1, 18, -1036, 1, 0, 0, 255
L 18, -1036, 1, 24, -1025, 1, 0, 0, 255
L 24, -1025, 1, 28, -1014, 1, 0, 0, 255
L 28, -1014, 1, 28, -1006, 2, 0, 0, 255
L 28, -1006, 2, 23, -997, 1, 0, 0, 255
L 23, -997, 1, 23, -985, 1, 0, 0, 255
L 23, -985, 1, 19, -970, 1, 0, 0, 255
L 19, -970, 1, 13, -962, 1, 0, 0, 255
L 13, -962, 1, 8, -952, 1, 0, 0, 255
L 8, -952, 1, 2, -945, 1, 0, 0, 255
L 2, -945, 1, -4, -945, 1, 0, 0, 255
L -4, -945, 1, -12, -943, 0, 0, 0, 255
L -12, -943, 0, -22, -939, 0, 0, 0, 255
L -22, -939, 0, -31, -937, 0, 0, 0, 255
L -31, -937, 0, -40, -940, 1, 0, 0, 255
L -40, -940, 1, -49, -945, 2, 0, 0, 255
L -49, -945, 2, -55, -947, 3, 0, 0, 255
L -55, -947, 3, -61, -949, 3, 0, 0, 255
L -16, -1071, 2, -32, -1071, 2, 0, 0, 255
L -32, -1071, 2, -47, -1070, 2, 0, 0, 255
L -47, -1070, 2, -57, -1064, 2, 0, 0, 255
L -57, -1064, 2, -65, -1056, 2, 0, 0, 255
L -65, -1056, 2, -78, -1051, 2, 0, 0, 255
L -78, -1051, 2, -85, -1046, 2, 0, 0, 255
L -85, -1046, 2, -90, -1039, 2, 0, 0, 255
L -90, -1039, 2, -94, -1032, 2, 0, 0, 255
L -94, -1032, 2, -100, -1022, 2, 0, 0, 255
L -100, -1022, 2, -104, -1011, 2, 0, 0, 255
L -104, -1011, 2, -103, -998, 2, 0, 0, 255
L -103, -998, 2, -95, -995, 2, 0, 0, 255
L -95, -995, 2, -90, -989, 2, 0, 0, 255
L -90, -989, 2, -90, -982, 2, 0, 0, 255
L -90, -982, 2, -88, -973, 2, 0, 0, 255
L -88, -973, 2, -83, -964, 2, 0, 0, 255
L -83, -964, 2, -72, -960, 1, 0, 0, 255
L -72, -960, 1, -61, -963, 4, 0, 0, 255
L -61, -963, 4, -61, -949, 3, 0, 0, 255
L -71, -964, 8, -75, -970, 10, 0, 0, 0
L -75, -970, 10, -77, -976, 12, 0, 0, 0
L -77, -976, 12, -80, -987, 14, 0, 0, 0
L -80, -987, 14, -92, -1000, 14, 0, 0, 0
L -92, -1000, 14, -95, -1005, 14, 0, 0, 0
L -95, -1005, 14, -94, -1012, 14, 0, 0, 0
L -94, -1012, 14, -92, -1019, 14, 0, 0, 0
L -92, -1019, 14, -89, -1026, 14, 0, 0, 0
L -89, -1026, 14, -88, -1032, 14, 0, 0, 0
L -88, -1032, 14, -82, -1046, 14, 0, 0, 0
L -82, -1046, 14, -72, -1050, 14, 0, 0, 0
L -72, -1050, 14, -64, -1051, 16, 0, 0, 0
L -64, -1051, 16, -54, -1058, 14, 0, 0, 0
L -54, -1058, 14, -51, -1058, 14, 0, 0, 0
L -51, -1058, 14, -52, -1049, 17, 0, 0, 0
L -52, -1049, 17, -53, -1043, 18, 0, 0, 0
L -53, -1043, 18, -59, -1039, 18, 0, 0, 0
L -59, -1039, 18, -64, -1036, 18, 0, 0, 0
L -64, -1036, 18, -68, -1031, 18, 0, 0, 0
L -68, -1031, 18, -70, -1026, 18, 0, 0, 0
L -70, -1026, 18, -74, -1020, 18, 0, 0, 0
L -74, -1020, 18, -76, -1014, 18, 0, 0, 0
L -76, -1014, 18, -73, -1007, 18, 0, 0, 0
L -73, -1007, 18, -72, -1001, 18, 0, 0, 0
L -72, -1001, 18, -65, -990, 18, 0, 0, 0
L -65, -990, 18, -60, -986, 18, 0, 0, 0
L -60, -986, 18, -53, -984, 18, 0, 0, 0
L -53, -984, 18, -46, -984, 18, 0, 0, 0
L -46, -984, 18, -40, -979, 18, 0, 0, 0
L -40, -979, 18, -35, -980, 18, 0, 0, 0
L -35, -980, 18, -26, -986, 18, 0, 0, 0
L -26, -986, 18, -16, -989, 18, 0, 0, 0
L -16, -989, 18, -11, -998, 18, 0, 0, 0
L -11, -998, 18, -11, -1005, 18, 0, 0, 0
L -11, -1005, 18, -11, -1013, 18, 0, 0, 0
L -11, -1013, 18, -8, -1020, 18, 0, 0, 0
L -8, -1020, 18, -10, -1026, 18, 0, 0, 0
L -10, -1026, 18, -14, -1035, 18, 0, 0, 0
L -14, -1035, 18, -22, -1040, 18, 0, 0, 0
L -22, -1040, 18, -27, -1041, 18, 0, 0, 0
L -27, -1041, 18, -35, -1043, 18, 0, 0, 0
L -35, -1043, 18, -37, -1049, 17, 0, 0, 0
L -37, -1049, 17, -37, -1056, 15, 0, 0, 0
L -37, -1056, 15, -34, -1062, 14, 0, 0, 0
L -34, -1062, 14, -27, -1062, 14, 0, 0, 0
L -27, -1062, 14, -21, -1060, 14, 0, 0, 0
L -21, -1060, 14, -15, -1055, 14, 0, 0, 0
L -15, -1055, 14, -10, -1053, 14, 0, 0, 0
L -10, -1053, 14, -5, -1050, 14, 0, 0, 0
L -5, -1050, 14, 0, -1047, 14, 0, 0, 0
L 0, -1047, 14, 2, -1038, 14, 0, 0, 0
L 2, -1038, 14, 6, -1031, 14, 0, 0, 0
L 6, -1031, 14, 13, -1018, 14, 0, 0, 0
L 13, -1018, 14, 16, -1006, 14, 0, 0, 0
L 16, -1006, 14, 11, -999, 14, 0, 0, 0
L 11, -999, 14, 10, -991, 14, 0, 0, 0
L 10, -991, 14, 9, -980, 14, 0, 0, 0
L 9, -980, 14, 0, -968, 14, 0, 0, 0
L 0, -968, 14, 0, -962, 14, 0, 0, 0
L 0, -962, 14, -6, -957, 14, 0, 0, 0
L -6, -957, 14, -13, -957, 14, 0, 0, 0
L -13, -957, 14, -20, -955, 14, 0, 0, 0
L -20, -955, 14, -26, -952, 14, 0, 0, 0
L -26, -952, 14, -32, -950, 14, 0, 0, 0
L -32, -950, 14, -44, -945, 14, 0, 0, 0
L -44, -945, 14, -52, -948, 14, 0, 0, 0
L -52, -948, 14, -58, -948, 14, 0, 0, 0
L -58, -948, 14, -71, -951, 14, 0, 0, 0
L -71, -951, 14, -76, -956, 14, 0, 0, 0
L -76, -956, 14, -81, -960, 14, 0, 0, 0
L -81, -960, 14, -88, -970, 14, 0, 0, 0
L -65, -1079, 15, -75, -1072, 16, 0, 0, 0
L -75, -1072, 16, -82, -1070, 17, 0, 0, 0
L -82, -1070, 17, -100, -1065, 19, 0, 0, 0
L -100, -1065, 19, -107, -1055, 19, 0, 0, 0
L -107, -1055, 19, -115, -1042, 23, 0, 0, 0
L -115, -1042, 23, -119, -1026, 25, 0, 0, 0
L -119, -1026, 25, -122, -1011, 28, 0, 0, 0
L -122, -1011, 28, -120, -995, 31, 0, 0, 0
L -120, -995, 31, -116, -976, 36, 0, 0, 0
L -116, -976, 36, -103, -959, 40, 0, 0, 0
L -103, -959, 40, -89, -942, 40, 0, 0, 0
L -89, -942, 40, -64, -929, 40, 0, 0, 0
L -64, -929, 40, -47, -928, 40, 0, 0, 0
L -47, -928, 40, -32, -930, 40, 0, 0, 0
L -32, -930, 40, -21, -929, 40, 0, 0, 0
L -21, -929, 40, -11, -931, 40, 0, 0, 0
L -11, -931, 40, 4, -940, 40, 0, 0, 0
L 4, -940, 40, 16, -955, 40, 0, 0, 0
L 16, -955, 40, 32, -972, 38, 0, 0, 0
L 32, -972, 38, 38, -991, 32, 0, 0, 0
L 38, -991, 32, 39, -1012, 28, 0, 0, 0
L 39, -1012, 28, 34, -1027, 24, 0, 0, 0
L 34, -1027, 24, 33, -1037, 23, 0, 0, 0
L 33, -1037, 23, 25, -1055, 19, 0, 0, 0
L 25, -1055, 19, 15, -1067, 19, 0, 0, 0
L 15, -1067, 19, 2, -1069, 17, 0, 0, 0
L 2, -1069, 17, -4, -1070, 16, 0, 0, 0
L -14, -1075, 15, -4, -1070, 16, 0, 0, 0
L 28, -1029, -27, 38, -1029, -26, 0, 127, 127
L 38, -1029, -26, 52, -1033, -25, 0, 127, 127
L 52, -1033, -25, 60, -1035, -25, 0, 127, 127
